dataset_label,term_id,importance_rank,difficulty_label,category,term,reading,aliases,era,macro_region,region_detail,display_period,sort_year,question_id,stage,focus,question_type,question,answer,keywords,accepted_answers,answer_note,source_name,source_url
大学受験世界史・重要300用語（三段階学習）,WH-000087,268,大学受験標準,人物,ユスティニアヌス帝,ゆすてぃにあぬすてい,,ビザンツ帝国,ヨーロッパ・地中海,東地中海・旧西ローマ領,527〜565年,527,WH-000087-I01,integrated,統合説明,integrated,「ユスティニアヌス帝」について説明せよ。,将軍ベリサリウスに北アフリカ・イタリアを再征服させ、**ローマ法大全**を編纂し、ハギア＝ソフィア聖堂を建設した。 古代ローマの法と皇帝権を継承し、ローマ法大全は後世のヨーロッパ法学へ大きな影響を与えた。,ローマ法大全,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000088,88,大学受験基礎,人物,ムハンマド,むはんまど,マホメット,イスラーム成立期,西アジア,アラビア半島のメッカ・メディナ,570頃〜632年,570,WH-000088-B01,beginner,用語の特定,identify,唯一神アッラーの啓示を受け、イスラーム教を始めた人物は？,ムハンマド,ムハンマド,マホメット,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000088,88,大学受験基礎,人物,ムハンマド,むはんまど,マホメット,イスラーム成立期,西アジア,アラビア半島のメッカ・メディナ,570頃〜632年,570,WH-000088-B02,beginner,時期,time,ムハンマドが主に活動したのはいつ頃？,570頃〜632年,570頃〜632年,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000088,88,大学受験基礎,人物,ムハンマド,むはんまど,マホメット,イスラーム成立期,西アジア,アラビア半島のメッカ・メディナ,570頃〜632年,570,WH-000088-B03,beginner,都市,place,ムハンマドが最初に啓示を受けた都市は？,メッカ,メッカ,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000088,88,大学受験基礎,人物,ムハンマド,むはんまど,マホメット,イスラーム成立期,西アジア,アラビア半島のメッカ・メディナ,570頃〜632年,570,WH-000088-R01,reverse,内容,reverse,何をした？,メッカの商人として生まれ、610年頃から唯一神**アッラー**の啓示を受けて、偶像崇拝と貧富の差を批判した。,アッラー,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000088,88,大学受験基礎,人物,ムハンマド,むはんまど,マホメット,イスラーム成立期,西アジア,アラビア半島のメッカ・メディナ,570頃〜632年,570,WH-000088-R02,reverse,結果・影響,reverse,どのような影響を与えた？,622年の**ヒジュラ**後にメディナでウンマを組織し、アラビア半島を統一してイスラーム国家と宗教の基礎を築いた。,ヒジュラ,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000088,88,大学受験基礎,人物,ムハンマド,むはんまど,マホメット,イスラーム成立期,西アジア,アラビア半島のメッカ・メディナ,570頃〜632年,570,WH-000088-I01,integrated,統合説明,integrated,「ムハンマド」について説明せよ。,メッカの商人として生まれ、610年頃から唯一神**アッラー**の啓示を受けて、偶像崇拝と貧富の差を批判した。 622年の**ヒジュラ**後にメディナでウンマを組織し、アラビア半島を統一してイスラーム国家と宗教の基礎を築いた。,アッラー|ヒジュラ,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000089,89,大学受験基礎,国家・王朝,隋,ずい,,中世中国,東アジア,中国,581〜618年,581,WH-000089-B01,beginner,用語の特定,identify,楊堅(ようけん)が建て、589年に中国を再統一し、大運河を建設した王朝は？,隋(ずい),隋,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000089,89,大学受験基礎,国家・王朝,隋,ずい,,中世中国,東アジア,中国,581〜618年,581,WH-000089-B02,beginner,時期,time,隋(ずい)が存在したのはいつ頃？,581〜618年,581〜618年,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000089,89,大学受験基礎,国家・王朝,隋,ずい,,中世中国,東アジア,中国,581〜618年,581,WH-000089-B03,beginner,建国者,person,隋(ずい)の建国者は？,楊堅(ようけん),楊堅,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000089,89,大学受験基礎,国家・王朝,隋,ずい,,中世中国,東アジア,中国,581〜618年,581,WH-000089-R01,reverse,内容,reverse,何をした？,**楊堅(ようけん)**が建てて589年に南朝陳(なんちょうちん)を滅ぼし、魏晋南北朝(ぎしんなんぼくちょう)以来の中国分裂を終わらせた。,楊堅,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000089,89,大学受験基礎,国家・王朝,隋,ずい,,中世中国,東アジア,中国,581〜618年,581,WH-000089-R02,reverse,結果・影響,reverse,どんな特徴をもち、何を残した？,均田制(きんでんせい)・租庸調(そようちょう)・府兵制(ふへいせい)・**科挙(かきょ)**を整え、大運河を建設して唐帝国の制度的基礎を作った。,科挙,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000089,89,大学受験基礎,国家・王朝,隋,ずい,,中世中国,東アジア,中国,581〜618年,581,WH-000089-I01,integrated,統合説明,integrated,「隋(ずい)」について説明せよ。,**楊堅(ようけん)**が建てて589年に南朝陳(なんちょうちん)を滅ぼし、魏晋南北朝(ぎしんなんぼくちょう)以来の中国分裂を終わらせた。 均田制(きんでんせい)・租庸調(そようちょう)・府兵制(ふへいせい)・**科挙(かきょ)**を整え、大運河を建設して唐帝国の制度的基礎を作った。,楊堅|科挙,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000090,90,大学受験基礎,制度・政策・法律,科挙,かきょ,,中世〜近世中国,東アジア,中国と東アジア,隋〜清,587,WH-000090-B01,beginner,用語の特定,identify,家柄ではなく儒学の試験成績で官僚を選ぶ中国の制度は？,科挙(かきょ),科挙,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000090,90,大学受験基礎,制度・政策・法律,科挙,かきょ,,中世〜近世中国,東アジア,中国と東アジア,隋〜清,587,WH-000090-B02,beginner,時期,time,科挙(かきょ)が成立・実施されたのはいつ頃？,隋(ずい)〜清,隋〜清,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000090,90,大学受験基礎,制度・政策・法律,科挙,かきょ,,中世〜近世中国,東アジア,中国と東アジア,隋〜清,587,WH-000090-B03,beginner,王朝,relation,科挙(かきょ)を始めた王朝は？,隋(ずい),隋,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000090,90,大学受験基礎,制度・政策・法律,科挙,かきょ,,中世〜近世中国,東アジア,中国と東アジア,隋〜清,587,WH-000090-R01,reverse,内容,reverse,どんな制度・政策・法律？,**隋(ずい)**に始まり、儒学の経典や文章を試験して官僚を選抜する制度として唐・宋以後に発展した。,隋,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000090,90,大学受験基礎,制度・政策・法律,科挙,かきょ,,中世〜近世中国,東アジア,中国と東アジア,隋〜清,587,WH-000090-R02,reverse,結果・影響,reverse,どのような影響を与えた？,門閥貴族(もんばつきぞく)を弱めて**士大夫(したいふ)**層を形成し、中国だけでなく朝鮮・ベトナムの官僚制にも影響した。,士大夫,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000090,90,大学受験基礎,制度・政策・法律,科挙,かきょ,,中世〜近世中国,東アジア,中国と東アジア,隋〜清,587,WH-000090-I01,integrated,統合説明,integrated,「科挙(かきょ)」について説明せよ。,**隋(ずい)**に始まり、儒学の経典や文章を試験して官僚を選抜する制度として唐・宋以後に発展した。 門閥貴族(もんばつきぞく)を弱めて**士大夫(したいふ)**層を形成し、中国だけでなく朝鮮・ベトナムの官僚制にも影響した。,隋|士大夫,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000091,91,大学受験基礎,時代・歴史区分,東アジア文化圏,ひがしあじあぶんかけん,,中世東アジア,東アジア,中国・朝鮮・日本・ベトナム,7〜10世紀を中心,600,WH-000091-B01,beginner,用語の特定,identify,漢字・儒教・仏教・律令制(りつりょうせい)を共通要素として形成された地域世界を何という？,東アジア文化圏(ひがしあじあぶんかけん),東アジア文化圏,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000091,91,大学受験基礎,時代・歴史区分,東アジア文化圏,ひがしあじあぶんかけん,,中世東アジア,東アジア,中国・朝鮮・日本・ベトナム,7〜10世紀を中心,600,WH-000091-B02,beginner,時期,time,東アジア文化圏(ひがしあじあぶんかけん)が歴史上重要になるのはいつ頃？,7〜10世紀を中心,7〜10世紀を中心,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000091,91,大学受験基礎,時代・歴史区分,東アジア文化圏,ひがしあじあぶんかけん,,中世東アジア,東アジア,中国・朝鮮・日本・ベトナム,7〜10世紀を中心,600,WH-000091-B03,beginner,文化要素,content,東アジア文化圏(ひがしあじあぶんかけん)で共通の文字文化の基礎となった文字は？,漢字,漢字,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000091,91,大学受験基礎,時代・歴史区分,東アジア文化圏,ひがしあじあぶんかけん,,中世東アジア,東アジア,中国・朝鮮・日本・ベトナム,7〜10世紀を中心,600,WH-000091-R01,reverse,内容,reverse,何が起きた時代・変化？,隋(ずい)唐の中国を中心に、朝鮮・日本・ベトナムが**漢字**・儒教・**仏教**・律令制(りつりょうせい)などを受容して形成した地域的文化圏。,漢字|仏教,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000091,91,大学受験基礎,時代・歴史区分,東アジア文化圏,ひがしあじあぶんかけん,,中世東アジア,東アジア,中国・朝鮮・日本・ベトナム,7〜10世紀を中心,600,WH-000091-R02,reverse,結果・影響,reverse,何につながった？,**東アジア文化圏(ひがしあじあぶんかけん)**は、各国は中国文化を取り入れつつ固有の制度・文字・文化を発達させ、冊封(さくほう)・朝貢(ちょうこう)関係を通じて相互交流した。,東アジア文化圏,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000091,91,大学受験基礎,時代・歴史区分,東アジア文化圏,ひがしあじあぶんかけん,,中世東アジア,東アジア,中国・朝鮮・日本・ベトナム,7〜10世紀を中心,600,WH-000091-I01,integrated,統合説明,integrated,「東アジア文化圏(ひがしあじあぶんかけん)」について説明せよ。,隋(ずい)唐の中国を中心に、朝鮮・日本・ベトナムが**漢字**・儒教・**仏教**・律令制(りつりょうせい)などを受容して形成した地域的文化圏。 各国は中国文化を取り入れつつ固有の制度・文字・文化を発達させ、冊封(さくほう)・朝貢(ちょうこう)関係を通じて相互交流した。,漢字|仏教,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000092,269,大学受験標準,制度・政策・法律,三省六部,さんしょうりくぶ,,中世中国,東アジア,隋・唐の中国,6〜10世紀,600,WH-000092-B01,beginner,用語の特定,identify,中書省(ちゅうしょしょう)・門下省(もんかしょう)・尚書省(しょうしょしょう)と六部からなる隋(ずい)唐の中央官制は？,三省六部(さんしょうりくぶ),三省六部,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000092,269,大学受験標準,制度・政策・法律,三省六部,さんしょうりくぶ,,中世中国,東アジア,隋・唐の中国,6〜10世紀,600,WH-000092-B02,beginner,時期,time,三省六部(さんしょうりくぶ)が成立・実施されたのはいつ頃？,6〜10世紀,6〜10世紀,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000092,269,大学受験標準,制度・政策・法律,三省六部,さんしょうりくぶ,,中世中国,東アジア,隋・唐の中国,6〜10世紀,600,WH-000092-B03,beginner,機関,content,皇帝の命令を審議し、誤りがあれば差し戻した機関は？,門下省(もんかしょう),門下省,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000092,269,大学受験標準,制度・政策・法律,三省六部,さんしょうりくぶ,,中世中国,東アジア,隋・唐の中国,6〜10世紀,600,WH-000092-R01,reverse,内容,reverse,どんな制度・政策・法律？,皇帝の詔勅(しょうちょく)を起草する**中書省(ちゅうしょしょう)**、審議する**門下省(もんかしょう)**、実施する尚書省(しょうしょしょう)と、その下の六部からなる中央官制。,中書省|門下省,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000092,269,大学受験標準,制度・政策・法律,三省六部,さんしょうりくぶ,,中世中国,東アジア,隋・唐の中国,6〜10世紀,600,WH-000092-R02,reverse,結果・影響,reverse,どのような影響を与えた？,**三省六部(さんしょうりくぶ)**は、皇帝権を補佐しながら行政を分担・牽制する仕組みとして、唐を中心とする東アジア諸国へ広がった。,三省六部,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000092,269,大学受験標準,制度・政策・法律,三省六部,さんしょうりくぶ,,中世中国,東アジア,隋・唐の中国,6〜10世紀,600,WH-000092-I01,integrated,統合説明,integrated,「三省六部(さんしょうりくぶ)」について説明せよ。,皇帝の詔勅(しょうちょく)を起草する**中書省(ちゅうしょしょう)**、審議する**門下省(もんかしょう)**、実施する尚書省(しょうしょしょう)と、その下の六部からなる中央官制。 皇帝権を補佐しながら行政を分担・牽制する仕組みとして、唐を中心とする東アジア諸国へ広がった。,中書省|門下省,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000093,270,大学受験標準,制度・政策・法律,律令制,りつりょうせい,,中世東アジア,東アジア,中国・朝鮮・日本・ベトナム,7〜10世紀を中心,600,WH-000093-B01,beginner,用語の特定,identify,刑法である律(りつ)と行政法である令(りょう)を基礎に国家を統治する制度は？,律令制(りつりょうせい),律令制,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000093,270,大学受験標準,制度・政策・法律,律令制,りつりょうせい,,中世東アジア,東アジア,中国・朝鮮・日本・ベトナム,7〜10世紀を中心,600,WH-000093-B02,beginner,時期,time,律令制(りつりょうせい)が成立・実施されたのはいつ頃？,7〜10世紀を中心,7〜10世紀を中心,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000093,270,大学受験標準,制度・政策・法律,律令制,りつりょうせい,,中世東アジア,東アジア,中国・朝鮮・日本・ベトナム,7〜10世紀を中心,600,WH-000093-B03,beginner,王朝,relation,律令制(りつりょうせい)の模範となった中国王朝は？,隋(ずい)・唐,隋・唐,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000093,270,大学受験標準,制度・政策・法律,律令制,りつりょうせい,,中世東アジア,東アジア,中国・朝鮮・日本・ベトナム,7〜10世紀を中心,600,WH-000093-R01,reverse,内容,reverse,どんな制度・政策・法律？,刑罰法の**律(りつ)**と行政法の**令(りょう)**を中心に、官僚制・戸籍・租税・軍事を体系化した国家制度。,律|令,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000093,270,大学受験標準,制度・政策・法律,律令制,りつりょうせい,,中世東アジア,東アジア,中国・朝鮮・日本・ベトナム,7〜10世紀を中心,600,WH-000093-R02,reverse,結果・影響,reverse,どのような影響を与えた？,隋(ずい)唐で完成され、朝鮮・日本・ベトナムへ伝わって**東アジア文化圏(ひがしあじあぶんかけん)**の国家形成を支えた。,東アジア文化圏,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000093,270,大学受験標準,制度・政策・法律,律令制,りつりょうせい,,中世東アジア,東アジア,中国・朝鮮・日本・ベトナム,7〜10世紀を中心,600,WH-000093-I01,integrated,統合説明,integrated,「律令制(りつりょうせい)」について説明せよ。,刑罰法の**律(りつ)**と行政法の**令(りょう)**を中心に、官僚制・戸籍・租税・軍事を体系化した国家制度。 隋(ずい)唐で完成され、朝鮮・日本・ベトナムへ伝わって**東アジア文化圏(ひがしあじあぶんかけん)**の国家形成を支えた。,律|令|東アジア文化圏,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000094,9,大学受験基礎,宗教・宗派,イスラーム教の成立,いすらーむきょうのせいりつ,イスラム教の成立,中世,西アジア,アラビア半島のメッカ・メディナ,7世紀前半,610,WH-000094-B01,beginner,用語の特定,identify,7世紀のアラビア半島でムハンマドが唯一神アッラーへの服従を説いて成立した宗教は？,イスラーム教,イスラーム教,イスラム教,,世界史の窓：イスラーム教,https://www.y-history.net/appendix/wh0501-008.html
大学受験世界史・重要300用語（三段階学習）,WH-000094,9,大学受験基礎,宗教・宗派,イスラーム教の成立,いすらーむきょうのせいりつ,イスラム教の成立,中世,西アジア,アラビア半島のメッカ・メディナ,7世紀前半,610,WH-000094-B02,beginner,事件,content,622年、ムハンマドがメッカからメディナへ移住した出来事は？,ヒジュラ,ヒジュラ,聖遷,,世界史の窓：イスラーム教,https://www.y-history.net/appendix/wh0501-008.html
大学受験世界史・重要300用語（三段階学習）,WH-000094,9,大学受験基礎,宗教・宗派,イスラーム教の成立,いすらーむきょうのせいりつ,イスラム教の成立,中世,西アジア,アラビア半島のメッカ・メディナ,7世紀前半,610,WH-000094-B03,beginner,文書,content,ムハンマドが受けた啓示をまとめたイスラーム教の聖典は？,クルアーン,クルアーン,コーラン,,世界史の窓：イスラーム教,https://www.y-history.net/appendix/wh0501-008.html
大学受験世界史・重要300用語（三段階学習）,WH-000094,9,大学受験基礎,宗教・宗派,イスラーム教の成立,いすらーむきょうのせいりつ,イスラム教の成立,中世,西アジア,アラビア半島のメッカ・メディナ,7世紀前半,610,WH-000094-R01,reverse,時期・場所,reverse,成立したのはいつ頃・どこ？,7世紀前半、アラビア半島の**メッカ**で始まり、622年の**ヒジュラ**後は**メディナ**を拠点に共同体が形成された。,メッカ|ヒジュラ|メディナ|622年,,,世界史の窓：イスラーム教,https://www.y-history.net/appendix/wh0501-008.html
大学受験世界史・重要300用語（三段階学習）,WH-000094,9,大学受験基礎,宗教・宗派,イスラーム教の成立,いすらーむきょうのせいりつ,イスラム教の成立,中世,西アジア,アラビア半島のメッカ・メディナ,7世紀前半,610,WH-000094-R02,reverse,内容,reverse,何が起き、何につながった？,**ムハンマド**が唯一神**アッラー**への服従と信徒の平等を説き、**クルアーン**を基礎とする宗教共同体を作った。アラビア半島の統一後、後継者のカリフのもとでイスラーム世界が急速に拡大した。,ムハンマド|アッラー|クルアーン|宗教共同体|カリフ,,,世界史の窓：イスラーム教,https://www.y-history.net/appendix/wh0501-008.html
大学受験世界史・重要300用語（三段階学習）,WH-000094,9,大学受験基礎,宗教・宗派,イスラーム教の成立,いすらーむきょうのせいりつ,イスラム教の成立,中世,西アジア,アラビア半島のメッカ・メディナ,7世紀前半,610,WH-000094-I01,integrated,統合説明,integrated,「イスラーム教の成立」について説明せよ。,7世紀前半、**ムハンマド**がメッカで唯一神**アッラー**への服従を説いて始めた宗教。622年の**ヒジュラ**後にメディナで共同体を形成し、**クルアーン**を基礎にアラビア半島を統一し、カリフの時代に広域へ拡大した。,ムハンマド|メッカ|アッラー|ヒジュラ|メディナ|クルアーン|カリフ,,,世界史の窓：イスラーム教,https://www.y-history.net/appendix/wh0501-008.html
大学受験世界史・重要300用語（三段階学習）,WH-000095,16,大学受験基礎,国家・王朝,唐,とう,,中世,東アジア,中国を中心に東アジア・中央アジア,618年〜907年,618,WH-000095-B01,beginner,用語の特定,identify,618年に成立し、長安(ちょうあん)を都として東アジアに大きな影響を与えた中国王朝は？,唐(とう),唐,,,世界史の窓：唐,https://www.y-history.net/appendix/wh0302-011.html
大学受験世界史・重要300用語（三段階学習）,WH-000095,16,大学受験基礎,国家・王朝,唐,とう,,中世,東アジア,中国を中心に東アジア・中央アジア,618年〜907年,618,WH-000095-B02,beginner,都市,place,唐の国際色豊かな都は？,長安(ちょうあん),長安,,,世界史の窓：唐,https://www.y-history.net/appendix/wh0302-011.html
大学受験世界史・重要300用語（三段階学習）,WH-000095,16,大学受験基礎,国家・王朝,唐,とう,,中世,東アジア,中国を中心に東アジア・中央アジア,618年〜907年,618,WH-000095-B03,beginner,制度,content,唐が農民に土地を給付し、税役負担の基礎とした土地制度は？,均田制(きんでんせい),均田制,,,世界史の窓：唐,https://www.y-history.net/appendix/wh0302-011.html
大学受験世界史・重要300用語（三段階学習）,WH-000095,16,大学受験基礎,国家・王朝,唐,とう,,中世,東アジア,中国を中心に東アジア・中央アジア,618年〜907年,618,WH-000095-R01,reverse,複合説明,reverse,何をした？,618年に成立し、**長安(ちょうあん)**を都に律令体制(りつりょうたいせい)を整えた。**均田制・租庸調制・府兵制(きんでんせい・そようちょうせい・ふへいせい)**を基礎に支配し、陸海の交易を通じて国際的な文化が栄えたが、**安史の乱(あんしのらん)**後に節度使(せつどし)が自立して衰えた。,長安|律令体制|均田制|租庸調制|府兵制|安史の乱|節度使,,,世界史の窓：唐,https://www.y-history.net/appendix/wh0302-011.html
大学受験世界史・重要300用語（三段階学習）,WH-000095,16,大学受験基礎,国家・王朝,唐,とう,,中世,東アジア,中国を中心に東アジア・中央アジア,618年〜907年,618,WH-000095-I01,integrated,統合説明,integrated,「唐」について説明せよ。,618年に成立し、**長安(ちょうあん)**を都に東アジアへ大きな影響を与えた中国王朝。**均田制・租庸調制・府兵制(きんでんせい・そようちょうせい・ふへいせい)**を基礎に国際文化を栄えさせたが、**安史の乱(あんしのらん)**後に節度使(せつどし)が自立して衰退した。,長安|均田制|租庸調制|府兵制|安史の乱|節度使,,,世界史の窓：唐,https://www.y-history.net/appendix/wh0302-011.html
大学受験世界史・重要300用語（三段階学習）,WH-000096,92,大学受験基礎,事件・革命,ヒジュラ,ひじゅら,聖遷,イスラーム成立期,西アジア,メッカからメディナ,622年,622,WH-000096-B01,beginner,用語の特定,identify,ムハンマドと信徒が迫害を避け、メッカからメディナへ移住した出来事は？,ヒジュラ,ヒジュラ,聖遷,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000096,92,大学受験基礎,事件・革命,ヒジュラ,ひじゅら,聖遷,イスラーム成立期,西アジア,メッカからメディナ,622年,622,WH-000096-B02,beginner,時期,time,ヒジュラが起きたのはいつ？,622年,622年,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000096,92,大学受験基礎,事件・革命,ヒジュラ,ひじゅら,聖遷,イスラーム成立期,西アジア,メッカからメディナ,622年,622,WH-000096-B03,beginner,移住先,place,ヒジュラの移住先は？,メディナ,メディナ,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000096,92,大学受験基礎,事件・革命,ヒジュラ,ひじゅら,聖遷,イスラーム成立期,西アジア,メッカからメディナ,622年,622,WH-000096-R01,reverse,内容,reverse,何が起きた？,622年、メッカで迫害された**ムハンマド**と信徒が、招かれて**メディナ**へ移住した出来事。,ムハンマド|メディナ,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000096,92,大学受験基礎,事件・革命,ヒジュラ,ひじゅら,聖遷,イスラーム成立期,西アジア,メッカからメディナ,622年,622,WH-000096-R02,reverse,結果・影響,reverse,何につながった？,メディナで宗教・政治共同体の**ウンマ**が成立し、この年がイスラーム暦元年となった。,ウンマ,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000096,92,大学受験基礎,事件・革命,ヒジュラ,ひじゅら,聖遷,イスラーム成立期,西アジア,メッカからメディナ,622年,622,WH-000096-I01,integrated,統合説明,integrated,「ヒジュラ」について説明せよ。,622年、メッカで迫害された**ムハンマド**と信徒が、招かれて**メディナ**へ移住した出来事。 メディナで宗教・政治共同体の**ウンマ**が成立し、この年がイスラーム暦元年となった。,ムハンマド|メディナ|ウンマ,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000097,93,大学受験基礎,人物,正統カリフ,せいとうかりふ,,イスラーム成立期,西アジア・北アフリカ,アラビア半島から西アジア・北アフリカ,632〜661年,632,WH-000097-B01,beginner,用語の特定,identify,ムハンマド死後、共同体の合議で選ばれた最初の四人のカリフを何という？,正統カリフ,正統カリフ,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000097,93,大学受験基礎,人物,正統カリフ,せいとうかりふ,,イスラーム成立期,西アジア・北アフリカ,アラビア半島から西アジア・北アフリカ,632〜661年,632,WH-000097-B02,beginner,時期,time,正統カリフが主に活動したのはいつ頃？,632〜661年,632〜661年,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000097,93,大学受験基礎,人物,正統カリフ,せいとうかりふ,,イスラーム成立期,西アジア・北アフリカ,アラビア半島から西アジア・北アフリカ,632〜661年,632,WH-000097-B03,beginner,人物,person,最後の正統カリフは？,アリー,アリー,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000097,93,大学受験基礎,人物,正統カリフ,せいとうかりふ,,イスラーム成立期,西アジア・北アフリカ,アラビア半島から西アジア・北アフリカ,632〜661年,632,WH-000097-R01,reverse,内容,reverse,何をした？,ムハンマド死後、アブー＝バクル・ウマル・ウスマーン・**アリー**が共同体の指導者カリフとなった時代。,アリー,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
大学受験世界史・重要300用語（三段階学習）,WH-000097,93,大学受験基礎,人物,正統カリフ,せいとうかりふ,,イスラーム成立期,西アジア・北アフリカ,アラビア半島から西アジア・北アフリカ,632〜661年,632,WH-000097-R02,reverse,結果・影響,reverse,どのような影響を与えた？,ササン朝を滅ぼしビザンツ領を奪って大征服を進めたが、後継争いが内戦と**スンナ派・シーア派**の分裂へつながった。,スンナ派・シーア派,,,世界史の窓：章節別用語リスト,https://www.y-history.net/appendix/appendix-list.html
