dataset_label,term_id,importance_rank,difficulty_label,category,term,reading,aliases,era,macro_region,region_detail,date_basis,display_period,start_year,end_year,sort_year,date_precision,date_note,question_count,q1_type,q1_question,q1_answer,q1_keywords,q2_type,q2_question,q2_answer,q2_keywords,q3_type,q3_question,q3_answer,q3_keywords,q4_type,q4_question,q4_answer,q4_keywords,integrated_question,total_explanation,total_keywords,relation_edges,source_1,source_2,verification_status
大学受験・最重要,WH-000026,7,大学受験・最重要,宗教・宗派,イスラーム教,いすらーむきょう,イスラム教,中世,西アジア,アラビア半島から西アジア・北アフリカ・中央アジア,成立時期,610〜632年頃,610,632,610,approximate_range,ムハンマドの最初の啓示から死去までの共同体形成期を設定,3,time,成立したのはいつ？,610〜632年頃,,place,どこで成立した？,アラビア半島のメッカとメディナ。,,core,どんな宗教？,**ムハンマド**が唯一神**アッラー**への絶対的服従を説き、啓示を**クルアーン**にまとめた一神教。信仰と共同体が結びつき、急速に広がった。,ムハンマド|アッラー|クルアーン,,,,,「イスラーム教」について説明せよ。,7世紀前半のアラビア半島で**ムハンマド**が開き、唯一神**アッラー**への服従と共同体の結束を説き、**クルアーン**を聖典とした一神教。,ムハンマド|アッラー|クルアーン,開祖>ムハンマド||聖典>クルアーン||前提>ユダヤ教||影響>ウマイヤ朝,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/11-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Islam,単一資料確認
大学受験・最重要,WH-000027,22,大学受験・最重要,国家・王朝,唐,とう,唐朝,中世,東アジア,中国を中心に朝鮮半島・中央アジア・ベトナム北部,存続期間,618〜907年,618,907,618,exact_range,建国から滅亡までの王朝存続期間,3,time,存在したのはいつ？,618〜907年,,place,どこ？,中国を中心に、朝鮮半島・中央アジア・ベトナム北部へ影響した。,,core,何をした？,**律令制**・均田制・租庸調を整え、長安を国際都市として東西交易を発展させ、東アジア諸国へ制度・仏教・文化を広めた。,律令制,,,,,「唐」について説明せよ。,618〜907年、中国で**律令制**などを整え、長安を国際都市として繁栄させ、制度・仏教・文化を東アジアへ広めた王朝。,律令制,制度>律令制||首都>長安||交易>シルクロード||継承>宋,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/12-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Tang+dynasty,単一資料確認
大学受験・最重要,WH-000028,24,大学受験・最重要,国家・王朝,ウマイヤ朝,うまいやちょう,,中世,複数地域,西アジア・北アフリカ・イベリア半島,存続期間,661〜750年,661,750,661,exact_range,ムアーウィヤの建国からアッバース革命まで,3,time,存在したのはいつ？,661〜750年,,place,どこ？,ダマスクスを首都に、西アジア・北アフリカ・イベリア半島まで。,,core,何をした？,**ダマスクス**を首都としてイスラーム勢力を急拡大し、アラビア語を公用語化した一方、アラブ人を優遇したため非アラブ改宗者の不満を招いた。,ダマスクス,,,,,「ウマイヤ朝」について説明せよ。,661〜750年、**ダマスクス**を首都に西アジアから北アフリカ・イベリア半島まで支配を広げた王朝。アラブ人優遇への不満が**アッバース革命**につながった。,ダマスクス|アッバース革命,首都>ダマスクス||政策>アラブ人優遇||結果>アッバース革命||継承>アッバース朝,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/11-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Umayyad+Caliphate,単一資料確認
大学受験・最重要,WH-000029,47,大学受験・最重要,制度・政策・法律,封建社会,ほうけんしゃかい,中世ヨーロッパの封建社会,中世,ヨーロッパ,西ヨーロッパ,形成・展開時期,8〜13世紀頃,701,1300,701,century,主従関係と荘園制が西ヨーロッパで広く機能した時期を設定,3,time,形成・展開したのはいつ？,8〜13世紀頃,,place,どこ？,西ヨーロッパ。,,definition,どんな社会？,領主と家臣が土地を仲立ちに結ばれる**封建的主従関係**と、農民が領主の荘園で生産する**荘園制**を基盤とした社会。,封建的主従関係|荘園制,,,,,「封建社会」について説明せよ。,8〜13世紀頃の西ヨーロッパで、土地を仲立ちとする**封建的主従関係**と、農民の生産を支配する**荘園制**を基盤に成立した社会。,封建的主従関係|荘園制,前提>フランク王国||制度>封建的主従関係||制度>荘園制||変化>十字軍,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/13-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Feudalism+medieval+Europe,単一資料確認
大学受験・最重要,WH-000030,23,大学受験・最重要,国家・王朝,アッバース朝,あっばーすちょう,,中世,複数地域,西アジア・北アフリカ・中央アジア,存続期間,750〜1258年,750,1258,750,exact_range,アッバース革命からモンゴル軍によるバグダード陥落まで,3,time,存在したのはいつ？,750〜1258年,,place,どこ？,バグダードを中心に、西アジア・北アフリカ・中央アジアへ影響した。,,core,何をした？,**バグダード**を首都に多民族的なイスラーム帝国を築き、交易・学問・翻訳活動を発展させた。のちに地方王朝が自立して政治権力は縮小した。,バグダード,,,,,「アッバース朝」について説明せよ。,750〜1258年、**バグダード**を中心に多民族的なイスラーム世界を形成し、国際交易、医学・数学・哲学、ギリシア語文献の翻訳を発展させた王朝。,バグダード,前王朝>ウマイヤ朝||首都>バグダード||文化>翻訳運動||滅亡>モンゴル帝国,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/11-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Abbasid+Caliphate,単一資料確認
大学受験・最重要,WH-000031,25,大学受験・最重要,国家・王朝,宋,そう,宋朝|北宋・南宋,中世,東アジア,中国,存続期間,960〜1279年,960,1279,960,exact_range,北宋建国から南宋滅亡までを一体として設定,3,time,存在したのはいつ？,960〜1279年,,place,どこ？,中国。北宋は開封、南宋は臨安を都とした。,,core,何をした？,文官官僚制を強め、**科挙**を整備し、稲作・都市・商業・海上交易を発展させ、**交子**など紙幣や火薬・羅針盤・印刷術を普及させた。,科挙|交子,,,,,「宋」について説明せよ。,960〜1279年、中国で文官官僚制と**科挙**を発達させ、農業・都市・海上交易を大きく伸ばし、紙幣や火薬・羅針盤・印刷術を広めた王朝。,科挙,制度>科挙||経済>交子||交易>海上交易||滅亡>モンゴル帝国,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/12-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Song+dynasty,単一資料確認
大学受験・最重要,WH-000032,29,大学受験・最重要,国家・王朝,神聖ローマ帝国,しんせいろーまていこく,,複数時代,ヨーロッパ,ドイツ・北イタリアを中心とする中央ヨーロッパ,存続期間,962〜1806年,962,1806,962,exact_range,オットー1世の皇帝戴冠からナポレオン戦争期の解体まで,3,time,存在したのはいつ？,962〜1806年,,place,どこ？,ドイツ・北イタリアを中心とする中央ヨーロッパ。,,core,何をした？,**オットー1世**の皇帝戴冠から始まり、皇帝と諸侯・教皇が権力を争った。地方分権が強く、宗教改革と**三十年戦争**の主要舞台となった。,オットー1世|三十年戦争,,,,,「神聖ローマ帝国」について説明せよ。,962〜1806年、ドイツ・北イタリアを中心に存在し、**オットー1世**に始まる皇帝権と諸侯・教皇の対立を抱え、宗教改革と**三十年戦争**の舞台となった帝国。,オットー1世|三十年戦争,成立>オットー1世||前提>フランク王国||舞台>宗教改革||舞台>三十年戦争,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/13-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Holy+Roman+Empire,単一資料確認
大学受験・最重要,WH-000033,32,大学受験・最重要,戦争,十字軍,じゅうじぐん,,中世,複数地域,西ヨーロッパ・東地中海・西アジア,主要遠征期,1096〜1291年,1096,1291,1096,exact_range,第1回十字軍出発から最後の主要拠点アッコン陥落まで,4,time,主要な遠征が行われたのはいつ？,1096〜1291年,,place,主な舞台はどこ？,西ヨーロッパから東地中海・パレスチナ。,,cause,なぜ起きた？,教皇が聖地エルサレム奪回を呼びかけ、信仰熱に加えて騎士・商人・諸侯の土地や交易への期待が結びついた。,,core,何が起きた？,一時的に**十字軍国家**を築いたが最終的に失敗し、教皇権の低下、地中海交易と都市の発展、イスラーム世界との交流を促した。,十字軍国家,「十字軍」について説明せよ。,1096〜1291年、教皇の呼びかけで西ヨーロッパの軍勢が聖地奪回を目指した遠征。**十字軍国家**を一時築いたが失敗し、地中海交易・都市発展と教皇権低下を促した。,十字軍国家,原因>聖地エルサレム||主体>教皇||結果>十字軍国家||影響>地中海交易,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/13-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Crusades,単一資料確認
大学受験・最重要,WH-000034,14,大学受験・最重要,国家・王朝,モンゴル帝国,もんごるていこく,,中世,ユーラシア,モンゴル高原から中国・中央アジア・西アジア・東ヨーロッパ,成立から主要支配圏の再編期,1206〜1368年,1206,1368,1206,exact_range,チンギス＝ハン即位から元の中国支配終焉までを代表範囲とした,3,time,成立し大きな影響を与えたのはいつ？,1206〜1368年,,place,どこ？,モンゴル高原から中国・中央アジア・西アジア・東ヨーロッパまで。,,core,何をした？,**チンギス＝ハン**が遊牧諸部族を統一し、騎馬軍事力でユーラシア最大級の帝国を築いた。駅伝制と安全な交易路により**東西交流**を活発化させた。,チンギス＝ハン|東西交流,,,,,「モンゴル帝国」について説明せよ。,1206年に**チンギス＝ハン**が建国し、ユーラシア各地を征服した大帝国。駅伝制と交易路の保護により**東西交流**を大きく活発化させた。,チンギス＝ハン|東西交流,建国>チンギス＝ハン||制度>駅伝制||交易>シルクロード||滅亡>アッバース朝,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/14-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Mongol+Empire,単一資料確認
大学受験・最重要,WH-000035,95,大学受験・最重要,国家・王朝,マリ王国,まりおうこく,マリ帝国,中世,アフリカ,西アフリカ・ニジェール川流域,存続・繁栄期間,1235年頃〜16世紀末,1235,1600,1235,approximate_range,建国からソンガイ勢力などによる衰退までを設定,3,time,存在し栄えたのはいつ？,1235年頃〜16世紀末,,place,どこ？,西アフリカのニジェール川流域。,,core,何をした？,金と塩の**サハラ交易**を支配し、**マンサ＝ムーサ**のメッカ巡礼で富を世界に示し、トンブクトゥをイスラーム学問・交易の都市として栄えさせた。,サハラ交易|マンサ＝ムーサ,,,,,「マリ王国」について説明せよ。,13〜16世紀、西アフリカのニジェール川流域で金・塩の**サハラ交易**を支配し、**マンサ＝ムーサ**とトンブクトゥで知られたイスラーム王国。,サハラ交易|マンサ＝ムーサ,交易>サハラ交易||関係人物>マンサ＝ムーサ||都市>トンブクトゥ||宗教>イスラーム教,"OpenStax『World History Volume 1, to 1500』｜https://openstax.org/books/world-history-volume-1/pages/15-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Mali+Empire,単一資料確認
大学受験・最重要,WH-000036,28,大学受験・最重要,国家・王朝,オスマン帝国,おすまんていこく,オスマン朝,複数時代,複数地域,アナトリア・バルカン半島・西アジア・北アフリカ,存続期間,1299年頃〜1922年,1299,1922,1299,approximate_range,オスマン1世の建国期からスルタン制廃止まで,3,time,存在したのはいつ？,1299年頃〜1922年,,place,どこ？,アナトリアからバルカン半島・西アジア・北アフリカまで。,,core,何をした？,1453年に**コンスタンティノープル**を征服し、スレイマン1世期に最盛期を迎えた。**ミッレト制**で多宗教社会を統治し、東西交易の要地を支配した。,コンスタンティノープル|ミッレト制,,,,,「オスマン帝国」について説明せよ。,1299年頃〜1922年、アナトリアを基盤に三大陸へ広がり、1453年に**コンスタンティノープル**を征服し、**ミッレト制**で多民族・多宗教社会を統治した帝国。,コンスタンティノープル|ミッレト制,建国>オスマン1世||征服>コンスタンティノープル||制度>ミッレト制||滅亡>ビザンツ帝国,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/4-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Ottoman+Empire,単一資料確認
大学受験・最重要,WH-000037,48,大学受験・最重要,運動,ルネサンス,るねさんす,文芸復興,近世,ヨーロッパ,イタリア都市から西ヨーロッパ,盛行時期,14〜16世紀,1301,1600,1301,century,イタリアでの開始から北方ルネサンスまでを設定,3,time,盛んだったのはいつ？,14〜16世紀,,place,どこ？,イタリア都市で始まり、西ヨーロッパへ広がった。,,core,何が起きた？,古代ギリシア・ローマ文化を再評価する**人文主義**が広がり、個人と現実世界を重視する文学・美術・学問が発達した。,人文主義,,,,,「ルネサンス」について説明せよ。,14〜16世紀、イタリア都市から西ヨーロッパへ広がり、古代文化を再評価する**人文主義**を基礎に文学・美術・学問を発展させた運動。,人文主義,思想>人文主義||文化>古典古代||影響>宗教改革||影響>科学革命,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/5-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Renaissance,単一資料確認
大学受験・最重要,WH-000038,26,大学受験・最重要,国家・王朝,明,みん,明朝,近世,東アジア,中国,存続期間,1368〜1644年,1368,1644,1368,exact_range,朱元璋の建国から李自成軍による北京占領まで,3,time,存在したのはいつ？,1368〜1644年,,place,どこ？,中国。,,core,何をした？,**朱元璋**が元を北へ追って建国し、皇帝独裁と里甲制・衛所制を整えた。永楽帝期には**鄭和**の遠征や北京遷都が行われ、銀を軸に世界交易へ結びついた。,朱元璋|鄭和,,,,,「明」について説明せよ。,1368〜1644年、**朱元璋**が元を追って建国し、皇帝独裁を強めた中国王朝。永楽帝期の**鄭和**遠征と、銀を通じた世界交易への参加で知られる。,朱元璋|鄭和,建国>朱元璋||関係人物>永楽帝||遠征>鄭和||継承>清,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/17-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Ming+dynasty,単一資料確認
大学受験・最重要,WH-000039,9,大学受験・最重要,時代・歴史区分,大航海時代,だいこうかいじだい,地理上の発見|ヨーロッパの海外進出,近世,複数地域,ヨーロッパ・大西洋・インド洋・アメリカ・アジア,主要航海・海外進出期,15〜17世紀,1401,1700,1401,century,ポルトガル・スペインの先行から北西ヨーロッパ諸国の進出まで,4,time,本格化したのはいつ？,15〜17世紀,,place,どこを舞台に進んだ？,ヨーロッパから大西洋・インド洋を越え、アメリカ・アフリカ・アジアへ。,,cause,なぜ進んだ？,香辛料などを直接入手する交易路、金銀、キリスト教布教を求め、航海術・造船・火器の発達が可能にした。,,core,何が起きた？,**コロンブス**や**ヴァスコ＝ダ＝ガマ**らの航海で世界の海路が結ばれ、植民地化・大西洋交易・世界市場形成が進んだ。,コロンブス|ヴァスコ＝ダ＝ガマ,「大航海時代」について説明せよ。,15〜17世紀、香辛料・金銀・布教を求めたヨーロッパ諸国が海路を開き、**コロンブス**や**ヴァスコ＝ダ＝ガマ**の航海を通じて植民地化と世界市場形成を進めた時代。,コロンブス|ヴァスコ＝ダ＝ガマ,原因>香辛料交易||関係人物>コロンブス||関係人物>ヴァスコ＝ダ＝ガマ||結果>コロンブス交換,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/5-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Age+of+Discovery,単一資料確認
大学受験・最重要,WH-000040,93,大学受験・最重要,国家・王朝,アステカ王国,あすてかおうこく,アステカ帝国,近世,ラテンアメリカ,メソアメリカ・メキシコ中央高原,帝国的繁栄期,1428〜1521年,1428,1521,1428,exact_range,三都市同盟成立からスペイン征服まで,3,time,帝国として栄えたのはいつ？,1428〜1521年,,place,どこ？,メキシコ中央高原。,,core,何をした？,首都**テノチティトラン**を中心に諸都市から貢納を集める軍事国家を築いたが、**コルテス**率いるスペイン軍と先住民同盟に征服された。,テノチティトラン|コルテス,,,,,「アステカ王国」について説明せよ。,1428〜1521年、メキシコ中央高原で**テノチティトラン**を中心に貢納帝国を築いたが、**コルテス**率いるスペイン軍に征服された。,テノチティトラン|コルテス,首都>テノチティトラン||征服>コルテス||結果>スペイン植民地||同時代>インカ帝国,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/8-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Aztec+Empire,単一資料確認
大学受験・最重要,WH-000041,94,大学受験・最重要,国家・王朝,インカ帝国,いんかていこく,,近世,ラテンアメリカ,アンデス山脈・ペルーを中心とする南アメリカ西部,帝国的拡大期,1438〜1533年,1438,1533,1438,exact_range,パチャクティの拡大開始からスペイン支配確立まで,3,time,帝国として栄えたのはいつ？,1438〜1533年,,place,どこ？,アンデス山脈のペルーを中心とする南アメリカ西部。,,core,何をした？,首都**クスコ**から道路網と駅伝制で広大な山岳帝国を統治し、**キープ**で情報を管理したが、**ピサロ**率いるスペイン軍に征服された。,クスコ|キープ|ピサロ,,,,,「インカ帝国」について説明せよ。,1438〜1533年、アンデス山脈で**クスコ**を中心に道路網と駅伝制を整え、**キープ**で情報を管理したが、**ピサロ**率いるスペイン軍に征服された帝国。,クスコ|キープ|ピサロ,首都>クスコ||制度>キープ||征服>ピサロ||結果>スペイン植民地,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/8-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Inca+Empire,単一資料確認
大学受験・最重要,WH-000042,49,大学受験・最重要,経済・交易,コロンブス交換,ころんぶすこうかん,コロンブスの交換,近世,複数地域,ヨーロッパ・アフリカ・南北アメリカ,交流の開始・定着期,1492年以降〜18世紀頃,1492,1800,1492,historical_period,コロンブス到達後の大西洋世界で生物・人・病原体が大規模移動した時期を設定,3,time,始まったのはいつ？,1492年以降〜18世紀頃,,place,どこを結んだ？,ヨーロッパ・アフリカ・南北アメリカ。,,core,何が移動した？,アメリカからジャガイモ・トウモロコシ・銀が、旧世界から馬・小麦・サトウキビ・感染症が移動し、人口・食生活・環境・経済を世界規模で変えた。,,,,,,「コロンブス交換」について説明せよ。,1492年以降、ヨーロッパ・アフリカ・南北アメリカの間で作物・家畜・銀・人・感染症が移動し、人口・食生活・環境・世界経済を変えた**コロンブス交換**。,コロンブス交換,前提>大航海時代||交易品>銀||移動>感染症||結果>大西洋三角貿易,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/5-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Columbian+Exchange,単一資料確認
大学受験・最重要,WH-000043,10,大学受験・最重要,運動,宗教改革,しゅうきょうかいかく,プロテスタント宗教改革,近世,ヨーロッパ,ドイツ・スイス・イングランド・北ヨーロッパ,主要運動期,1517〜1648年,1517,1648,1517,exact_range,ルターの九十五か条からウェストファリア条約までを代表範囲とした,4,time,始まって広がったのはいつ？,1517〜1648年,,place,どこ？,ドイツで始まり、スイス・イングランド・北ヨーロッパへ広がった。,,cause,なぜ起きた？,教会の腐敗や**贖宥状販売**への批判、人文主義、活版印刷による情報拡散、諸侯の自立要求が重なった。,贖宥状販売,core,何が起きた？,**ルター**が信仰義認を唱え、カルヴァン派・イングランド国教会などが成立して西欧キリスト教世界が分裂し、宗教戦争へつながった。,ルター,「宗教改革」について説明せよ。,1517年、**ルター**が**贖宥状販売**を批判して始まり、信仰義認を掲げるプロテスタント諸派が成立し、西欧キリスト教世界を分裂させた運動。,ルター|贖宥状販売,関係人物>ルター||批判>贖宥状販売||思想>信仰義認||結果>三十年戦争,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/5-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Protestant+Reformation,単一資料確認
大学受験・最重要,WH-000044,51,大学受験・最重要,国家・王朝,ムガル帝国,むがるていこく,ムガル朝,複数時代,南アジア,インド亜大陸,存続期間,1526〜1858年,1526,1858,1526,exact_range,バーブルの建国からイギリスによる王朝廃止まで,3,time,存在したのはいつ？,1526〜1858年,,place,どこ？,インド亜大陸。,,core,何をした？,**バーブル**が建国し、**アクバル**が宗教融和と中央集権を進めた。インド・イスラーム文化を発展させたが、のちに地方勢力とイギリスの進出で衰退した。,バーブル|アクバル,,,,,「ムガル帝国」について説明せよ。,1526〜1858年、**バーブル**がインドに建国し、**アクバル**の宗教融和政策と中央集権で発展し、インド・イスラーム文化を栄えさせた帝国。,バーブル|アクバル,建国>バーブル||関係人物>アクバル||文化>インド・イスラーム文化||滅亡>インド大反乱,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/2-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Mughal+Empire,単一資料確認
大学受験・最重要,WH-000045,35,大学受験・最重要,文化・技術・学問,科学革命,かがくかくめい,,近世,ヨーロッパ,西ヨーロッパ・中央ヨーロッパ,主要展開期,1543〜1687年,1543,1687,1543,exact_range,コペルニクスの著作刊行からニュートンの『プリンキピア』刊行まで,3,time,主要な展開はいつ？,1543〜1687年,,place,主にどこで進んだ？,西ヨーロッパ・中央ヨーロッパ。,,core,何が変わった？,**コペルニクス**の地動説、ガリレイの観測、ケプラーの法則、**ニュートン**の力学により、観察・実験・数学で自然法則を説明する近代科学が成立した。,コペルニクス|ニュートン,,,,,「科学革命」について説明せよ。,1543〜1687年のヨーロッパで、**コペルニクス**から**ニュートン**へと、観察・実験・数学によって自然法則を説明する近代科学が成立した変化。,コペルニクス|ニュートン,前提>ルネサンス||関係人物>コペルニクス||関係人物>ニュートン||影響>啓蒙思想,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Scientific+Revolution,単一資料確認
大学受験・最重要,WH-000046,50,大学受験・最重要,経済・交易,大西洋三角貿易,たいせいようさんかくぼうえき,三角貿易,近世,複数地域,ヨーロッパ・西アフリカ・南北アメリカ,主要活動期,16世紀末〜1807年頃,1600,1807,1600,approximate_range,大西洋奴隷貿易の拡大からイギリスの奴隷貿易禁止までを設定,3,time,盛んだったのはいつ？,16世紀末〜1807年頃,,place,どこを結んだ？,ヨーロッパ・西アフリカ・南北アメリカ。,,core,何が取引された？,ヨーロッパの工業製品、アフリカの**奴隷**、アメリカの砂糖・綿花・タバコなどを循環させ、植民地経済と資本蓄積を支えた。,奴隷,,,,,「大西洋三角貿易」について説明せよ。,16世紀末〜19世紀初頭、ヨーロッパ・西アフリカ・アメリカを結び、工業製品・**奴隷**・砂糖や綿花を取引して植民地経済と資本蓄積を支えた交易。,奴隷,前提>コロンブス交換||主体>奴隷||交易品>砂糖||影響>産業革命,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/5-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Atlantic+triangular+trade,単一資料確認
大学受験・最重要,WH-000047,36,大学受験・最重要,制度・政策・法律,絶対王政,ぜったいおうせい,絶対主義,近世,ヨーロッパ,フランス・スペイン・ロシア・プロイセンなど,最盛期,17〜18世紀,1601,1800,1601,century,常備軍・官僚制・重商主義を基盤に王権が強化された時期を設定,3,time,最盛期はいつ？,17〜18世紀,,place,主にどこで行われた？,フランス・スペイン・ロシア・プロイセンなど。,,definition,どんな政治？,国王が常備軍・官僚制・課税権を整え、**王権神授説**で権力を正当化し、**重商主義**で国家財政を強化した政治。,王権神授説|重商主義,,,,,「絶対王政」について説明せよ。,17〜18世紀のヨーロッパで、国王が常備軍・官僚制・課税を握り、**王権神授説**と**重商主義**によって中央集権を進めた政治体制。,王権神授説|重商主義,思想>王権神授説||政策>重商主義||例>ルイ14世||対立>イギリス革命,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Absolute+monarchy,単一資料確認
大学受験・最重要,WH-000048,34,大学受験・最重要,事件・革命,イギリス革命,いぎりすかくめい,清教徒革命と名誉革命,近世,ヨーロッパ,イングランド・スコットランド,革命期,1640〜1689年,1640,1689,1640,exact_range,長期議会開始から権利章典制定までを設定,4,time,起きたのはいつ？,1640〜1689年,,place,どこ？,イングランドを中心にスコットランドも関係した。,,cause,なぜ起きた？,国王の課税・宗教政策と議会の権利が衝突し、王権と議会・清教徒の対立が深まった。,,core,何が起きた？,**清教徒革命**で国王が処刑され共和政となり、王政復古後の**名誉革命**で国王を交代させ、1689年の**権利章典**で議会主権を確立した。,清教徒革命|名誉革命|権利章典,「イギリス革命」について説明せよ。,1640〜1689年、王権と議会の対立から**清教徒革命**と**名誉革命**が起こり、1689年の**権利章典**によって議会主権と立憲君主制が確立した。,清教徒革命|名誉革命|権利章典,原因>王権と議会の対立||事件>清教徒革命||事件>名誉革命||法律>権利章典,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=English+Revolution,単一資料確認
大学受験・最重要,WH-000049,27,大学受験・最重要,国家・王朝,清,しん,清朝,複数時代,東アジア,中国・モンゴル・チベット・新疆・台湾,存続期間,1644〜1912年,1644,1912,1644,exact_range,北京入城から宣統帝退位まで,3,time,存在したのはいつ？,1644〜1912年,,place,どこ？,中国を中心にモンゴル・チベット・新疆・台湾まで。,,core,何をした？,満洲人が建て、康熙帝・雍正帝・乾隆帝期に最大領域を築いた。**辮髪**や八旗制で支配し、海禁緩和後は銀を通じて世界経済と結びついた。,辮髪,,,,,「清」について説明せよ。,1644〜1912年、満洲人が中国を支配し、康熙帝・雍正帝・乾隆帝期に最大領域を築いた王朝。八旗制と**辮髪**で統治し、のちに列強の進出に直面した。,辮髪,前王朝>明||制度>八旗制||政策>辮髪||結果>アヘン戦争,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/6-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Qing+dynasty,単一資料確認
大学受験・最重要,WH-000050,33,大学受験・最重要,制度・政策・法律,主権国家体制,しゅけんこっかたいせい,ウェストファリア体制,複数時代,ヨーロッパ,ヨーロッパから世界各地,形成時期と継続期間,1648年以降,1648,2026,1648,historical_period,三十年戦争後の形成から現在まで継続するため2026年を終点に設定,3,time,形成されたのはいつ？,1648年以降,,place,主にどこで形成された？,ヨーロッパで形成され、のちに世界の国際秩序へ広がった。,,definition,どんな体制？,**三十年戦争**を終えた**ウェストファリア条約**を契機に、各国家が領域内の最高権力を持ち、相互に主権を認める国際秩序。,三十年戦争|ウェストファリア条約,,,,,「主権国家体制」について説明せよ。,1648年の**ウェストファリア条約**を契機に形成され、各国家が領域内の最高権力を持ち、相互に主権を認める**主権国家体制**。,ウェストファリア条約|主権国家体制,原因>三十年戦争||条約>ウェストファリア条約||制度>国家主権||影響>国際法,"OpenStax『World History Volume 2, from 1400』｜https://openstax.org/books/world-history-volume-2/pages/7-introduction",World History Encyclopedia検索｜https://www.worldhistory.org/search/?q=Westphalian+sovereignty,単一資料確認
