dataset_label,item_id,importance_rank,difficulty_label,unit,subunit,item,reading,aliases,prerequisite_ids,card_id,card_type,focus,question,answer,accepted_answers,explanation,confusable_with,distinction,formula,answer_unit,memory_aid,source_name,source_url,reading_map
生物基礎_Deck1_最重要骨格,BB-000068,68,Deck1・最重要骨格,ヒトの体の調節,体内環境の維持,ランゲルハンス島,らんげるはんすとう,膵島,なし,BB-000068-C01,identify,膵臓内に点在し、インスリンやグルカゴンを分泌する内分泌組織を何というか,膵臓内に点在し、インスリンやグルカゴンを分泌する内分泌組織を何というか。,ランゲルハンス島,ランゲルハンス島｜膵島,β細胞がインスリン、α細胞がグルカゴンを分泌する。,膵臓,膵臓は器官全体、ランゲルハンス島はその中の内分泌組織である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,ランゲルハンス島=らんげるはんすとう｜インスリン=いんすりん｜グルカゴン=ぐるかごん｜α細胞=あるふぁさいぼう｜β細胞=べーたさいぼう｜膵臓=すいぞう
生物基礎_Deck1_最重要骨格,BB-000069,69,Deck1・最重要骨格,生物の多様性と生態系,植生と遷移,優占種,ゆうせんしゅ,なし,なし,BB-000069-C01,identify,群落の中で個体数、被度、現存量などが大きく、その群落を特徴づける種を何というか,群落の中で個体数、被度、現存量などが大きく、その群落を特徴づける種を何というか。,優占種,優占種,優占種は群落の相観や環境へ大きな影響を与える。,キーストーン種,優占種は量的に多い種、キーストーン種は量が少なくても影響が大きい種である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜環境省 生物多様性センター「植生調査」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.biodic.go.jp/kiso/vg/vg_kiso.html,優占種=ゆうせんしゅ｜現存量=げんそんりょう｜相観=そうかん｜被度=ひど
生物基礎_Deck1_最重要骨格,BB-000070,70,Deck1・最重要骨格,生物の特徴,遺伝情報とタンパク質の合成,転写,てんしゃ,なし,BB-000004,BB-000070-C01,identify,DNAの塩基配列をもとにRNAが合成される過程を何というか,DNAの塩基配列をもとにRNAが合成される過程を何というか。,転写,転写,真核細胞では、転写は主に核内で行われる。,翻訳,転写はDNAからRNA、翻訳はmRNAからタンパク質への情報変換である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,塩基配列=えんきはいれつ｜真核細胞=しんかくさいぼう｜転写=てんしゃ
生物基礎_Deck1_最重要骨格,BB-000071,71,Deck1・最重要骨格,ヒトの体の調節,体内環境の維持,β細胞,べーたさいぼう,B細胞（膵島）,BB-000068｜BB-000011,BB-000071-C01,identify,膵臓のランゲルハンス島でインスリンを分泌する細胞は何か,膵臓のランゲルハンス島でインスリンを分泌する細胞は何か。,β細胞,β細胞｜B細胞（膵島）,血糖濃度が高いとき、β細胞からのインスリン分泌が増える。,B細胞,β細胞は膵島の内分泌細胞でインスリンを分泌し、B細胞は抗体産生に関わるリンパ球である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,ランゲルハンス島=らんげるはんすとう｜インスリン=いんすりん｜血糖濃度=けっとうのうど｜β細胞=べーたさいぼう｜膵臓=すいぞう
生物基礎_Deck1_最重要骨格,BB-000072,72,Deck1・最重要骨格,生物の多様性と生態系,植生と遷移,階層構造,かいそうこうぞう,なし,BB-000063,BB-000072-C01,identify,森林で植物が高さに応じて林冠・亜高木層・低木層・草本層などに分かれる構造を何というか,森林で植物が高さに応じて林冠・亜高木層・低木層・草本層などに分かれる構造を何というか。,階層構造,階層構造,光の利用や生育場所の違いにより、森林内に垂直方向の層が形成される。,垂直分布,階層構造は一つの森林内の層、垂直分布は標高に沿う植生帯の変化である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜環境省 生物多様性センター「植生調査」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.biodic.go.jp/kiso/vg/vg_kiso.html,亜高木層=あこうぼくそう｜階層構造=かいそうこうぞう｜低木層=ていぼくそう｜草本層=そうほんそう｜林冠=りんかん
生物基礎_Deck1_最重要骨格,BB-000073,73,Deck1・最重要骨格,生物の特徴,遺伝情報とタンパク質の合成,翻訳,ほんやく,なし,なし,BB-000073-C01,identify,mRNAの塩基配列をもとにアミノ酸が並べられ、タンパク質が合成される過程を何というか,mRNAの塩基配列をもとにアミノ酸が並べられ、タンパク質が合成される過程を何というか。,翻訳,翻訳,翻訳はリボソームで行われる。,転写,翻訳はmRNAからタンパク質、転写はDNAからRNAへの情報変換である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,タンパク質=たんぱくしつ｜リボソーム=りぼそーむ｜アミノ酸=あみのさん｜塩基配列=えんきはいれつ｜翻訳=ほんやく
生物基礎_Deck1_最重要骨格,BB-000074,74,Deck1・最重要骨格,ヒトの体の調節,体内環境の維持,α細胞,あるふぁさいぼう,A細胞（膵島）,BB-000068｜BB-000014,BB-000074-C01,identify,膵臓のランゲルハンス島でグルカゴンを分泌する細胞は何か,膵臓のランゲルハンス島でグルカゴンを分泌する細胞は何か。,α細胞,α細胞｜A細胞（膵島）,血糖濃度が低いとき、α細胞からのグルカゴン分泌が増える。,β細胞,α細胞はグルカゴン、β細胞はインスリンを分泌する。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,ランゲルハンス島=らんげるはんすとう｜グルカゴン=ぐるかごん｜血糖濃度=けっとうのうど｜α細胞=あるふぁさいぼう｜膵臓=すいぞう
生物基礎_Deck1_最重要骨格,BB-000075,75,Deck1・最重要骨格,生物の多様性と生態系,植生と遷移,林冠,りんかん,なし,BB-000072,BB-000075-C01,identify,森林の最上部で、高木の枝葉が連なってつくる層を何というか,森林の最上部で、高木の枝葉が連なってつくる層を何というか。,林冠,林冠,林冠は多くの光を受け、森林内部へ届く光量を左右する。,林床,林冠は森林上部の枝葉の層、林床は森林の地表面付近である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜環境省 生物多様性センター「植生調査」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.biodic.go.jp/kiso/vg/vg_kiso.html,林冠=りんかん
生物基礎_Deck1_最重要骨格,BB-000076,76,Deck1・最重要骨格,生物の特徴,遺伝情報とタンパク質の合成,mRNA,えむあーるえぬえー,伝令RNA｜メッセンジャーRNA,BB-000070,BB-000076-C01,identify,DNAから転写された情報をリボソームへ運ぶRNAを何というか,DNAから転写された情報をリボソームへ運ぶRNAを何というか。,mRNA,mRNA｜伝令RNA｜メッセンジャーRNA,mRNAの塩基配列は、翻訳の際にアミノ酸配列を指定する。,DNA,mRNAはDNAの情報を写して運ぶ一時的な分子である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,アミノ酸配列=あみのさんはいれつ｜リボソーム=りぼそーむ｜塩基配列=えんきはいれつ｜翻訳=ほんやく｜転写=てんしゃ
生物基礎_Deck1_最重要骨格,BB-000077,77,Deck1・最重要骨格,ヒトの体の調節,免疫,体液性免疫,たいえきせいめんえき,なし,BB-000020｜BB-000029｜BB-000023,BB-000077-C01,identify,B細胞がつくる抗体を中心として病原体を排除する獲得免疫を何というか,B細胞がつくる抗体を中心として病原体を排除する獲得免疫を何というか。,体液性免疫,体液性免疫,抗体は血液やリンパ液などの体液中で抗原に結合する。,細胞性免疫,体液性免疫は抗体が中心、細胞性免疫はキラーT細胞による直接攻撃が中心である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,体液性免疫=たいえきせいめんえき｜リンパ液=りんぱえき｜獲得免疫=かくとくめんえき｜B細胞=びーさいぼう｜抗体=こうたい｜抗原=こうげん
生物基礎_Deck1_最重要骨格,BB-000078,78,Deck1・最重要骨格,生物の多様性と生態系,植生と遷移,亜高木層,あこうぼくそう,なし,BB-000072,BB-000078-C01,identify,森林の階層構造で、高木層の下にある比較的低い木本の層を何というか,森林の階層構造で、高木層の下にある比較的低い木本の層を何というか。,亜高木層,亜高木層,亜高木層は林冠の下で中程度の光を利用する樹木からなる。,低木層,亜高木層は低木層より高い木本からなる。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜環境省 生物多様性センター「植生調査」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.biodic.go.jp/kiso/vg/vg_kiso.html,亜高木層=あこうぼくそう｜階層構造=かいそうこうぞう｜木本=もくほん｜林冠=りんかん
生物基礎_Deck1_最重要骨格,BB-000079,79,Deck1・最重要骨格,生物の特徴,遺伝情報とタンパク質の合成,タンパク質,たんぱくしつ,なし,なし,BB-000079-C01,identify,多数のアミノ酸がつながってでき、酵素や体の構造などとして働く物質は何か,多数のアミノ酸がつながってでき、酵素や体の構造などとして働く物質は何か。,タンパク質,タンパク質,タンパク質の種類と働きはアミノ酸配列に大きく左右される。,アミノ酸,アミノ酸は材料、タンパク質は多数のアミノ酸がつながった分子である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,アミノ酸配列=あみのさんはいれつ｜タンパク質=たんぱくしつ｜酵素=こうそ
生物基礎_Deck1_最重要骨格,BB-000080,80,Deck1・最重要骨格,ヒトの体の調節,免疫,細胞性免疫,さいぼうせいめんえき,なし,BB-000020｜BB-000035,BB-000080-C01,identify,キラーT細胞が感染細胞などを直接攻撃する獲得免疫を何というか,キラーT細胞が感染細胞などを直接攻撃する獲得免疫を何というか。,細胞性免疫,細胞性免疫,細胞性免疫はウイルス感染細胞、がん細胞、移植片などの排除に関わる。,体液性免疫,細胞性免疫はT細胞が直接攻撃し、体液性免疫は抗体が中心である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,キラーT細胞=きらーてぃーさいぼう｜細胞性免疫=さいぼうせいめんえき｜獲得免疫=かくとくめんえき
生物基礎_Deck1_最重要骨格,BB-000081,81,Deck1・最重要骨格,生物の多様性と生態系,植生と遷移,低木層,ていぼくそう,なし,BB-000072,BB-000081-C01,identify,森林の階層構造で、亜高木層より下にある低い木本の層を何というか,森林の階層構造で、亜高木層より下にある低い木本の層を何というか。,低木層,低木層,低木層は林床近くの弱い光に適応した低木などからなる。,草本層,低木層は木本、草本層は草本植物が中心である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜環境省 生物多様性センター「植生調査」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.biodic.go.jp/kiso/vg/vg_kiso.html,亜高木層=あこうぼくそう｜階層構造=かいそうこうぞう｜低木層=ていぼくそう｜木本=もくほん｜林床=りんしょう
生物基礎_Deck1_最重要骨格,BB-000082,82,Deck1・最重要骨格,生物の特徴,遺伝情報とタンパク質の合成,アミノ酸,あみのさん,なし,なし,BB-000082-C01,identify,タンパク質を構成する基本単位となる有機物は何か,タンパク質を構成する基本単位となる有機物は何か。,アミノ酸,アミノ酸,翻訳では、mRNAのコドンに対応する順序でアミノ酸がつながる。,ヌクレオチド,アミノ酸はタンパク質、ヌクレオチドは核酸の構成単位である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,タンパク質=たんぱくしつ｜アミノ酸=あみのさん｜コドン=こどん｜有機物=ゆうきぶつ｜翻訳=ほんやく
生物基礎_Deck1_最重要骨格,BB-000083,83,Deck1・最重要骨格,ヒトの体の調節,免疫,マクロファージ,まくろふぁーじ,大食細胞,BB-000044,BB-000083-C01,identify,食作用を行い、取り込んだ異物の情報をヘルパーT細胞へ提示する食細胞は何か,食作用を行い、取り込んだ異物の情報をヘルパーT細胞へ提示する食細胞は何か。,マクロファージ,マクロファージ｜大食細胞,マクロファージは自然免疫に働くとともに、抗原提示を通じて獲得免疫にもつなぐ。,好中球,両者とも食作用を行うが、マクロファージは抗原提示にも重要である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,ヘルパーT細胞=へるぱーてぃーさいぼう｜マクロファージ=まくろふぁーじ｜抗原提示=こうげんていじ｜獲得免疫=かくとくめんえき｜自然免疫=しぜんめんえき｜食作用=しょくさよう
生物基礎_Deck1_最重要骨格,BB-000084,84,Deck1・最重要骨格,生物の多様性と生態系,植生と遷移,草本層,そうほんそう,なし,BB-000072,BB-000084-C01,identify,森林の階層構造で、草本植物がつくる地表近くの層を何というか,森林の階層構造で、草本植物がつくる地表近くの層を何というか。,草本層,草本層,草本層の植物は林冠を通過した弱い光を利用する。,低木層,草本層は草本植物、低木層は木本植物が中心である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜環境省 生物多様性センター「植生調査」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.biodic.go.jp/kiso/vg/vg_kiso.html,階層構造=かいそうこうぞう｜草本層=そうほんそう｜林冠=りんかん
生物基礎_Deck1_最重要骨格,BB-000085,85,Deck1・最重要骨格,生物の特徴,遺伝情報とタンパク質の合成,コドン,こどん,なし,BB-000076｜BB-000082,BB-000085-C01,identify,mRNA上で、一つのアミノ酸などを指定する連続した3個の塩基を何というか,mRNA上で、一つのアミノ酸などを指定する連続した3個の塩基を何というか。,コドン,コドン,コドンとアミノ酸の対応関係に基づいて翻訳が進む。,遺伝子,コドンはmRNA上の3塩基、遺伝子はDNA上のより大きな情報単位である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,アミノ酸=あみのさん｜コドン=こどん｜翻訳=ほんやく
生物基礎_Deck1_最重要骨格,BB-000086,86,Deck1・最重要骨格,ヒトの体の調節,免疫,樹状細胞,じゅじょうさいぼう,なし,BB-000044,BB-000086-C01,identify,異物を取り込み、抗原提示によってT細胞を活性化することに特に優れた細胞は何か,異物を取り込み、抗原提示によってT細胞を活性化することに特に優れた細胞は何か。,樹状細胞,樹状細胞,樹状細胞は自然免疫と獲得免疫をつなぐ主要な抗原提示細胞である。,マクロファージ,樹状細胞はT細胞への抗原提示に特に優れ、マクロファージは食作用と組織内での防御も担う。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,抗原提示細胞=こうげんていじさいぼう｜樹状細胞=じゅじょうさいぼう｜獲得免疫=かくとくめんえき｜自然免疫=しぜんめんえき｜T細胞=てぃーさいぼう
生物基礎_Deck1_最重要骨格,BB-000087,87,Deck1・最重要骨格,生物の多様性と生態系,植生と遷移,林床,りんしょう,なし,BB-000075,BB-000087-C01,identify,森林内の地表面付近を何というか,森林内の地表面付近を何というか。,林床,林床,林床には落葉や腐植がたまり、林冠下では光が弱いことが多い。,林冠,林床は地表付近、林冠は森林の最上部である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜環境省 生物多様性センター「植生調査」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.biodic.go.jp/kiso/vg/vg_kiso.html,林冠=りんかん｜林床=りんしょう｜落葉=らくよう
生物基礎_Deck1_最重要骨格,BB-000088,88,Deck1・最重要骨格,生物の特徴,遺伝情報とタンパク質の合成,遺伝子発現,いでんしはつげん,なし,BB-000010｜BB-000070｜BB-000073,BB-000088-C01,identify,遺伝子の情報がRNAやタンパク質として現れ、機能することを何というか,遺伝子の情報がRNAやタンパク質として現れ、機能することを何というか。,遺伝子発現,遺伝子発現,細胞ごとに発現する遺伝子が異なるため、同じDNAをもつ細胞でも性質が異なる。,遺伝情報,遺伝情報は保存された情報、遺伝子発現はその情報が利用されることを指す。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,タンパク質=たんぱくしつ｜遺伝子発現=いでんしはつげん｜細胞=さいぼう
生物基礎_Deck1_最重要骨格,BB-000089,89,Deck1・最重要骨格,ヒトの体の調節,免疫,好中球,こうちゅうきゅう,なし,BB-000044,BB-000089-C01,identify,血液中に多く、感染部位へ移動して食作用を行う白血球は何か,血液中に多く、感染部位へ移動して食作用を行う白血球は何か。,好中球,好中球,好中球は自然免疫の初期に働き、細菌などを取り込んで分解する。,マクロファージ,好中球は血液から感染部位へ速く集まり、マクロファージは組織での食作用や抗原提示も担う。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,自然免疫=しぜんめんえき｜好中球=こうちゅうきゅう｜白血球=はっけっきゅう｜食作用=しょくさよう｜血液=けつえき
生物基礎_Deck1_最重要骨格,BB-000090,90,Deck1・最重要骨格,生物の多様性と生態系,植生と遷移,遷移,せんい,なし,なし,BB-000090-C01,identify,ある場所の植生が時間とともに別の植生へ変化していく過程を何というか,ある場所の植生が時間とともに別の植生へ変化していく過程を何というか。,遷移,遷移,環境条件と生物の相互作用によって、草原から森林へ進む場合などがある。,進化,遷移は同じ場所の群集の時間変化、進化は世代を通じた生物集団の遺伝的変化である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,植生=しょくせい｜草原=そうげん｜遷移=せんい
生物基礎_Deck1_最重要骨格,BB-000091,91,Deck1・最重要骨格,生物の特徴,遺伝情報とDNA,細胞周期,さいぼうしゅうき,なし,なし,BB-000091-C01,identify,一つの細胞分裂が終わってから次の細胞分裂が終わるまでの一連の過程を何というか,一つの細胞分裂が終わってから次の細胞分裂が終わるまでの一連の過程を何というか。,細胞周期,細胞周期,細胞周期は間期と分裂期に大別される。,体細胞分裂,細胞周期は分裂を含む全期間、体細胞分裂はそのうち核と細胞が分かれる過程である。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,細胞周期=さいぼうしゅうき｜分裂期=ぶんれつき｜間期=かんき
生物基礎_Deck1_最重要骨格,BB-000092,92,Deck1・最重要骨格,ヒトの体の調節,免疫,形質細胞,けいしつさいぼう,抗体産生細胞,BB-000029｜BB-000023,BB-000092-C01,identify,抗原刺激を受けたB細胞から分化し、抗体を大量に分泌する細胞は何か,抗原刺激を受けたB細胞から分化し、抗体を大量に分泌する細胞は何か。,形質細胞,形質細胞｜抗体産生細胞,形質細胞が分泌する抗体は、対応する抗原へ特異的に結合する。,記憶細胞,形質細胞は抗体を分泌し、記憶細胞は再感染に備えて長く残る。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,形質細胞=けいしつさいぼう｜B細胞=びーさいぼう｜抗体=こうたい｜抗原=こうげん
生物基礎_Deck1_最重要骨格,BB-000093,93,Deck1・最重要骨格,生物の多様性と生態系,植生と遷移,一次遷移,いちじせんい,なし,BB-000090,BB-000093-C01,identify,火山噴出物や新しい岩石地など、土壌がほとんどない場所から始まる遷移を何というか,火山噴出物や新しい岩石地など、土壌がほとんどない場所から始まる遷移を何というか。,一次遷移,一次遷移,地衣類やコケ植物などが侵入し、風化と有機物の蓄積により土壌が形成される。,二次遷移,一次遷移は土壌のない場所から、二次遷移は土壌が残る場所から始まる。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,コケ植物=こけしょくぶつ｜一次遷移=いちじせんい｜地衣類=ちいるい｜有機物=ゆうきぶつ｜風化=ふうか
生物基礎_Deck1_最重要骨格,BB-000094,94,Deck1・最重要骨格,生物の特徴,遺伝情報とDNA,間期,かんき,なし,BB-000091,BB-000094-C01,identify,細胞周期のうち、DNA複製や成長が行われる分裂期以外の時期を何というか,細胞周期のうち、DNA複製や成長が行われる分裂期以外の時期を何というか。,間期,間期,間期はG1期、S期、G2期からなる。,分裂期,間期ではDNA複製や成長が進み、分裂期では核と細胞質が分かれる。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,細胞周期=さいぼうしゅうき｜G1期=じーわんき｜G2期=じーつーき｜分裂期=ぶんれつき｜S期=えすき｜間期=かんき
生物基礎_Deck1_最重要骨格,BB-000095,95,Deck1・最重要骨格,ヒトの体の調節,免疫,一次応答,いちじおうとう,なし,BB-000020,BB-000095-C01,identify,ある抗原が初めて体内へ入ったときに起こる獲得免疫の応答を何というか,ある抗原が初めて体内へ入ったときに起こる獲得免疫の応答を何というか。,一次応答,一次応答,一次応答は抗体量が増えるまで時間がかかるが、記憶細胞が形成される。,二次応答,一次応答は初回で遅く弱め、二次応答は再侵入時に速く強い。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,一次応答=いちじおうとう｜獲得免疫=かくとくめんえき｜記憶細胞=きおくさいぼう｜抗体=こうたい｜抗原=こうげん
生物基礎_Deck1_最重要骨格,BB-000096,96,Deck1・最重要骨格,生物の多様性と生態系,植生と遷移,二次遷移,にじせんい,なし,BB-000090,BB-000096-C01,identify,山火事や伐採後など、土壌や種子などが残る場所から再び進む遷移を何というか,山火事や伐採後など、土壌や種子などが残る場所から再び進む遷移を何というか。,二次遷移,二次遷移,土壌があるため、一般に一次遷移より速く進む。,一次遷移,二次遷移は土壌が残り、一次遷移は土壌のない場所から始まる。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,一次遷移=いちじせんい｜二次遷移=にじせんい
生物基礎_Deck1_最重要骨格,BB-000097,97,Deck1・最重要骨格,生物の特徴,遺伝情報とDNA,分裂期,ぶんれつき,M期,BB-000091,BB-000097-C01,identify,細胞周期のうち、核分裂と細胞質分裂が進む時期を何というか,細胞周期のうち、核分裂と細胞質分裂が進む時期を何というか。,分裂期,分裂期｜M期,分裂期はM期とも呼ばれ、複製されたDNAが二つの娘細胞へ分配される。,間期,分裂期では細胞が実際に二つへ分かれ、間期ではその準備が進む。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜大学入試センター「令和7年度大学入学共通テスト 生物基礎」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://www.dnc.ac.jp/albums/abm.php?d=771&f=abm00005960.pdf&n=2025_op_37_seibutsukiso.pdf,細胞質分裂=さいぼうしつぶんれつ｜細胞周期=さいぼうしゅうき｜分裂期=ぶんれつき｜娘細胞=むすめさいぼう｜M期=ぶんれつき
生物基礎_Deck1_最重要骨格,BB-000098,98,Deck1・最重要骨格,ヒトの体の調節,免疫,二次応答,にじおうとう,なし,BB-000095｜BB-000038,BB-000098-C01,identify,同じ抗原が再び侵入したとき、一次応答より速く強く起こる獲得免疫の応答を何というか,同じ抗原が再び侵入したとき、一次応答より速く強く起こる獲得免疫の応答を何というか。,二次応答,二次応答,記憶細胞がすばやく増殖・分化するため、抗体などが短時間で多くつくられる。,一次応答,二次応答は再侵入時に速く強く、一次応答は初回で遅い。,なし,なし,なし,文部科学省「高等学校学習指導要領（平成30年告示）解説 理科編 理数編」｜米国国立医学図書館 MedlinePlus「Immune response」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf｜https://medlineplus.gov/ency/article/000821.htm,一次応答=いちじおうとう｜二次応答=にじおうとう｜獲得免疫=かくとくめんえき｜記憶細胞=きおくさいぼう｜抗体=こうたい｜抗原=こうげん
