dataset_label,item_id,importance_rank,difficulty_label,curriculum_scope,domain,unit,subunit,item,reading,aliases,prerequisite_ids,time_sensitivity,reference_date,legal_basis,card_id,card_type,focus,question,answer,accepted_answers,explanation,confusable_with,distinction,formula,answer_unit,memory_aid,source_name,source_url,reading_map
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000081,81,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,国家賠償請求権,こっかばいしょうせいきゅうけん,なし,なし,stable,該当なし,日本国憲法第17条,PE-000081-C01,identify,公務員の違法行為で損害を受けたとき、国や公共団体に賠償を求める権利。,次の説明に当てはまる用語は何か。公務員の違法行為で損害を受けたとき、国や公共団体に賠償を求める権利。,国家賠償請求権,国家賠償請求権,公務員の違法行為で損害を受けたとき、国や公共団体に賠償を求める権利。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000082,82,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,刑事補償請求権,けいじほしょうせいきゅうけん,なし,なし,stable,該当なし,日本国憲法第40条,PE-000082-C01,identify,抑留・拘禁された後に無罪となった人が国へ補償を求める権利。,次の説明に当てはまる用語は何か。抑留・拘禁された後に無罪となった人が国へ補償を求める権利。,刑事補償請求権,刑事補償請求権,抑留・拘禁された後に無罪となった人が国へ補償を求める権利。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000083,83,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,適正手続,てきせいてつづき,なし,なし,stable,該当なし,日本国憲法第31条,PE-000083-C01,identify,生命・自由を奪い、刑罰を科すには法律の定める公正な手続が必要だとする原則。,次の説明に当てはまる用語は何か。生命・自由を奪い、刑罰を科すには法律の定める公正な手続が必要だとする原則。,適正手続,適正手続,生命・自由を奪い、刑罰を科すには法律の定める公正な手続が必要だとする原則。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000084,84,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,令状主義,れいじょうしゅぎ,なし,なし,stable,該当なし,日本国憲法第33条・第35条,PE-000084-C01,identify,逮捕・捜索・押収などは原則として裁判官の令状によらなければならないという原則。,次の説明に当てはまる用語は何か。逮捕・捜索・押収などは原則として裁判官の令状によらなければならないという原則。,令状主義,令状主義,逮捕・捜索・押収などは原則として裁判官の令状によらなければならないという原則。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,令状=れいじょう
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000085,85,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,黙秘権,もくひけん,なし,なし,stable,該当なし,日本国憲法第38条第1項,PE-000085-C01,identify,刑事手続で自己に不利益な供述を強要されない権利。,次の説明に当てはまる用語は何か。刑事手続で自己に不利益な供述を強要されない権利。,黙秘権,黙秘権,刑事手続で自己に不利益な供述を強要されない権利。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,黙秘=もくひ
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000086,86,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,二重処罰の禁止,にじゅうしょばつのきんし,なし,なし,stable,該当なし,日本国憲法第39条,PE-000086-C01,identify,同じ犯罪について重ねて刑事責任を問われない原則。,次の説明に当てはまる用語は何か。同じ犯罪について重ねて刑事責任を問われない原則。,二重処罰の禁止,二重処罰の禁止,同じ犯罪について重ねて刑事責任を問われない原則。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000087,87,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,奴隷的拘束の禁止,どれいてきこうそくのきんし,なし,なし,stable,該当なし,日本国憲法第18条,PE-000087-C01,identify,人を奴隷のように人格と自由を奪った状態へ置くことを禁じる原則。,次の説明に当てはまる用語は何か。人を奴隷のように人格と自由を奪った状態へ置くことを禁じる原則。,奴隷的拘束の禁止,奴隷的拘束の禁止,人を奴隷のように人格と自由を奪った状態へ置くことを禁じる原則。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000088,88,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,苦役からの自由,くえきからのじゆう,なし,なし,stable,該当なし,日本国憲法第18条,PE-000088-C01,identify,犯罪による処罰の場合を除き、本人の意思に反する苦役を強制されない自由。,次の説明に当てはまる用語は何か。犯罪による処罰の場合を除き、本人の意思に反する苦役を強制されない自由。,苦役からの自由,苦役からの自由,犯罪による処罰の場合を除き、本人の意思に反する苦役を強制されない自由。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000089,89,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,プライバシー権,ぷらいばしーけん,なし,なし,stable,該当なし,日本国憲法第13条を根拠とする判例上の権利,PE-000089-C01,identify,私生活上の情報をみだりに公開・利用されない権利。,次の説明に当てはまる用語は何か。私生活上の情報をみだりに公開・利用されない権利。,プライバシー権,プライバシー権,私生活上の情報をみだりに公開・利用されない権利。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000090,90,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,知る権利,しるけんり,なし,PE-000062,stable,該当なし,日本国憲法第21条を基礎とする権利,PE-000090-C01,identify,国民が政治的判断に必要な情報を受け取り、入手する権利。,次の説明に当てはまる用語は何か。国民が政治的判断に必要な情報を受け取り、入手する権利。,知る権利,知る権利,国民が政治的判断に必要な情報を受け取り、入手する権利。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000091,91,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,環境権,かんきょうけん,なし,なし,stable,該当なし,日本国憲法第13条・第25条を根拠として主張される権利,PE-000091-C01,identify,良好な環境の中で生活する利益を権利として保障しようとする考え。,次の説明に当てはまる用語は何か。良好な環境の中で生活する利益を権利として保障しようとする考え。,環境権,環境権,良好な環境の中で生活する利益を権利として保障しようとする考え。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000092,92,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,自己決定権,じこけっていけん,なし,なし,stable,該当なし,日本国憲法第13条を基礎とする権利,PE-000092-C01,identify,個人の生き方に関する重要事項を、自ら決定する権利。,次の説明に当てはまる用語は何か。個人の生き方に関する重要事項を、自ら決定する権利。,自己決定権,自己決定権,個人の生き方に関する重要事項を、自ら決定する権利。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000093,93,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,新しい人権,あたらしいじんけん,なし,PE-000057,stable,該当なし,日本国憲法第13条など,PE-000093-C01,identify,憲法に明文がなくても、社会変化に応じて幸福追求権などから導かれる人権。,次の説明に当てはまる用語は何か。憲法に明文がなくても、社会変化に応じて幸福追求権などから導かれる人権。,新しい人権,新しい人権,憲法に明文がなくても、社会変化に応じて幸福追求権などから導かれる人権。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000094,94,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,憲法改正,けんぽうかいせい,なし,なし,stable,該当なし,日本国憲法第96条,PE-000094-C01,procedure,国会の発議要件,日本国憲法の改正を国会が発議するには、各議院で総議員の何分の何以上の賛成が必要か。,3分の2以上,3分の2以上｜三分の二以上,国会の発議と国民投票の承認を経て、憲法の条文を変更すること。,なし,なし,なし,割合,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000095,95,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,硬性憲法,こうせいけんぽう,なし,なし,stable,該当なし,日本国憲法第96条,PE-000095-C01,identify,通常の法律より厳しい手続を経なければ改正できない憲法。,次の説明に当てはまる用語は何か。通常の法律より厳しい手続を経なければ改正できない憲法。,硬性憲法,硬性憲法,通常の法律より厳しい手続を経なければ改正できない憲法。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000096,96,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,国民投票,こくみんとうひょう,なし,なし,stable,該当なし,日本国憲法第96条・日本国憲法の改正手続に関する法律,PE-000096-C01,identify,憲法改正案など特定の重要事項について、国民が直接投票する制度。,次の説明に当てはまる用語は何か。憲法改正案など特定の重要事項について、国民が直接投票する制度。,国民投票,国民投票,憲法改正案など特定の重要事項について、国民が直接投票する制度。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000097,97,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,違憲審査権,いけんしんさけん,なし,なし,stable,該当なし,日本国憲法第81条,PE-000097-C01,identify,法律・命令・規則・処分が憲法に適合するかを裁判所が判断する権限。,次の説明に当てはまる用語は何か。法律・命令・規則・処分が憲法に適合するかを裁判所が判断する権限。,違憲審査権,違憲審査権,法律・命令・規則・処分が憲法に適合するかを裁判所が判断する権限。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000098,98,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,付随的違憲審査制,ふずいてきいけんしんさせい,なし,PE-000097,stable,該当なし,日本国憲法第81条・最高裁判所判例,PE-000098-C01,identify,具体的な訴訟事件を解決するために必要な範囲で違憲審査を行う方式。,次の説明に当てはまる用語は何か。具体的な訴訟事件を解決するために必要な範囲で違憲審査を行う方式。,付随的違憲審査制,付随的違憲審査制,具体的な訴訟事件を解決するために必要な範囲で違憲審査を行う方式。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000099,99,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,司法権の独立,しほうけんのどくりつ,なし,なし,stable,該当なし,日本国憲法第76条第3項,PE-000099-C01,identify,裁判所と裁判官が他の国家機関から干渉を受けず、独立して裁判する原則。,次の説明に当てはまる用語は何か。裁判所と裁判官が他の国家機関から干渉を受けず、独立して裁判する原則。,司法権の独立,司法権の独立,裁判所と裁判官が他の国家機関から干渉を受けず、独立して裁判する原則。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000100,100,Deck 1・骨格,両方,法,憲法と人権,日本国憲法・基本的人権,裁判官の身分保障,さいばんかんのみぶんほしょう,なし,PE-000099,stable,該当なし,日本国憲法第78条・第80条,PE-000100-C01,identify,裁判官を、弾劾や心身の故障など憲法・法律上の理由なく罷免できない保障。,次の説明に当てはまる用語は何か。裁判官を、弾劾や心身の故障など憲法・法律上の理由なく罷免できない保障。,裁判官の身分保障,裁判官の身分保障,裁判官を、弾劾や心身の故障など憲法・法律上の理由なく罷免できない保障。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000101,101,Deck 1・骨格,政治・経済,法,統治機構,司法,三審制,さんしんせい,なし,なし,stable,該当なし,裁判所法・各訴訟法,PE-000101-C01,identify,原則として同じ事件について三回まで異なる裁判所の判断を受けられる制度。,次の説明に当てはまる用語は何か。原則として同じ事件について三回まで異なる裁判所の判断を受けられる制度。,三審制,三審制,原則として同じ事件について三回まで異なる裁判所の判断を受けられる制度。,なし,なし,なし,なし,なし,裁判所「裁判所の仕組み」,https://www.courts.go.jp/about/sosiki/index.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000102,102,Deck 1・骨格,政治・経済,法,統治機構,司法,公開裁判,こうかいさいばん,なし,なし,stable,該当なし,日本国憲法第82条,PE-000102-C01,identify,裁判の対審と判決を原則として公開の法廷で行う制度。,次の説明に当てはまる用語は何か。裁判の対審と判決を原則として公開の法廷で行う制度。,公開裁判,公開裁判,裁判の対審と判決を原則として公開の法廷で行う制度。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000103,103,Deck 1・骨格,政治・経済,法,統治機構,司法,裁判員制度,さいばんいんせいど,なし,なし,stable,該当なし,裁判員の参加する刑事裁判に関する法律,PE-000103-C01,identify,国民から選ばれた裁判員が、裁判官と共に重大な刑事事件の第一審へ参加する制度。,次の説明に当てはまる用語は何か。国民から選ばれた裁判員が、裁判官と共に重大な刑事事件の第一審へ参加する制度。,裁判員制度,裁判員制度,国民から選ばれた裁判員が、裁判官と共に重大な刑事事件の第一審へ参加する制度。,なし,なし,なし,なし,なし,裁判所「裁判員制度」,https://www.courts.go.jp/saibanin/index.html,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000104,104,Deck 1・骨格,政治・経済,法,統治機構,司法,最高裁判所裁判官国民審査,さいこうさいばんしょさいばんかんこくみんしんさ,国民審査,なし,stable,該当なし,日本国憲法第79条第2項～第4項,PE-000104-C01,identify,最高裁判所裁判官が職務に適するかを、衆議院議員総選挙の際に国民が審査する制度。,次の説明に当てはまる用語は何か。最高裁判所裁判官が職務に適するかを、衆議院議員総選挙の際に国民が審査する制度。,最高裁判所裁判官国民審査,最高裁判所裁判官国民審査｜国民審査,最高裁判所裁判官が職務に適するかを、衆議院議員総選挙の際に国民が審査する制度。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000105,105,Deck 1・骨格,政治・経済,法,統治機構,司法,弾劾裁判所,だんがいさいばんしょ,なし,なし,stable,該当なし,日本国憲法第64条・第78条,PE-000105-C01,identify,罷免の訴追を受けた裁判官を裁判するため、国会に設けられる機関。,次の説明に当てはまる用語は何か。罷免の訴追を受けた裁判官を裁判するため、国会に設けられる機関。,弾劾裁判所,弾劾裁判所,罷免の訴追を受けた裁判官を裁判するため、国会に設けられる機関。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,弾劾=だんがい
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000106,106,Deck 1・骨格,政治・経済,法,統治機構,司法,最高裁判所,さいこうさいばんしょ,なし,なし,stable,該当なし,日本国憲法第76条・第81条,PE-000106-C01,identify,日本の司法制度で最上級に位置し、違憲審査の終審裁判所である裁判所。,次の説明に当てはまる用語は何か。日本の司法制度で最上級に位置し、違憲審査の終審裁判所である裁判所。,最高裁判所,最高裁判所,日本の司法制度で最上級に位置し、違憲審査の終審裁判所である裁判所。,高等裁判所,最高裁判所は最上級・違憲審査の終審、高等裁判所は下級裁判所。,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000107,107,Deck 1・骨格,政治・経済,法,統治機構,司法,下級裁判所,かきゅうさいばんしょ,なし,なし,stable,該当なし,日本国憲法第76条・裁判所法,PE-000107-C01,identify,最高裁判所以外の、高等・地方・家庭・簡易の各裁判所の総称。,次の説明に当てはまる用語は何か。最高裁判所以外の、高等・地方・家庭・簡易の各裁判所の総称。,下級裁判所,下級裁判所,最高裁判所以外の、高等・地方・家庭・簡易の各裁判所の総称。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000108,108,Deck 1・骨格,政治・経済,法,統治機構,司法,高等裁判所,こうとうさいばんしょ,なし,なし,stable,該当なし,裁判所法,PE-000108-C01,identify,主に地方裁判所などの判決に対する控訴を扱う下級裁判所。,次の説明に当てはまる用語は何か。主に地方裁判所などの判決に対する控訴を扱う下級裁判所。,高等裁判所,高等裁判所,主に地方裁判所などの判決に対する控訴を扱う下級裁判所。,なし,なし,なし,なし,なし,e-Gov法令検索「裁判所法」,https://elaws.e-gov.go.jp/document?lawid=322AC0000000059,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000109,109,Deck 1・骨格,政治・経済,法,統治機構,司法,地方裁判所,ちほうさいばんしょ,なし,なし,stable,該当なし,裁判所法,PE-000109-C01,identify,原則的な第一審を広く担当する下級裁判所。,次の説明に当てはまる用語は何か。原則的な第一審を広く担当する下級裁判所。,地方裁判所,地方裁判所,原則的な第一審を広く担当する下級裁判所。,なし,なし,なし,なし,なし,e-Gov法令検索「裁判所法」,https://elaws.e-gov.go.jp/document?lawid=322AC0000000059,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000110,110,Deck 1・骨格,政治・経済,法,統治機構,司法,家庭裁判所,かていさいばんしょ,なし,なし,stable,該当なし,裁判所法,PE-000110-C01,identify,家事事件と少年事件を主に扱う下級裁判所。,次の説明に当てはまる用語は何か。家事事件と少年事件を主に扱う下級裁判所。,家庭裁判所,家庭裁判所,家事事件と少年事件を主に扱う下級裁判所。,なし,なし,なし,なし,なし,e-Gov法令検索「裁判所法」,https://elaws.e-gov.go.jp/document?lawid=322AC0000000059,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000111,111,Deck 1・骨格,政治・経済,法,統治機構,司法,簡易裁判所,かんいさいばんしょ,なし,なし,stable,該当なし,裁判所法,PE-000111-C01,identify,比較的軽微な民事・刑事事件の第一審を扱う下級裁判所。,次の説明に当てはまる用語は何か。比較的軽微な民事・刑事事件の第一審を扱う下級裁判所。,簡易裁判所,簡易裁判所,比較的軽微な民事・刑事事件の第一審を扱う下級裁判所。,なし,なし,なし,なし,なし,e-Gov法令検索「裁判所法」,https://elaws.e-gov.go.jp/document?lawid=322AC0000000059,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000112,112,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,国会,こっかい,なし,なし,stable,該当なし,日本国憲法第41条,PE-000112-C01,identify,国権の最高機関であり、国の唯一の立法機関とされる機関。,次の説明に当てはまる用語は何か。国権の最高機関であり、国の唯一の立法機関とされる機関。,国会,国会,国権の最高機関であり、国の唯一の立法機関とされる機関。,内閣,国会は立法、内閣は行政を担う。,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000113,113,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,二院制,にいんせい,なし,PE-000112,stable,該当なし,日本国憲法第42条,PE-000113-C01,identify,議会を性格の異なる二つの議院で構成し、審議を慎重にする制度。,次の説明に当てはまる用語は何か。議会を性格の異なる二つの議院で構成し、審議を慎重にする制度。,二院制,二院制,議会を性格の異なる二つの議院で構成し、審議を慎重にする制度。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000114,114,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,衆議院,しゅうぎいん,なし,PE-000113,stable,該当なし,日本国憲法第42条・第45条,PE-000114-C01,identify,参議院と共に国会を構成し、解散があり任期が短い議院。,次の説明に当てはまる用語は何か。参議院と共に国会を構成し、解散があり任期が短い議院。,衆議院,衆議院,参議院と共に国会を構成し、解散があり任期が短い議院。,参議院,衆議院は解散があり任期4年、参議院は解散がなく任期6年。,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000115,115,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,参議院,さんぎいん,なし,PE-000113,stable,該当なし,日本国憲法第42条・第46条,PE-000115-C01,identify,衆議院と共に国会を構成し、解散がなく議員の半数を3年ごとに改選する議院。,次の説明に当てはまる用語は何か。衆議院と共に国会を構成し、解散がなく議員の半数を3年ごとに改選する議院。,参議院,参議院,衆議院と共に国会を構成し、解散がなく議員の半数を3年ごとに改選する議院。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000116,116,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,衆議院議員の任期,しゅうぎいんぎいんのにんき,なし,なし,stable,該当なし,日本国憲法第45条,PE-000116-C01,institution,任期,日本国憲法上、衆議院議員の任期は何年か。,4年,4年｜四年,日本国憲法上4年で、衆議院解散の場合は満了前に終了する任期。,なし,なし,なし,年,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000117,117,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,参議院議員の任期,さんぎいんぎいんのにんき,なし,なし,stable,該当なし,日本国憲法第46条,PE-000117-C01,institution,任期,日本国憲法上、参議院議員の任期は何年か。,6年,6年｜六年,日本国憲法上6年で、3年ごとに議員の半数を改選する任期。,なし,なし,なし,年,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000118,118,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,常会,じょうかい,なし,なし,stable,該当なし,日本国憲法第52条,PE-000118-C01,identify,毎年1回召集され、予算などを審議する通常の国会。,次の説明に当てはまる用語は何か。毎年1回召集され、予算などを審議する通常の国会。,常会,常会,毎年1回召集され、予算などを審議する通常の国会。,臨時会,常会は毎年1回、臨時会は必要に応じて召集される。,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000119,119,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,臨時会,りんじかい,なし,なし,stable,該当なし,日本国憲法第53条,PE-000119-C01,identify,必要に応じて内閣が召集し、いずれかの議院の総議員の4分の1以上の要求でも召集が必要となる国会。,次の説明に当てはまる用語は何か。必要に応じて内閣が召集し、いずれかの議院の総議員の4分の1以上の要求でも召集が必要となる国会。,臨時会,臨時会,必要に応じて内閣が召集し、いずれかの議院の総議員の4分の1以上の要求でも召集が必要となる国会。,特別会,臨時会は必要時、特別会は衆議院総選挙後に召集される。,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000120,120,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,特別会,とくべつかい,なし,なし,stable,該当なし,日本国憲法第54条第1項,PE-000120-C01,identify,衆議院議員総選挙後に召集され、内閣総理大臣の指名などを行う国会。,次の説明に当てはまる用語は何か。衆議院議員総選挙後に召集され、内閣総理大臣の指名などを行う国会。,特別会,特別会,衆議院議員総選挙後に召集され、内閣総理大臣の指名などを行う国会。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000121,121,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,参議院の緊急集会,さんぎいんのきんきゅうしゅうかい,なし,なし,stable,該当なし,日本国憲法第54条第2項・第3項,PE-000121-C01,identify,衆議院解散中に国へ緊急の必要があるとき、内閣が求めて開く参議院の集会。,次の説明に当てはまる用語は何か。衆議院解散中に国へ緊急の必要があるとき、内閣が求めて開く参議院の集会。,参議院の緊急集会,参議院の緊急集会,衆議院解散中に国へ緊急の必要があるとき、内閣が求めて開く参議院の集会。,なし,なし,なし,なし,なし,衆議院「日本国憲法」,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/dl-constitution.htm,なし
政治・経済 Deck 1 公共・政治・経済の骨格,PE-000122,122,Deck 1・骨格,政治・経済,政治,統治機構,国会・内閣,委員会制度,いいんかいせいど,なし,なし,stable,該当なし,国会法・各議院規則,PE-000122-C01,identify,本会議に先立ち、専門分野ごとの少人数で法案などを詳しく審査する仕組み。,次の説明に当てはまる用語は何か。本会議に先立ち、専門分野ごとの少人数で法案などを詳しく審査する仕組み。,委員会制度,委員会制度,本会議に先立ち、専門分野ごとの少人数で法案などを詳しく審査する仕組み。,なし,なし,なし,なし,なし,e-Gov法令検索「国会法」,https://elaws.e-gov.go.jp/document?lawid=322AC1000000079,なし
