"問題番号","問題スタイル","種類","問題文","回答","解説","出典URL","出典ファイル","出典ページ","出典行"
"WHSO-05-18-04-109","一問一答","用語の特定","マテオ＝リッチらによる、ユークリッド幾何学の漢訳書は？","『幾何原本』。","西洋の数学が中国に紹介された例である。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
"WHSO-05-18-04-110","一問一答","人物","『崇禎暦書』に関わり、清では時憲暦を実施したドイツ人宣教師は？","アダム＝シャール（湯若望）。","明末から清初にかけて活動した。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
"WHSO-05-18-04-111","一問一答","用語の特定","アダム＝シャールが明末につくった暦書は？","『崇禎暦書』。","本文では、清に入って時憲暦として実施されたと説明される。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
"WHSO-05-18-04-112","一問一答","用語の特定","アダム＝シャールが清で実施した暦は？","時憲暦。","明末の崇禎暦書と、清初の暦法のつながりを押さえる。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
"WHSO-05-18-04-113","一問一答","人物","清でアダム＝シャールを助け、大砲の鋳造などを紹介した宣教師は？","フェルビースト（南懐仁）。","宣教師が伝えた技術には、天文・数学以外に軍事技術もあった。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
"WHSO-05-18-04-114","一問一答","人物","ルイ14世の命で来朝し、康熙帝に仕えた、白晋という中国名の宣教師は？","ブーヴェ。","レジスとともに中国地図の作成に関わった。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
"WHSO-05-18-04-115","一問一答","用語の特定","ブーヴェやレジスが作成した、実測に基づく中国地図は？","『皇輿全覧図』。","世界地図である『坤輿万国全図』とは対象が異なる。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
"WHSO-05-18-04-116","一問一答","人物","康熙・雍正・乾隆の3帝に仕え、郎世寧と名乗った宮廷画家は？","カスティリオーネ。","イタリア人で、西洋画法を紹介した。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
"WHSO-05-18-04-117","一問一答","用語の特定","カスティリオーネが設計に関わった、北京の離宮として本文に挙げられるものは？","円明園。","資料では、バロック式の離宮として説明されている。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
"WHSO-05-18-04-118","一問一答","関係","『坤輿万国全図』と『皇輿全覧図』は、対象と関係者がどう異なるか？","前者はマテオ＝リッチの世界地図、後者はブーヴェやレジスによる実測中国地図。","明末と清代という時代の違いもあわせて整理する。","","18_中華帝国の繁栄（明・清）.md","p.296","L551"
"WHSO-05-18-04-119","一問一答","用語の特定","中国の伝統儀礼を認めてよいかをめぐり、カトリック内部で起きた争いは？","典礼問題。","中国の儀礼を認めるイエズス会の布教方法が争点となった。","","18_中華帝国の繁栄（明・清）.md","p.296","L553"
"WHSO-05-18-04-120","一問一答","主体","イエズス会が中国の典礼を認めることに反対し、教皇に訴えた二つの修道会は？","フランチェスコ会とドミニコ会。","争いは、中国での布教方法をめぐるカトリック内部の対立である。","","18_中華帝国の繁栄（明・清）.md","p.296","L553"
"WHSO-05-18-04-121","一問一答","人物","典礼問題で、中国の典礼を禁止する判断を下した教皇は？","クレメンス11世。","この判断は、清朝の布教許可の条件と衝突した。","","18_中華帝国の繁栄（明・清）.md","p.296","L553"
"WHSO-05-18-04-122","一問一答","関係","典礼問題に対する康熙帝と雍正帝の布教政策は、資料ではどう区別されるか？","康熙帝はイエズス会以外の布教を禁止し、雍正帝はキリスト教布教を全面的に禁止した。","資料は、中国の伝統儀礼を尊重するかどうかが清側の判断に関わったと説明する。","","18_中華帝国の繁栄（明・清）.md","p.296","L555"
"WHSO-05-18-04-123","一問一答","原因","典礼問題が、清でキリスト教布教の禁止につながったのはなぜか？","教皇が中国の伝統儀礼を禁じ、典礼を認めることを条件とした清の方針と衝突したため。","カトリック内部の判断が、中国との関係にも影響した。","","18_中華帝国の繁栄（明・清）.md","p.296","L555"
"WHSO-05-18-04-124","一問一答","内容","布教禁止後も清に残ることを認められた宣教師は、どのような人々だったか？","学問や芸術に功績のある宣教師。","布教の許可と、学術・芸術面での登用は区別されていた。","","18_中華帝国の繁栄（明・清）.md","p.296","L555"
"WHSO-05-18-04-125","一問一答","用語の特定","江戸幕府が貿易を認める際に船へ与えた、朱印船貿易の名のもとになる文書は？","朱印状。","日本人の東南アジアへの交易活動と結びつく。","","18_中華帝国の繁栄（明・清）.md","p.297","L567"
"WHSO-05-18-04-126","一問一答","主体","江戸幕府と朝鮮の国交回復を仲介した、対馬の大名家は？","宗氏。","長崎・琉球などとは別に、対馬を通じた朝鮮との交流があった。","","18_中華帝国の繁栄（明・清）.md","p.297","L567"
"WHSO-05-18-04-127","一問一答","用語の特定","江戸時代、朝鮮から日本に派遣された外交使節を何というか？","朝鮮通信使。","秀吉の朝鮮出兵後に回復した日朝関係のもとで派遣された。","","18_中華帝国の繁栄（明・清）.md","p.297","L567"
"WHSO-05-18-04-128","一問一答","主体","琉球王国を征服しながら、中国との朝貢貿易を続けさせた薩摩の大名家は？","島津氏。","中国との交易経路を維持することに利益があった。","","18_中華帝国の繁栄（明・清）.md","p.297","L567"
"WHSO-05-18-04-129","一問一答","用語の特定","琉球が日本と清の双方に従属した関係を、資料では何というか？","両属体制。","日本側の支配下に入っても、中国への朝貢は継続した。","","18_中華帝国の繁栄（明・清）.md","p.297","L567"
"WHSO-05-18-04-130","一問一答","原因","江戸幕府や薩摩が、琉球に中国への朝貢を続けさせたのはなぜか？","中国とのつながりと交易経路を維持するため。","琉球征服が、そのまま中国との朝貢関係の断絶を意味したわけではない。","","18_中華帝国の繁栄（明・清）.md","p.297","L567"
"WHSO-05-18-04-131","一問一答","関係","江戸時代の「四つの口」を、それぞれの主な交流相手と対応させなさい。","長崎はオランダ・中国、対馬は朝鮮、琉球は中国、松前藩はアイヌ。","「鎖国」のもとでも交易・交流の経路は残っていた。","","18_中華帝国の繁栄（明・清）.md","p.297","L567"
"WHSO-05-18-04-132","一問一答","用語の特定","明の滅亡後、正統な中華文明は朝鮮にあるとする朝鮮側の意識は？","小中華。","清に朝貢しながらも、文化的正統性について独自の意識を持った。","","18_中華帝国の繁栄（明・清）.md","p.297","L569"
"WHSO-05-18-04-133","一問一答","原因","明の滅亡後、朝鮮で小中華の意識が強まった背景は？","明への恩義や文化的敬意がある一方、満洲人の清を正統な中華と認めなかったため。","これは当時の朝鮮側の自己認識として説明されるものである。","","18_中華帝国の繁栄（明・清）.md","p.297","L569"
"WHSO-05-18-04-134","一問一答","時期","鄭氏台湾の降伏後、清が海禁を解除したのは何年か？","1684年。","台湾平定の1683年と、海禁解除の1684年を区別する。","","18_中華帝国の繁栄（明・清）.md","p.297","L573"
"WHSO-05-18-04-135","一問一答","場所","乾隆帝がヨーロッパ商船の入港を限定した中国の港は？","広州。","すべての外国貿易がなくなったのではなく、窓口を限定した。","","18_中華帝国の繁栄（明・清）.md","p.297","L573"
"WHSO-05-18-04-136","一問一答","用語の特定","清代、広州でヨーロッパ商人との取引を認められた特許商人の組合は？","公行（広東十三行）。","組合を構成する特許商人は行商と呼ばれた。","","18_中華帝国の繁栄（明・清）.md","p.297","L573"
"WHSO-05-18-04-137","一問一答","用語の特定","清が対ヨーロッパ貿易を広州と公行を通じて管理した体制は？","カントン・システム。","ヨーロッパ商人の入港先と取引相手を限定する仕組みであった。","","18_中華帝国の繁栄（明・清）.md","p.297","L573"
"WHSO-05-18-04-138","一問一答","原因","乾隆帝がヨーロッパとの交易を広州に限定した目的は？","治安維持の観点から、増大するヨーロッパとの交易を管理するため。","生糸・陶磁器・茶など中国物産の需要増加が背景にあった。","","18_中華帝国の繁栄（明・清）.md","p.297","L573"
"WHSO-05-18-04-139","一問一答","関係","カントン・システム下の互市貿易は、朝貢貿易とどう異なるか？","朝貢していないヨーロッパの国にも、政治的交渉をしない条件で商業取引を認めた。","貿易の許可と朝貢関係への参加は、必ずしも同じではない。","","18_中華帝国の繁栄（明・清）.md","p.297","L573"
"WHSO-05-18-04-140","一問一答","関係","統一新羅の都と、そこに建立された仏教寺院を答えなさい。","都は金城（慶州）、寺院は仏国寺。","資料の朝鮮史総覧にある、都と文化財の対応である。","","18_中華帝国の繁栄（明・清）.md","p.298","L592-L594"
"WHSO-05-18-04-141","一問一答","用語の特定","新羅で、出身氏族によって官職や位階を定めた身分制度は？","骨品制。","高麗・朝鮮の両班とは区別する。","","18_中華帝国の繁栄（明・清）.md","p.298","L593"
"WHSO-05-18-04-142","一問一答","人物","新羅や後百済を倒して朝鮮半島を統一した、高麗の建国者は？","王建。","高麗の都は開城であった。","","18_中華帝国の繁栄（明・清）.md","p.298","L596-L597"
"WHSO-05-18-04-143","一問一答","場所","高麗が都とした都市は？","開城（開京）。","新羅の金城、朝鮮の漢城と区別する。","","18_中華帝国の繁栄（明・清）.md","p.298","L597"
"WHSO-05-18-04-144","一問一答","用語の特定","高麗に成立し、文班・武班からなり、朝鮮でも特権階層となった人々は？","両班。","官僚組織に始まり、政治的・社会的な特権階層となった。","","18_中華帝国の繁栄（明・清）.md","p.298","L599;L613"
"WHSO-05-18-04-145","一問一答","主体","12世紀後半以降の高麗で、武臣政権を代表する一族は？","崔氏。","高麗の王朝自体と、実権を持つ武臣政権を区別する。","","18_中華帝国の繁栄（明・清）.md","p.298","L601"
"WHSO-05-18-04-146","一問一答","用語の特定","高麗の精鋭軍が、モンゴルへの服属に抵抗して1270〜1273年に起こした反乱は？","三別抄の乱。","三別抄は、もともと崔氏が組織した精鋭軍であった。","","18_中華帝国の繁栄（明・清）.md","p.298","L603"
"WHSO-05-18-04-147","一問一答","用語の特定","高麗が刊行し、2回目にはモンゴルの退散を祈って復刻した仏教経典集は？","高麗版大蔵経。","高麗は仏教を護国の宗教として保護していた。","","18_中華帝国の繁栄（明・清）.md","p.298","L607"
"WHSO-05-18-04-148","一問一答","用語の特定","宋磁の技法を学び、象嵌など独自の技法も発達した高麗の陶磁器は？","高麗青磁。","朝鮮の李朝白磁との違いを押さえる。","","18_中華帝国の繁栄（明・清）.md","p.298","L608;L623"
"WHSO-05-18-04-149","一問一答","内容","高麗で使用された、印刷技術史上重要な活字は？","金属活字。","資料では世界最古の金属活字の使用と説明される。","","18_中華帝国の繁栄（明・清）.md","p.298","L609"
"WHSO-05-18-04-150","一問一答","人物","1392年、高麗を倒して朝鮮（李朝）を建国した人物は？","李成桂。","明の建国と元の衰退という国際情勢のなかで、親明派として台頭した。","","18_中華帝国の繁栄（明・清）.md","p.298","L610"
"WHSO-05-18-04-151","一問一答","場所","李成桂が建てた朝鮮（李朝）の都は？","漢城（現在のソウル）。","高麗の開城から王朝と都が変わった。","","18_中華帝国の繁栄（明・清）.md","p.298","L610"
"WHSO-05-18-04-152","一問一答","用語の特定","李成桂が定めた、官僚への土地支給法は？","科田法。","朝鮮初期の土地制度として整理する。","","18_中華帝国の繁栄（明・清）.md","p.298","L612"
"WHSO-05-18-04-153","一問一答","用語の特定","朝鮮の李成桂が、明にならって官学にした思想は？","朱子学。","高麗の仏教保護と、朝鮮の朱子学重視を対照させる。","","18_中華帝国の繁栄（明・清）.md","p.298","L620"
"WHSO-05-18-04-154","一問一答","人物","朝鮮文字の訓民正音を制定した、朝鮮第4代の王は？","世宗。","資料では訓民正音の制定を1446年としている。","","18_中華帝国の繁栄（明・清）.md","p.298","L622"
"WHSO-05-18-04-155","一問一答","用語の特定","朝鮮の世宗によって制定された朝鮮文字を何というか？","訓民正音。","ベトナムの字喃やタイ文字と混同しない。","","18_中華帝国の繁栄（明・清）.md","p.298","L622"
"WHSO-05-18-04-156","一問一答","用語の特定","朝鮮（李朝）で、宋磁の技法から発展した白い陶磁器は？","李朝白磁。","高麗青磁と王朝・色の対応を整理する。","","18_中華帝国の繁栄（明・清）.md","p.298","L623"
"WHSO-05-18-04-157","一問一答","原因","乾隆帝末期以降、清で社会不安が高まった背景を説明しなさい。","対外遠征による財政悪化、急激な人口増加による食糧不足、開墾に伴う森林破壊など。","繁栄を支えた人口や開発の拡大が、別の負担も生み出した。","","18_中華帝国の繁栄（明・清）.md","p.299","L633"
"WHSO-05-18-04-158","一問一答","用語の特定","清代、佃戸が地主への小作料の支払いに抵抗した運動を何というか？","抗租。","国家への納税を拒む抗糧とは、支払いの相手が異なる。","","18_中華帝国の繁栄（明・清）.md","p.299","L633"
"WHSO-05-18-04-159","一問一答","用語の特定","清代、地主が国家への納税を拒んだ動きを何というか？","抗糧。","佃戸が地主への小作料を拒む抗租と区別する。","","18_中華帝国の繁栄（明・清）.md","p.299","L633"
"WHSO-05-18-04-160","一問一答","関係","抗租と抗糧は、誰が誰への支払いを拒む点で異なるか？","抗租は佃戸が地主への小作料を拒み、抗糧は地主が国家への納税を拒む。","農村社会の対立と国家財政の問題を区別して捉える。","","18_中華帝国の繁栄（明・清）.md","p.299","L633"
"WHSO-05-18-04-161","一問一答","用語の特定","清代の反乱に対し、地方の郷紳が組織した自衛団を何というか？","団練。","正規軍による鎮圧が難しいなか、地方の有力者が協力した。","","18_中華帝国の繁栄（明・清）.md","p.299","L633"
"WHSO-05-18-04-162","一問一答","主体","清末に向けて、華南沿岸部で反清復明を唱えた秘密結社は？","天地会。","四川など内陸部の哥老会と対応させる。","","18_中華帝国の繁栄（明・清）.md","p.299","L635"
"WHSO-05-18-04-163","一問一答","主体","四川など中国内陸部で、反清復明を唱えた秘密結社は？","哥老会。","華南沿岸部の天地会とともに、清への抵抗運動として挙げられる。","","18_中華帝国の繁栄（明・清）.md","p.299","L635"
