dataset_label,item_id,importance_rank,difficulty_label,curriculum_scope,unit,subunit,item,reading,aliases,prerequisite_ids,scale,region,reference_year,card_id,card_type,focus,question,answer,accepted_answers,explanation,confusable_with,distinction,formula,answer_unit,memory_aid,source_name,source_url,reading_map
大学受験地理_Deck1_全範囲の骨格,GE-000082,82,Deck 1｜全範囲の骨格,両方,自然環境,平野,洪積台地,こうせきだいち,更新世段丘,なし,世界,世界全体,該当なし,GE-000082-C01,identify,用語の識別,更新世に形成された地層が隆起・侵食され、沖積低地より一段高く残る台地を何というか。,洪積台地,洪積台地｜更新世段丘,日本の地理では武蔵野台地などの理解に用いられる伝統的用語である。,沖積平野,洪積台地は低地より高く古い地層、沖積平野は低く新しい堆積地形。,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,洪積台地=こうせきだいち
大学受験地理_Deck1_全範囲の骨格,GE-000083,83,Deck 1｜全範囲の骨格,両方,自然環境,特殊地形,カルスト地形,かるすとちけい,なし,なし,世界,世界全体,該当なし,GE-000083-C01,identify,用語の識別,石灰岩が雨水や地下水に溶かされてできる地形の総称は何か。,カルスト地形,カルスト地形,ドリーネ、鍾乳洞、石灰岩柱などが代表的である。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000084,84,Deck 1｜全範囲の骨格,両方,自然環境,特殊地形,ドリーネ,どりーね,なし,GE-000083,世界,世界全体,該当なし,GE-000084-C01,identify,用語の識別,カルスト地域にみられる、すり鉢状の閉じたくぼ地を何というか。,ドリーネ,ドリーネ,石灰岩の溶食や地下空洞の陥没で生じる。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000085,85,Deck 1｜全範囲の骨格,両方,自然環境,特殊地形,鍾乳洞,しょうにゅうどう,なし,GE-000083,世界,世界全体,該当なし,GE-000085-C01,identify,用語の識別,石灰岩地域で、地下水の溶食によってできる地下洞窟を何というか。,鍾乳洞,鍾乳洞,洞内では炭酸カルシウムが再沈殿し、鍾乳石や石筍が形成される。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,鍾乳洞=しょうにゅうどう
大学受験地理_Deck1_全範囲の骨格,GE-000086,86,Deck 1｜全範囲の骨格,両方,自然環境,風成地形,砂丘,さきゅう,なし,なし,世界,世界全体,該当なし,GE-000086-C01,identify,用語の識別,風で運ばれた砂が堆積してできる丘状の地形を何というか。,砂丘,砂丘,海岸や砂漠に形成され、風向によって形が変わる。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,砂丘=さきゅう
大学受験地理_Deck1_全範囲の骨格,GE-000087,87,Deck 1｜全範囲の骨格,両方,自然環境,海岸地形,砂州,さす,なし,なし,世界,世界全体,該当なし,GE-000087-C01,identify,用語の識別,沿岸流や波によって運ばれた砂礫が、細長く堆積してできる地形は何か。,砂州,砂州,湾口をふさぐと内側に潟湖ができる。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,砂州=さす
大学受験地理_Deck1_全範囲の骨格,GE-000088,88,Deck 1｜全範囲の骨格,両方,自然環境,海岸地形,潟湖,せきこ,ラグーン,GE-000087,世界,世界全体,該当なし,GE-000088-C01,identify,用語の識別,砂州などによって海の一部が外海から隔てられてできる浅い湖は何か。,潟湖,潟湖｜ラグーン,海水と淡水が混じる汽水湖になることが多い。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,潟湖=せきこ
大学受験地理_Deck1_全範囲の骨格,GE-000089,89,Deck 1｜全範囲の骨格,両方,自然環境,海岸地形,リアス海岸,りあすかいがん,なし,なし,世界,世界全体,該当なし,GE-000089-C01,identify,用語の識別,山地の谷が沈水して、入り江が複雑に入り組んだ海岸を何というか。,リアス海岸,リアス海岸,天然の良港になりやすい一方、湾奥で津波が高くなる場合がある。,フィヨルド,リアス海岸は河谷の沈水、フィヨルドは氷食谷の沈水。,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000090,90,Deck 1｜全範囲の骨格,両方,自然環境,海岸地形,フィヨルド,ふぃよるど,なし,なし,世界,世界全体,該当なし,GE-000090-C01,identify,用語の識別,氷河が削ったU字谷が沈水してできた、細長く深い湾を何というか。,フィヨルド,フィヨルド,ノルウェー沿岸など高緯度の氷河地域に多い。,リアス海岸,フィヨルドは氷食谷、リアス海岸は河谷が沈水してできる。,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000091,91,Deck 1｜全範囲の骨格,両方,自然環境,海岸地形,海岸段丘,かいがんだんきゅう,なし,なし,世界,世界全体,該当なし,GE-000091-C01,identify,用語の識別,海食台や旧海岸線が地盤隆起や海面低下で階段状に陸上へ残った地形は何か。,海岸段丘,海岸段丘,段丘面にかつての海岸地形が残る。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,海岸段丘=かいがんだんきゅう
大学受験地理_Deck1_全範囲の骨格,GE-000092,92,Deck 1｜全範囲の骨格,両方,自然環境,海岸地形,海食崖,かいしょくがい,なし,なし,世界,世界全体,該当なし,GE-000092-C01,identify,用語の識別,波の侵食によって海岸に形成される急な崖を何というか。,海食崖,海食崖,崖の前面には波食台が形成されることがある。,なし,なし,なし,なし,なし,国土地理院『地理教育の道具箱』,https://www.gsi.go.jp/CHIRIKYOUIKU/,海食崖=かいしょくがい
大学受験地理_Deck1_全範囲の骨格,GE-000093,93,Deck 1｜全範囲の骨格,両方,自然環境,海岸地形,サンゴ礁,さんごしょう,なし,なし,世界,世界全体,該当なし,GE-000093-C01,identify,用語の識別,造礁サンゴなどの石灰質骨格が堆積してつくられる浅海の地形は何か。,サンゴ礁,サンゴ礁,一般に温暖で透明度が高く、浅い海に発達する。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,サンゴ礁=さんごしょう
大学受験地理_Deck1_全範囲の骨格,GE-000094,94,Deck 1｜全範囲の骨格,両方,自然環境,サンゴ礁,裾礁,きょしょう,なし,GE-000093,世界,世界全体,該当なし,GE-000094-C01,identify,用語の識別,サンゴ礁のうち、島や大陸の海岸に接して発達する型を何というか。,裾礁,裾礁,海岸との間に広い礁湖をほとんどもたない。,堡礁,裾礁は海岸に接し、堡礁は礁湖を隔てて沖合にある。,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,裾礁=きょしょう
大学受験地理_Deck1_全範囲の骨格,GE-000095,95,Deck 1｜全範囲の骨格,両方,自然環境,サンゴ礁,堡礁,ほしょう,なし,GE-000093,世界,世界全体,該当なし,GE-000095-C01,identify,用語の識別,サンゴ礁のうち、島や大陸との間に広い礁湖をはさんで沖合に発達する型を何というか。,堡礁,堡礁,グレートバリアリーフが代表例である。,裾礁,堡礁は広い礁湖を隔て、裾礁は海岸に接する。,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,堡礁=ほしょう
大学受験地理_Deck1_全範囲の骨格,GE-000096,96,Deck 1｜全範囲の骨格,両方,自然環境,サンゴ礁,環礁,かんしょう,アトール,GE-000093,世界,世界全体,該当なし,GE-000096-C01,identify,用語の識別,中央に礁湖を囲む環状のサンゴ礁を何というか。,環礁,環礁｜アトール,火山島の沈降とサンゴ礁の成長で説明されることが多い。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,環礁=かんしょう
大学受験地理_Deck1_全範囲の骨格,GE-000097,97,Deck 1｜全範囲の骨格,両方,自然環境,氷河地形,氷河,ひょうが,なし,なし,世界,世界全体,該当なし,GE-000097-C01,identify,用語の識別,雪が長期間圧縮されて氷となり、重力でゆっくり流動する氷体を何というか。,氷河,氷河,山岳氷河と大陸氷河があり、侵食・運搬・堆積作用を行う。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000098,98,Deck 1｜全範囲の骨格,両方,自然環境,氷河地形,圏谷,けんこく,カール,GE-000097,世界,世界全体,該当なし,GE-000098-C01,identify,用語の識別,山岳氷河の侵食で山腹に形成される、半円形のくぼ地を何というか。,圏谷,圏谷｜カール,氷河が消えた後に湖ができることがある。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,圏谷=けんこく
大学受験地理_Deck1_全範囲の骨格,GE-000099,99,Deck 1｜全範囲の骨格,両方,自然環境,氷河地形,U字谷,ゆーじこく,なし,GE-000097,世界,世界全体,該当なし,GE-000099-C01,identify,用語の識別,氷河の侵食によって谷底が広く、横断面がU字形になった谷を何というか。,U字谷,U字谷,河川がつくるV字谷と対照的である。,V字谷,U字谷は氷河侵食、V字谷は河川の下方侵食で形成される。,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000100,100,Deck 1｜全範囲の骨格,両方,自然環境,氷河地形,モレーン,もれーん,氷堆石,GE-000097,世界,世界全体,該当なし,GE-000100-C01,identify,用語の識別,氷河が運んだ岩屑が、氷河の末端や側面などに堆積した地形を何というか。,モレーン,モレーン｜氷堆石,氷河の過去の広がりを示す手掛かりになる。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000101,101,Deck 1｜全範囲の骨格,両方,自然環境,乾燥地形,ワジ,わじ,涸れ川,なし,世界,乾燥地域,該当なし,GE-000101-C01,identify,用語の識別,乾燥地域で、普段は水がなく降雨時だけ流れる河道を何というか。,ワジ,ワジ｜涸れ川,短時間の集中豪雨で急な洪水が起こることがある。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,なし
大学受験地理_Deck1_全範囲の骨格,GE-000102,102,Deck 1｜全範囲の骨格,両方,自然環境,乾燥地形,オアシス,おあしす,なし,なし,世界,乾燥地域,該当なし,GE-000102-C01,identify,用語の識別,乾燥地域で地下水や河川水を得られ、居住や農業が可能な場所を何というか。,オアシス,オアシス,泉、井戸、外来河川などが水源となる。,なし,なし,なし,なし,なし,国連食糧農業機関『Land & Water』,https://www.fao.org/land-water/en/,なし
大学受験地理_Deck1_全範囲の骨格,GE-000103,103,Deck 1｜全範囲の骨格,両方,自然環境,風成地形,黄土,おうど,レス,なし,世界,世界の中緯度地域,該当なし,GE-000103-C01,identify,用語の識別,風で運ばれた細かなシルトが厚く堆積した、黄褐色の土を何というか。,黄土,黄土｜レス,中国の黄土高原やヨーロッパ、北アメリカなどに分布する。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,黄土=おうど
大学受験地理_Deck1_全範囲の骨格,GE-000104,104,Deck 1｜全範囲の骨格,両方,自然環境,火山地形,溶岩台地,ようがんだいち,なし,GE-000053,世界,世界全体,該当なし,GE-000104-C01,identify,用語の識別,流動性の高い溶岩が広く流れ重なってできる台地を何というか。,溶岩台地,溶岩台地,大規模な玄武岩質溶岩流で形成されることが多い。,なし,なし,なし,なし,なし,米国地質調査所『This Dynamic Earth』,https://pubs.usgs.gov/gip/dynamic/,溶岩台地=ようがんだいち
大学受験地理_Deck1_全範囲の骨格,GE-000105,105,Deck 1｜全範囲の骨格,両方,自然環境,構造地形,ケスタ,けすた,なし,なし,世界,世界全体,該当なし,GE-000105-C01,identify,用語の識別,硬い地層と軟らかい地層が緩く傾く地域で、侵食差により片側が急崖、反対側が緩斜面となる地形は何か。,ケスタ,ケスタ,パリ盆地周辺などでみられる。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,なし
大学受験地理_Deck1_全範囲の骨格,GE-000106,106,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気候要素,天気,てんき,なし,なし,世界,世界全体,該当なし,GE-000106-C01,identify,用語の識別,ある場所の短い時間における大気の状態を何というか。,天気,天気,気温、降水、風、雲などで表され、長期平均である気候とは区別する。,気候,天気は短期間の状態、気候は長期間の平均的特徴。,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000107,107,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気候要素,気候,きこう,なし,なし,世界,世界全体,該当なし,GE-000107-C01,identify,用語の識別,ある地域で長期間にわたり繰り返される大気の平均的な状態を何というか。,気候,気候,気温・降水量・風などの長期的な特徴で表す。,天気,気候は長期間の平均、天気は短期間の状態。,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000108,108,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気候要素,気温,きおん,なし,なし,世界,世界全体,該当なし,GE-000108-C01,identify,用語の識別,大気の温度を何というか。,気温,気温,緯度、標高、海陸分布、海流などの影響を受ける。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000109,109,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気候要素,降水量,こうすいりょう,なし,なし,世界,世界全体,該当なし,GE-000109-C01,definition,定義,降水量とは、雨や雪などを何に換算した量か。,水の深さに換算した量,水の深さに換算した量,通常はミリメートルで表す。,なし,なし,なし,mm,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,降水量=こうすいりょう
大学受験地理_Deck1_全範囲の骨格,GE-000110,110,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気温,年較差,ねんかくさ,なし,なし,世界,世界全体,該当なし,GE-000110-C01,identify,用語の識別,最暖月の平均気温と最寒月の平均気温の差を何というか。,年較差,年較差,一般に内陸ほど大きく、海洋の影響が強い地域ほど小さい。,日較差,年較差は月平均気温の年内差、日較差は一日の最高・最低気温差。,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,年較差=ねんかくさ
大学受験地理_Deck1_全範囲の骨格,GE-000111,111,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気温,日較差,にちかくさ,なし,なし,世界,世界全体,該当なし,GE-000111-C01,identify,用語の識別,一日の最高気温と最低気温の差を何というか。,日較差,日較差,乾燥地域や晴天時に大きくなりやすい。,年較差,日較差は一日内、年較差は一年内の気温差。,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,日較差=にちかくさ
大学受験地理_Deck1_全範囲の骨格,GE-000112,112,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気温,日射,にっしゃ,なし,なし,世界,世界全体,該当なし,GE-000112-C01,identify,用語の識別,太陽から地表へ届く放射エネルギーを何というか。,日射,日射,太陽高度が高いほど単位面積当たりの日射が強くなりやすい。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,日射=にっしゃ
大学受験地理_Deck1_全範囲の骨格,GE-000113,113,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気温,気温逓減率,きおんていげんりつ,なし,なし,世界,世界全体,該当なし,GE-000113-C01,number,高度による低下,気温逓減率の目安として、対流圏では高度が100m上がると気温は平均約何度下がるか。,約0.6℃,約0.6℃｜0.6℃程度,実際の値は湿度や大気状態で変わるが、地理では100mにつき約0.6℃を目安にする。,なし,なし,なし,℃/100m,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,気温逓減率=きおんていげんりつ
大学受験地理_Deck1_全範囲の骨格,GE-000114,114,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気候因子,海陸分布,かいりくぶんぷ,なし,なし,世界,世界全体,該当なし,GE-000114-C01,identify,用語の識別,海洋と大陸の配置によって、沿岸と内陸の気温差や風が変わる気候因子を何というか。,海陸分布,海陸分布,陸は海より温まりやすく冷えやすいため、内陸ほど気温変化が大きくなりやすい。,なし,なし,なし,なし,なし,文部科学省『高等学校学習指導要領解説 地理歴史編』,https://www.mext.go.jp/content/20220802-mxt_kyoiku02-100002620_03.pdf,海陸分布=かいりくぶんぷ
大学受験地理_Deck1_全範囲の骨格,GE-000115,115,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気候因子,大陸性気候,たいりくせいきこう,なし,GE-000110｜GE-000114,世界,世界全体,該当なし,GE-000115-C01,identify,用語の識別,海洋の影響が弱く、一般に気温の年較差が大きい内陸の気候を何というか。,大陸性気候,大陸性気候,冬の寒さや夏の暑さが強まりやすい。,海洋性気候,大陸性気候は年較差が大きく、海洋性気候は小さい。,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000116,116,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気候因子,海洋性気候,かいようせいきこう,なし,GE-000110｜GE-000114,世界,世界全体,該当なし,GE-000116-C01,identify,用語の識別,海洋の影響が強く、一般に気温の年較差が小さい沿岸の気候を何というか。,海洋性気候,海洋性気候,夏は比較的涼しく、冬は比較的温和になりやすい。,大陸性気候,海洋性気候は年較差が小さく、大陸性気候は大きい。,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000117,117,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,大気運動,気圧,きあつ,なし,なし,世界,世界全体,該当なし,GE-000117-C01,identify,用語の識別,大気が地表を押す力を何というか。,気圧,気圧,気圧差が風を生む基本要因になる。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000118,118,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,大気運動,風,かぜ,なし,GE-000117,世界,世界全体,該当なし,GE-000118-C01,identify,用語の識別,一般に高気圧側から低気圧側へ向かう空気の水平移動を何というか。,風,風,実際の風向は地球の自転や摩擦の影響で曲げられる。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000119,119,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,大気運動,コリオリの力,こりおりのちから,なし,なし,世界,世界全体,該当なし,GE-000119-C01,identify,用語の識別,地球の自転によって、移動する空気や海水が北半球では右、南半球では左へ曲がるように見える力は何か。,コリオリの力,コリオリの力,赤道付近では弱く、高緯度ほど強い。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000120,120,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,大気運動,大気大循環,たいきだいじゅんかん,なし,GE-000117｜GE-000118｜GE-000119,世界,世界全体,該当なし,GE-000120-C01,identify,用語の識別,低緯度と高緯度の熱の差をならす、地球規模の大気の循環を何というか。,大気大循環,大気大循環,気圧帯と恒常風の分布を生み出す。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,大気大循環=たいきだいじゅんかん
大学受験地理_Deck1_全範囲の骨格,GE-000121,121,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気圧帯,赤道低圧帯,せきどうていあつたい,熱帯収束帯｜ITCZ,GE-000120,世界,世界全体,該当なし,GE-000121-C01,identify,用語の識別,赤道付近で強い日射により空気が上昇し、低圧となる帯を何というか。,赤道低圧帯,赤道低圧帯｜熱帯収束帯｜ITCZ,貿易風が収束し、対流性降雨が多い。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000122,122,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気圧帯,亜熱帯高圧帯,あねったいこうあつたい,なし,GE-000120,世界,世界全体,該当なし,GE-000122-C01,identify,用語の識別,南北緯30度付近で下降気流が卓越し、乾燥しやすい高圧帯を何というか。,亜熱帯高圧帯,亜熱帯高圧帯,世界の大砂漠が分布する緯度帯とおおむね対応する。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,亜熱帯高圧帯=あねったいこうあつたい
大学受験地理_Deck1_全範囲の骨格,GE-000123,123,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気圧帯,亜寒帯低圧帯,あかんたいていあつたい,なし,GE-000120,世界,世界全体,該当なし,GE-000123-C01,identify,用語の識別,南北緯60度付近で偏西風と極東風が収束し、低圧となる帯を何というか。,亜寒帯低圧帯,亜寒帯低圧帯,温帯低気圧が発達しやすい。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,亜寒帯低圧帯=あかんたいていあつたい
大学受験地理_Deck1_全範囲の骨格,GE-000124,124,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,気圧帯,極高圧帯,きょくこうあつたい,なし,GE-000120,世界,世界全体,該当なし,GE-000124-C01,identify,用語の識別,極付近で冷たい空気が下降し、高圧となる帯を何というか。,極高圧帯,極高圧帯,ここから低緯度側へ極東風が吹き出す。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000125,125,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,恒常風,貿易風,ぼうえきふう,なし,GE-000121｜GE-000122｜GE-000119,世界,世界全体,該当なし,GE-000125-C01,identify,用語の識別,亜熱帯高圧帯から赤道低圧帯へ向かい、東寄りに吹く恒常風は何か。,貿易風,貿易風,北半球では北東、南半球では南東から吹く。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000126,126,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,恒常風,偏西風,へんせいふう,なし,GE-000122｜GE-000123｜GE-000119,世界,世界全体,該当なし,GE-000126-C01,identify,用語の識別,中緯度で亜熱帯高圧帯から亜寒帯低圧帯へ向かい、西から東へ吹く恒常風は何か。,偏西風,偏西風,温帯の天気変化や海流に大きく関係する。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000127,127,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,恒常風,極東風,きょくとうふう,なし,GE-000123｜GE-000124｜GE-000119,世界,世界全体,該当なし,GE-000127-C01,identify,用語の識別,極高圧帯から亜寒帯低圧帯へ向かい、東寄りに吹く恒常風は何か。,極東風,極東風,高緯度の大気循環を構成する。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000128,128,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,風系,季節風,きせつふう,モンスーン,GE-000114,世界,世界全体,該当なし,GE-000128-C01,identify,用語の識別,大陸と海洋の気圧配置が季節で逆転し、風向が大きく変わる風を何というか。,季節風,季節風｜モンスーン,南・東アジアの雨季と乾季に大きく関係する。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000129,129,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,海洋,海流,かいりゅう,なし,なし,世界,世界全体,該当なし,GE-000129-C01,identify,用語の識別,海洋中をほぼ一定方向へ流れる大規模な海水の流れを何というか。,海流,海流,風、海水の密度差、地球の自転などで生じ、沿岸の気候に影響する。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000130,130,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,海洋,暖流,だんりゅう,なし,GE-000129,世界,世界全体,該当なし,GE-000130-C01,identify,用語の識別,低緯度側から高緯度側へ、周囲より温かい海水を運ぶ海流を何というか。,暖流,暖流,沿岸を温暖・湿潤にする傾向がある。,寒流,暖流は低緯度から高緯度へ暖水を運び、寒流は高緯度から低緯度へ冷水を運ぶ。,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000131,131,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,海洋,寒流,かんりゅう,なし,GE-000129,世界,世界全体,該当なし,GE-000131-C01,identify,用語の識別,高緯度側から低緯度側へ、周囲より冷たい海水を運ぶ海流を何というか。,寒流,寒流,沿岸を冷涼・乾燥にし、上昇流と好漁場に関係する場合がある。,暖流,寒流は高緯度から低緯度へ冷水を運び、暖流は逆方向に暖水を運ぶ。,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000132,132,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,海流,北大西洋海流,きたたいせいようかいりゅう,なし,GE-000126｜GE-000130,複数国家,北大西洋・西ヨーロッパ,該当なし,GE-000132-C01,identify,用語の識別,西ヨーロッパを同緯度の大陸東岸より温暖にする暖流は何か。,北大西洋海流,北大西洋海流,偏西風とともに西ヨーロッパの温和な気候に寄与する。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000133,133,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,海流,ペルー海流,ぺるーかいりゅう,フンボルト海流,GE-000131,複数国家,南アメリカ西岸,該当なし,GE-000133-C01,identify,用語の識別,南アメリカ西岸を北上し、沿岸の乾燥と好漁場に関係する寒流は何か。,ペルー海流,ペルー海流｜フンボルト海流,冷たい海水と上昇流がペルー沖の豊かな漁場を支える。,なし,なし,なし,なし,なし,気象庁『世界の天候』,https://www.data.jma.go.jp/cpd/monitor/index.html,なし
大学受験地理_Deck1_全範囲の骨格,GE-000134,134,Deck 1｜全範囲の骨格,両方,気候・植生・土壌,海流,黒潮,くろしお,日本海流,GE-000130,国内地域,日本南岸,該当なし,GE-000134-C01,identify,用語の識別,日本の南岸を北東へ流れ、日本の気候に影響する暖流は何か。,黒潮,黒潮｜日本海流,フィリピン東方から東シナ海、日本南岸へ流れる。,なし,なし,なし,なし,なし,気象庁『日本の気候』,https://www.jma.go.jp/jma/kishou/know/kisetsu_riyou/tenkou/Average_Climate_Japan.html,なし
