dataset_label,item_id,importance_rank,difficulty_label,unit,subunit,item,reading,aliases,prerequisite_ids,time_scale,spatial_scale,card_id,card_type,focus,question,answer,accepted_answers,explanation,confusable_with,distinction,formula,answer_unit,memory_aid,source_name,source_url,reading_map
地学基礎 Deck1 全範囲最重要骨格,ES-000060,60,Deck1｜全範囲の最重要骨格,地球のすがた,大気の運動,偏西風,へんせいふう,なし,ES-000057,複数尺度,地球規模,ES-000060-C01,identify,用語の同定,中緯度で西から東へ向かって吹く卓越風を何というか。,偏西風,偏西風,中緯度で西から東へ向かって吹く卓越風。,貿易風,偏西風は西寄り、貿易風は東寄り。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,偏西風=へんせいふう
地学基礎 Deck1 全範囲最重要骨格,ES-000060,60,Deck1｜全範囲の最重要骨格,地球のすがた,大気の運動,偏西風,へんせいふう,なし,ES-000057,複数尺度,地球規模,ES-000060-C02,structure,吹く向き,偏西風は概してどちらからどちらへ吹くか。,西から東,西から東｜西→東,中緯度では西寄りの風が卓越し、天気も西から東へ移りやすい。,貿易風,偏西風は西寄り、貿易風は東寄り。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,偏西風=へんせいふう
地学基礎 Deck1 全範囲最重要骨格,ES-000061,61,Deck1｜全範囲の最重要骨格,地球のすがた,大気の運動,コリオリの力,こりおりのちから,転向力,なし,秒〜日,地球規模,ES-000061-C01,identify,用語の同定,自転する地球上で動く物体が、北半球では進行方向の右、南半球では左へ曲げられるように見える力を何というか。,コリオリの力,コリオリの力｜転向力,自転する地球上で動く物体が、北半球では進行方向の右、南半球では左へ曲げられるように見える力。,遠心力,コリオリの力は運動方向を横に曲げる見かけの力。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000061,61,Deck1｜全範囲の最重要骨格,地球のすがた,大気の運動,コリオリの力,こりおりのちから,転向力,なし,秒〜日,地球規模,ES-000061-C02,comparison,半球による向き,コリオリの力で、運動する物体は北半球と南半球でそれぞれ進行方向のどちらへ曲げられるか。,北半球は右、南半球は左,北半球は右、南半球は左｜北は右、南は左,赤道ではコリオリの効果は小さく、極に近いほど大きい。,遠心力,コリオリの力は運動方向を横に曲げる見かけの力。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000062,62,Deck1｜全範囲の最重要骨格,地球のすがた,海洋の運動,海洋の大循環,かいようのだいじゅんかん,なし,なし,複数尺度,地球規模,ES-000062-C01,identify,用語の同定,海水が表層と深層を含めて地球規模で巡る循環を何というか。,海洋の大循環,海洋の大循環,海水が表層と深層を含めて地球規模で巡る循環。,なし,なし,なし,なし,なし,気象庁「海洋の循環」,https://www.data.jma.go.jp/kaiyou/db/obs/knowledge/circulation.html,循環=じゅんかん
地学基礎 Deck1 全範囲最重要骨格,ES-000062,62,Deck1｜全範囲の最重要骨格,地球のすがた,海洋の運動,海洋の大循環,かいようのだいじゅんかん,なし,なし,複数尺度,地球規模,ES-000062-C02,structure,二大循環,海洋の大循環を、主な駆動要因から大きく二つに分けると何か。,表層循環と深層循環,表層循環と深層循環｜風成循環と熱塩循環,表層は主に風、深層は主に水温・塩分による密度差で動く。,なし,なし,なし,なし,なし,気象庁「海洋の循環」,https://www.data.jma.go.jp/kaiyou/db/obs/knowledge/circulation.html,循環=じゅんかん
地学基礎 Deck1 全範囲最重要骨格,ES-000063,63,Deck1｜全範囲の最重要骨格,地球のすがた,海洋の運動,表層循環,ひょうそうじゅんかん,風成循環,ES-000062,複数尺度,地球規模,ES-000063-C01,identify,用語の同定,主に風によって海洋の表層で起こる大規模な海水の循環を何というか。,表層循環,表層循環｜風成循環,主に風によって海洋の表層で起こる大規模な海水の循環。,深層循環,表層循環は主に風、深層循環は主に密度差で駆動される。,なし,なし,なし,気象庁「海洋の循環」,https://www.data.jma.go.jp/kaiyou/db/obs/knowledge/circulation.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000063,63,Deck1｜全範囲の最重要骨格,地球のすがた,海洋の運動,表層循環,ひょうそうじゅんかん,風成循環,ES-000062,複数尺度,地球規模,ES-000063-C02,relation,主な駆動力,表層循環を主に動かすものは何か。,風,風｜卓越風,貿易風や偏西風が海面に力を加え、大洋規模の循環をつくる。,深層循環,表層循環は主に風、深層循環は主に密度差で駆動される。,なし,なし,なし,気象庁「海洋の循環」,https://www.data.jma.go.jp/kaiyou/db/obs/knowledge/circulation.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000064,64,Deck1｜全範囲の最重要骨格,地球のすがた,海洋の運動,深層循環,しんそうじゅんかん,熱塩循環,ES-000062,数十〜数千年,地球規模,ES-000064-C01,identify,用語の同定,水温と塩分による海水の密度差で起こる、深海を含む海水の循環を何というか。,深層循環,深層循環｜熱塩循環,水温と塩分による海水の密度差で起こる、深海を含む海水の循環。,表層循環,深層循環は主に海水の密度差で駆動される。,なし,なし,なし,気象庁「海洋の循環」,https://www.data.jma.go.jp/kaiyou/db/obs/knowledge/circulation.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000064,64,Deck1｜全範囲の最重要骨格,地球のすがた,海洋の運動,深層循環,しんそうじゅんかん,熱塩循環,ES-000062,数十〜数千年,地球規模,ES-000064-C02,relation,主な駆動力,深層循環を主に動かす海水の性質は何か。,水温と塩分による密度差,水温と塩分による密度差｜海水の密度差,低温・高塩分の海水ほど密度が大きくなり、沈み込みやすい。,表層循環,深層循環は主に海水の密度差で駆動される。,なし,なし,なし,気象庁「海洋の循環」,https://www.data.jma.go.jp/kaiyou/db/obs/knowledge/circulation.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000065,65,Deck1｜全範囲の最重要骨格,地球のすがた,海洋の運動,暖流,だんりゅう,なし,ES-000062,複数尺度,地球規模,ES-000065-C01,identify,用語の同定,低緯度側から高緯度側へ比較的暖かい海水を運ぶ海流を何というか。,暖流,暖流,低緯度側から高緯度側へ比較的暖かい海水を運ぶ海流。,寒流,暖流は周囲より暖かい海水を運ぶ。,なし,なし,なし,気象庁「海洋の健康診断表 用語解説」,https://www.data.jma.go.jp/kaiyou/shindan/etc/expshindan.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000065,65,Deck1｜全範囲の最重要骨格,地球のすがた,海洋の運動,暖流,だんりゅう,なし,ES-000062,複数尺度,地球規模,ES-000065-C02,example,日本の代表例,日本付近を流れる代表的な暖流を一つ答えよ。,黒潮,黒潮｜日本海流｜対馬暖流,黒潮は日本の南岸を流れる強い暖流である。,寒流,暖流は周囲より暖かい海水を運ぶ。,なし,なし,なし,気象庁「海洋の健康診断表 用語解説」,https://www.data.jma.go.jp/kaiyou/shindan/etc/expshindan.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000066,66,Deck1｜全範囲の最重要骨格,地球のすがた,海洋の運動,寒流,かんりゅう,なし,ES-000062,複数尺度,地球規模,ES-000066-C01,identify,用語の同定,高緯度側から低緯度側へ比較的冷たい海水を運ぶ海流を何というか。,寒流,寒流,高緯度側から低緯度側へ比較的冷たい海水を運ぶ海流。,暖流,寒流は周囲より冷たい海水を運ぶ。,なし,なし,なし,気象庁「海洋の健康診断表 用語解説」,https://www.data.jma.go.jp/kaiyou/shindan/etc/expshindan.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000066,66,Deck1｜全範囲の最重要骨格,地球のすがた,海洋の運動,寒流,かんりゅう,なし,ES-000062,複数尺度,地球規模,ES-000066-C02,example,日本の代表例,日本付近を流れる代表的な寒流を一つ答えよ。,親潮,親潮｜千島海流,親潮は北海道・東北沖へ南下する寒流である。,暖流,寒流は周囲より冷たい海水を運ぶ。,なし,なし,なし,気象庁「海洋の健康診断表 用語解説」,https://www.data.jma.go.jp/kaiyou/shindan/etc/expshindan.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000067,67,Deck1｜全範囲の最重要骨格,地球のすがた,日本周辺の海流,黒潮,くろしお,日本海流,ES-000065,複数尺度,日本列島,ES-000067-C01,identify,用語の同定,日本の南岸に沿って北東へ流れる、強い暖流を何というか。,黒潮,黒潮｜日本海流,日本の南岸に沿って北東へ流れる、強い暖流。,親潮,黒潮は暖流、親潮は寒流。,なし,なし,なし,気象庁「海洋の健康診断表 用語解説」,https://www.data.jma.go.jp/kaiyou/shindan/etc/expshindan.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000067,67,Deck1｜全範囲の最重要骨格,地球のすがた,日本周辺の海流,黒潮,くろしお,日本海流,ES-000065,複数尺度,日本列島,ES-000067-C02,location,流れる方向,黒潮は日本の南岸に沿って、概してどちらへ流れるか。,北東,北東｜北東方向,黒潮はフィリピン東方から台湾・南西諸島を経て日本南岸へ向かう。,親潮,黒潮は暖流、親潮は寒流。,なし,なし,なし,気象庁「海洋の健康診断表 用語解説」,https://www.data.jma.go.jp/kaiyou/shindan/etc/expshindan.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000068,68,Deck1｜全範囲の最重要骨格,地球のすがた,日本周辺の海流,親潮,おやしお,千島海流,ES-000066,複数尺度,日本列島,ES-000068-C01,identify,用語の同定,千島列島から北海道・東北沖へ南下する寒流を何というか。,親潮,親潮｜千島海流,千島列島から北海道・東北沖へ南下する寒流。,黒潮,親潮は寒流、黒潮は暖流。,なし,なし,なし,気象庁「親潮の知識」,https://www.data.jma.go.jp/kaiyou/data/db/hakodate/knowledge/oyashio.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000068,68,Deck1｜全範囲の最重要骨格,地球のすがた,日本周辺の海流,親潮,おやしお,千島海流,ES-000066,複数尺度,日本列島,ES-000068-C02,location,流れる方向,親潮は千島列島方面から北海道・東北沖へ、概してどちらへ流れるか。,南西から南,南西から南｜南下する,親潮は低温で栄養塩に富む海水を運ぶ。,黒潮,親潮は寒流、黒潮は暖流。,なし,なし,なし,気象庁「親潮の知識」,https://www.data.jma.go.jp/kaiyou/data/db/hakodate/knowledge/oyashio.html,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000069,69,Deck1｜全範囲の最重要骨格,変動する地球,宇宙の進化,ビッグバン,びっぐばん,なし,なし,万〜億年,宇宙,ES-000069-C01,identify,用語の同定,約138億年前、宇宙が非常に高温・高密度の状態から膨張し始めた出来事を何というか。,ビッグバン,ビッグバン,約138億年前、宇宙が非常に高温・高密度の状態から膨張し始めた出来事。,宇宙の晴れ上がり,ビッグバンは膨張の始まり、晴れ上がりは約38万年後に光が直進しやすくなった時期。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000069,69,Deck1｜全範囲の最重要骨格,変動する地球,宇宙の進化,ビッグバン,びっぐばん,なし,なし,万〜億年,宇宙,ES-000069-C02,structure,初期宇宙の元素,ビッグバン後の初期宇宙で主にできた二つの元素は何か。,水素とヘリウム,水素とヘリウム｜水素・ヘリウム,より重い元素の多くは、その後に恒星内部などでつくられた。,宇宙の晴れ上がり,ビッグバンは膨張の始まり、晴れ上がりは約38万年後に光が直進しやすくなった時期。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000070,70,Deck1｜全範囲の最重要骨格,変動する地球,宇宙の進化,宇宙の年齢,うちゅうのねんれい,なし,ES-000069,万〜億年,宇宙,ES-000070-C01,scale,宇宙の時間尺度,宇宙の年齢は約何億年か。,約138億年,約138億年｜138億年,宇宙は約138億年前に高温・高密度の状態から膨張を始めた。,なし,なし,なし,億年,なし,大学入試センター「令和8年度大学入学共通テスト 地学基礎」,https://www.dnc.ac.jp/albums/abm.php?d=2144&f=abm00017561.pdf&n=2026_ol_22_chigakukiso.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000071,71,Deck1｜全範囲の最重要骨格,変動する地球,宇宙の進化,宇宙の膨張,うちゅうのぼうちょう,なし,ES-000069,万〜億年,宇宙,ES-000071-C01,identify,用語の同定,銀河どうしの平均的な距離が時間とともに大きくなる宇宙全体の変化を何というか。,宇宙の膨張,宇宙の膨張,銀河どうしの平均的な距離が時間とともに大きくなる宇宙全体の変化。,銀河の固有運動,宇宙膨張は空間全体の尺度が増大する現象。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000071,71,Deck1｜全範囲の最重要骨格,変動する地球,宇宙の進化,宇宙の膨張,うちゅうのぼうちょう,なし,ES-000069,万〜億年,宇宙,ES-000071-C02,relation,観測的証拠,遠方の銀河ほど、光のスペクトルが長波長側へずれる傾向を何というか。,赤方偏移,赤方偏移,銀河の赤方偏移は、宇宙が膨張している重要な観測証拠である。,銀河の固有運動,宇宙膨張は空間全体の尺度が増大する現象。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000072,72,Deck1｜全範囲の最重要骨格,変動する地球,宇宙の進化,宇宙の晴れ上がり,うちゅうのはれあがり,再結合期,ES-000069,万〜億年,宇宙,ES-000072-C01,identify,用語の同定,宇宙誕生約38万年後、電子と原子核が結びついて光が遠くまで進めるようになった時期を何というか。,宇宙の晴れ上がり,宇宙の晴れ上がり｜再結合期,宇宙誕生約38万年後、電子と原子核が結びついて光が遠くまで進めるようになった時期。,ビッグバン,宇宙の晴れ上がりはビッグバン直後ではなく約38万年後。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000072,72,Deck1｜全範囲の最重要骨格,変動する地球,宇宙の進化,宇宙の晴れ上がり,うちゅうのはれあがり,再結合期,ES-000069,万〜億年,宇宙,ES-000072-C02,scale,起こった時期,宇宙の晴れ上がりは、ビッグバンのおよそ何年後に起こったか。,約38万年後,約38万年後｜38万年後,原子が形成され、光が物質に散乱されにくくなった。,ビッグバン,宇宙の晴れ上がりはビッグバン直後ではなく約38万年後。,なし,年,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000073,73,Deck1｜全範囲の最重要骨格,変動する地球,太陽系の形成,原始太陽系円盤,げんしたいようけいえんばん,原始惑星系円盤,なし,万〜億年,太陽系,ES-000073-C01,identify,用語の同定,若い太陽の周囲に形成され、惑星の材料となったガスとちりの円盤を何というか。,原始太陽系円盤,原始太陽系円盤｜原始惑星系円盤,若い太陽の周囲に形成され、惑星の材料となったガスとちりの円盤。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,円盤=えんばん
地学基礎 Deck1 全範囲最重要骨格,ES-000073,73,Deck1｜全範囲の最重要骨格,変動する地球,太陽系の形成,原始太陽系円盤,げんしたいようけいえんばん,原始惑星系円盤,なし,万〜億年,太陽系,ES-000073-C02,sequence,形成順序,原始太陽系円盤から惑星ができる基本順序を、ちりの集積後から答えよ。,微惑星→原始惑星→惑星,微惑星→原始惑星→惑星｜微惑星、原始惑星、惑星,小さな固体粒子が集まり、衝突・合体を繰り返して成長する。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,円盤=えんばん
地学基礎 Deck1 全範囲最重要骨格,ES-000074,74,Deck1｜全範囲の最重要骨格,変動する地球,太陽系の形成,太陽系,たいようけい,なし,ES-000073,万〜億年,太陽系,ES-000074-C01,identify,用語の同定,太陽と、その重力に支配されて公転する惑星・衛星・小天体などの集まりを何というか。,太陽系,太陽系,太陽と、その重力に支配されて公転する惑星・衛星・小天体などの集まり。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000074,74,Deck1｜全範囲の最重要骨格,変動する地球,太陽系の形成,太陽系,たいようけい,なし,ES-000073,万〜億年,太陽系,ES-000074-C02,structure,主要構成,太陽系を構成する中心天体と、その周囲を公転する主要天体は何か。,太陽と惑星,太陽と惑星｜太陽・惑星,このほか衛星、小惑星、彗星、太陽系外縁天体なども含む。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000075,75,Deck1｜全範囲の最重要骨格,変動する地球,太陽,太陽,たいよう,なし,ES-000074,万〜億年,太陽系,ES-000075-C01,identify,用語の同定,太陽系の中心にあり、自ら光と熱を放つ恒星を何というか。,太陽,太陽,太陽系の中心にあり、自ら光と熱を放つ恒星。,惑星,太陽は核融合で自ら輝く恒星、惑星は恒星の周りを公転する。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000075,75,Deck1｜全範囲の最重要骨格,変動する地球,太陽,太陽,たいよう,なし,ES-000074,万〜億年,太陽系,ES-000075-C02,definition,天体分類,太陽は天体の分類では何か。,恒星,恒星,中心部の核融合で自ら光と熱を放つため、恒星に分類される。,惑星,太陽は恒星で、地球は惑星。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000076,76,Deck1｜全範囲の最重要骨格,変動する地球,太陽,核融合,かくゆうごう,なし,ES-000075,万〜億年,太陽系,ES-000076-C01,identify,用語の同定,軽い原子核どうしが結びついてより重い原子核となり、大きなエネルギーを放出する反応を何というか。,核融合,核融合,軽い原子核どうしが結びついてより重い原子核となり、大きなエネルギーを放出する反応。,核分裂,核融合は軽い原子核が結合し、核分裂は重い原子核が分かれる。,なし,なし,なし,大学入試センター「令和8年度大学入学共通テスト 地学基礎」,https://www.dnc.ac.jp/albums/abm.php?d=2144&f=abm00017561.pdf&n=2026_ol_22_chigakukiso.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000076,76,Deck1｜全範囲の最重要骨格,変動する地球,太陽,核融合,かくゆうごう,なし,ES-000075,万〜億年,太陽系,ES-000076-C02,relation,太陽の反応,現在の太陽中心部では、主に何が何へ変わる核融合が起きているか。,水素がヘリウムへ変わる,水素がヘリウムへ変わる｜水素→ヘリウム,反応で失われたわずかな質量がエネルギーへ変換される。,核分裂,核融合は軽い原子核が結合し、核分裂は重い原子核が分かれる。,なし,なし,なし,大学入試センター「令和8年度大学入学共通テスト 地学基礎」,https://www.dnc.ac.jp/albums/abm.php?d=2144&f=abm00017561.pdf&n=2026_ol_22_chigakukiso.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000077,77,Deck1｜全範囲の最重要骨格,変動する地球,地球の形成,地球の誕生,ちきゅうのたんじょう,なし,ES-000073,万〜億年,太陽系,ES-000077-C01,identify,用語の同定,原始太陽系円盤内の微惑星などが衝突・集積して原始地球が形成された出来事を何というか。,地球の誕生,地球の誕生,原始太陽系円盤内の微惑星などが衝突・集積して原始地球が形成された出来事。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000077,77,Deck1｜全範囲の最重要骨格,変動する地球,地球の形成,地球の誕生,ちきゅうのたんじょう,なし,ES-000073,万〜億年,太陽系,ES-000077-C02,sequence,形成過程,地球が形成された基本過程を短く答えよ。,微惑星の衝突・集積,微惑星の衝突・集積｜微惑星が衝突・合体して集積した,衝突エネルギーや放射性元素の熱で原始地球は高温になった。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000078,78,Deck1｜全範囲の最重要骨格,変動する地球,地球の形成,地球の年齢,ちきゅうのねんれい,なし,ES-000077,万〜億年,太陽系,ES-000078-C01,scale,地球の時間尺度,地球の年齢は約何億年か。,約46億年,約46億年｜46億年,地球は太陽系の形成過程で約46億年前に誕生した。,なし,なし,なし,億年,なし,大学入試センター「令和8年度大学入学共通テスト 地学基礎」,https://www.dnc.ac.jp/albums/abm.php?d=2144&f=abm00017561.pdf&n=2026_ol_22_chigakukiso.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000079,79,Deck1｜全範囲の最重要骨格,変動する地球,地球の形成,原始大気,げんしたいき,なし,ES-000077,万〜億年,地球規模,ES-000079-C01,identify,用語の同定,形成初期の地球を取り巻いていた、現在とは組成の大きく異なる大気を何というか。,原始大気,原始大気,形成初期の地球を取り巻いていた、現在とは組成の大きく異なる大気。,現在の大気,原始大気には現在のような豊富な酸素はなかった。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000079,79,Deck1｜全範囲の最重要骨格,変動する地球,地球の形成,原始大気,げんしたいき,なし,ES-000077,万〜億年,地球規模,ES-000079-C02,comparison,酸素量,原始大気には、現在の大気のように遊離酸素が多く含まれていたか。,ほとんど含まれていなかった,ほとんど含まれていなかった｜少なかった,大気中の酸素は、後に光合成生物の活動で増加した。,現在の大気,原始大気には現在のような豊富な酸素はなかった。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000080,80,Deck1｜全範囲の最重要骨格,変動する地球,地球の形成,海洋の形成,かいようのけいせい,なし,ES-000079,万〜億年,地球規模,ES-000080-C01,identify,用語の同定,地球が冷えるにつれて水蒸気が凝結し、降雨がたまって海ができた過程を何というか。,海洋の形成,海洋の形成,地球が冷えるにつれて水蒸気が凝結し、降雨がたまって海ができた過程。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000080,80,Deck1｜全範囲の最重要骨格,変動する地球,地球の形成,海洋の形成,かいようのけいせい,なし,ES-000079,万〜億年,地球規模,ES-000080-C02,sequence,形成条件,原始地球で海洋が形成されるために、まず地表環境はどう変化したか。,地球が冷えた,地球が冷えた｜地表温度が低下した,冷却によって大気中の水蒸気が凝結し、雨となって地表にたまった。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000081,81,Deck1｜全範囲の最重要骨格,変動する地球,地質時代,地質時代,ちしつじだい,なし,なし,万〜億年,地球規模,ES-000081-C01,identify,用語の同定,地層や化石などを基に区分した地球の歴史の時代を何というか。,地質時代,地質時代,地層や化石などを基に区分した地球の歴史の時代。,なし,なし,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,地質=ちしつ
地学基礎 Deck1 全範囲最重要骨格,ES-000081,81,Deck1｜全範囲の最重要骨格,変動する地球,地質時代,地質時代,ちしつじだい,なし,なし,万〜億年,地球規模,ES-000081-C02,sequence,大区分の順序,先カンブリア時代の後を、古い順に三つの地質時代で答えよ。,古生代→中生代→新生代,古生代→中生代→新生代｜古生代、中生代、新生代,地球史の大きな骨格は、先カンブリア時代、古生代、中生代、新生代の順。,なし,なし,なし,なし,先・古・中・新,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,地質=ちしつ
地学基礎 Deck1 全範囲最重要骨格,ES-000082,82,Deck1｜全範囲の最重要骨格,変動する地球,地質時代,先カンブリア時代,せんかんぶりあじだい,なし,ES-000081,万〜億年,地球規模,ES-000082-C01,identify,用語の同定,地球誕生からカンブリア紀の始まりまでの、地球史の大部分を占める時代を何というか。,先カンブリア時代,先カンブリア時代,地球誕生からカンブリア紀の始まりまでの、地球史の大部分を占める時代。,古生代,先カンブリア時代は古生代より前。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000082,82,Deck1｜全範囲の最重要骨格,変動する地球,地質時代,先カンブリア時代,せんかんぶりあじだい,なし,ES-000081,万〜億年,地球規模,ES-000082-C02,scale,地球史に占める割合,先カンブリア時代は、地球史の長さの大部分を占めるか。,占める,占める｜地球史の約9割を占める,地球誕生から約5.4億年前まで続き、地球史の約9割に相当する。,古生代,先カンブリア時代は古生代より前。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000083,83,Deck1｜全範囲の最重要骨格,変動する地球,地質時代,古生代,こせいだい,なし,ES-000081,万〜億年,地球規模,ES-000083-C01,identify,用語の同定,カンブリア紀からペルム紀までを含む地質時代を何というか。,古生代,古生代,カンブリア紀からペルム紀までを含む地質時代。,中生代,古生代は中生代より古く、末に大規模な大量絶滅が起きた。,なし,なし,なし,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
地学基礎 Deck1 全範囲最重要骨格,ES-000083,83,Deck1｜全範囲の最重要骨格,変動する地球,地質時代,古生代,こせいだい,なし,ES-000081,万〜億年,地球規模,ES-000083-C02,sequence,紀の順序,古生代の六つの紀を古い順に答えよ。,カンブリア紀→オルドビス紀→シルル紀→デボン紀→石炭紀→ペルム紀,カンブリア紀→オルドビス紀→シルル紀→デボン紀→石炭紀→ペルム紀,古生代はこの六つの紀からなる。,中生代,古生代は中生代より古く、末に大規模な大量絶滅が起きた。,なし,なし,カ・オ・シ・デ・石・ペ,文部科学省「高等学校学習指導要領解説 理科編 理数編」,https://www.mext.go.jp/content/20250311-mxt_kyoiku02-100002620_05.pdf,なし
