dataset_label,term_id,importance_rank,difficulty_label,word,part_of_speech,meaning,accepted_answers,example_sentence,example_translation
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000619,619,Deck 2｜受験基礎,framework,名詞,考えるための枠組み,考えるための枠組み|骨組み,The theory offers a useful framework for analyzing behavior.,その理論は行動を分析するための有用な枠組みを提供する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000620,620,Deck 2｜受験基礎,propose,動詞,〜を提案する,〜を提案する|〜を提示する|結婚を申し込む,The mayor proposed a new plan for public transport.,市長は公共交通の新しい計画を提案した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000621,621,Deck 2｜受験基礎,accumulate,動詞,蓄積する,蓄積する|〜を蓄える,Small amounts of waste can accumulate over time.,少量の廃棄物でも時間とともに蓄積することがある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000622,622,Deck 2｜受験基礎,fund,名詞・動詞,資金,資金|基金|〜に資金を出す,The research fund supports projects led by young scientists.,その研究資金は若い科学者が率いる企画を支援している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000623,623,Deck 2｜受験基礎,substantial,形容詞,かなりの量・程度の,かなりの量・程度の|実質的な|頑丈な,The project requires a substantial amount of public funding.,その事業にはかなりの額の公的資金が必要である。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000624,624,Deck 2｜受験基礎,pursue,動詞,〜を追求する,〜を追求する|〜を追いかける|従事する,She moved abroad to pursue a career in science.,彼女は科学の道を追求するため海外へ移った。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000625,625,Deck 2｜受験基礎,acknowledge,動詞,〜を事実として認める,〜を事実として認める|〜に謝意を示す,The report acknowledges several weaknesses in the original study.,その報告書は当初の研究にある複数の弱点を事実として認めている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000626,626,Deck 2｜受験基礎,thus,副詞,このようにして・したがって,このようにして・したがって|それゆえ,The sample was too small and thus unreliable.,その標本は小さすぎ、そのため信頼できなかった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000627,627,Deck 2｜受験基礎,generation,名詞,世代,世代|発生|生成,Each generation faces challenges that differ from those before it.,各世代は前の世代とは異なる課題に直面する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000628,628,Deck 2｜受験基礎,sufficient,形容詞,必要を満たすだけの,必要を満たすだけの|十分な,There was sufficient evidence to support the conclusion.,その結論を支えるのに必要を満たすだけの証拠があった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000629,629,Deck 2｜受験基礎,recommend,動詞,〜を勧める,〜を勧める|〜を推薦する,Doctors recommend getting enough sleep before an important test.,医師は重要な試験の前に十分眠ることを勧めている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000630,630,Deck 2｜受験基礎,administer,動詞,〜を管理・運営する,〜を管理・運営する|〜を投与する,The program is administered by a local nonprofit organization.,その事業は地域の非営利団体によって管理・運営されている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000631,631,Deck 2｜受験基礎,hypothesis,名詞,検証される仮説,検証される仮説|仮説,The experiment was designed to test the original hypothesis.,その実験は当初の仮説を検証するために設計された。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000632,632,Deck 2｜受験基礎,temporary,形容詞,一時的な,一時的な|仮の,The road closure is temporary and will end tomorrow.,その道路閉鎖は一時的で、明日終了する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000633,633,Deck 2｜受験基礎,reject,動詞,〜を拒絶する,〜を拒絶する|〜を退ける|不合格にする,The board rejected the proposal because it was too costly.,理事会は費用がかかりすぎるとしてその提案を拒絶した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000634,634,Deck 2｜受験基礎,anticipate,動詞,〜を前もって予期する,〜を前もって予期する|〜を期待する,The city anticipated heavy traffic during the festival.,市は祭りの間の激しい交通混雑を前もって予期していた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000635,635,Deck 2｜受験基礎,ultimately,副詞,最終的には,最終的には|根本的には,The final choice ultimately belongs to the individual.,最終的な選択は結局のところ個人に委ねられる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000636,636,Deck 2｜受験基礎,inequality,名詞,不平等,不平等|格差,Education can help reduce inequality between social groups.,教育は社会集団間の不平等を減らす助けになりうる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000637,637,Deck 2｜受験基礎,theoretical,形容詞,理論上の,理論上の|理論的な,The idea is interesting but remains largely theoretical.,その考えは興味深いが、依然として大部分が理論上のものだ。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000638,638,Deck 2｜受験基礎,resolve,動詞,〜を解消する,〜を解消する|〜を決着させる|決心する,Both sides met again to resolve the conflict peacefully.,双方は対立を平和的に解消するため再び会談した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000639,639,Deck 2｜受験基礎,appeal,動詞・名詞,〜に訴えかける,〜に訴えかける|上訴する|魅力|訴え,The campaign appeals to people's concern for future generations.,その運動は将来世代への人々の関心に訴えかける。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000640,640,Deck 2｜受験基礎,instance,名詞,具体的な一例,具体的な一例|場合,This is one instance where the general rule does not apply.,これは一般原則が当てはまらない具体的な一例である。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000641,641,Deck 2｜受験基礎,unique,形容詞,唯一無二の,唯一無二の|独特の,Each language offers a unique way of describing experience.,各言語は経験を表す唯一無二の方法を提供する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000642,642,Deck 2｜受験基礎,instruction,名詞,指示・説明書,指示・説明書|命令|教育,The instructions explain how to install the program safely.,説明書にはプログラムを安全に導入する方法が記されている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000643,643,Deck 2｜受験基礎,restrict,動詞,〜を限定する,〜を限定する|〜を制約する,The rule restricts access to private information online.,その規則はオンライン上の個人情報へのアクセスを限定している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000644,644,Deck 2｜受験基礎,virtually,副詞,事実上,事実上|ほとんど,The old system has virtually disappeared from large cities.,古い制度は大都市から事実上姿を消した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000645,645,Deck 2｜受験基礎,assign,動詞,〜を割り当てる,〜を割り当てる|〜を任命する,The teacher assigned each group a different topic.,先生は各グループに異なる題目を割り当てた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000646,646,Deck 2｜受験基礎,intention,名詞,意図,意図|意向,"Her intention was to help, not to criticize anyone.",彼女の意図は誰かを批判することではなく、助けることだった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000647,647,Deck 2｜受験基礎,universal,形容詞,すべてに共通する,すべてに共通する|普遍的な|全世界の,The desire for safety may be nearly universal.,安全を求める願いはほぼすべてに共通するものかもしれない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000648,648,Deck 2｜受験基礎,seek,動詞,〜を求める,〜を求める|〜しようと努める,Many graduates seek work that directly benefits society.,多くの卒業生は社会に直接役立つ仕事を求める。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000649,649,Deck 2｜受験基礎,assure,動詞,人に〜だと請け合う,人に〜だと請け合う|〜を安心させる,The doctor assured her that the treatment was safe.,医師はその治療が安全だと彼女に請け合った。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000650,650,Deck 2｜受験基礎,interpretation,名詞,解釈のしかた,解釈のしかた|通訳,The poem allows more than one reasonable interpretation.,その詩には複数の妥当な解釈のしかたがありうる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000651,651,Deck 2｜受験基礎,widely,副詞,広い範囲で,広い範囲で|広く,The method is widely used in language education.,その方法は言語教育で広い範囲に使われている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000652,652,Deck 2｜受験基礎,specify,動詞,〜を明確に述べる,〜を明確に述べる|〜を指定する,The instructions specify where each file should be saved.,説明書には各ファイルをどこに保存すべきかが明確に述べられている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000653,653,Deck 2｜受験基礎,urban,形容詞,都市部の,都市部の|都会の,Urban populations continue to grow in many countries.,多くの国で都市部の人口は増え続けている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000654,654,Deck 2｜受験基礎,cease,動詞,〜をやめる・終える,〜をやめる・終える|終わる,The factory suddenly ceased production after the serious accident.,その工場は重大な事故後、突然生産をやめた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000655,655,Deck 2｜受験基礎,investment,名詞,投資,投資|投資対象|投入,Education is a long-term investment in society's future.,教育は社会の未来への長期的な投資である。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000656,656,Deck 2｜受験基礎,submit,動詞,〜を提出する,〜を提出する|〜に従う,Please submit your completed application before the final deadline.,最終締め切り前に記入済みの申請書を提出してください。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000657,657,Deck 2｜受験基礎,compete,動詞,競争する,競争する|張り合う,Small stores must compete with large online companies.,小規模店舗は大手オンライン企業と競争しなければならない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000658,658,Deck 2｜受験基礎,visible,形容詞,目に見える,目に見える|明白な,The mountain is clearly visible from the station.,その山は駅からはっきり目に見える。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000659,659,Deck 2｜受験基礎,justice,名詞,正義・公正,正義・公正|司法,The movement demanded justice for workers treated unfairly.,その運動は不当に扱われた労働者のために正義を求めた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000660,660,Deck 2｜受験基礎,roughly,副詞,大まかに・およそ,大まかに・およそ|おおよそ|乱暴に,The two groups were roughly equal in size.,その二つの集団は大きさがおおよそ同じだった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000661,661,Deck 2｜受験基礎,transfer,動詞・名詞,〜を別の場所へ移す,〜を別の場所へ移す|〜を移転する|乗り換える|移動,The hospital transferred the patient to another department.,病院は患者を別の診療科へ移した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000662,662,Deck 2｜受験基礎,comprise,動詞,〜を構成要素として含む,〜を構成要素として含む|〜から成る,The course comprises ten lectures and two practical sessions.,その講座は10回の講義と2回の実習を構成要素として含む。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000663,663,Deck 2｜受験基礎,absolute,形容詞・名詞,絶対的な,絶対的な|完全な|絶対値,Scientific knowledge rarely provides complete and absolute certainty.,科学的知識が完全で絶対的な確実性を与えることはめったにない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000664,664,Deck 2｜受験基礎,labor,名詞・動詞,労働,労働|労働者層|働く,New machines reduced the amount of manual labor required.,新しい機械は必要な肉体労働の量を減らした。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000665,665,Deck 2｜受験基礎,transform,動詞,〜を変容させる,〜を変容させる|〜を一変させる,Digital tools have transformed the way people communicate.,デジタル機器は人々の意思疎通の方法を変容させた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000666,666,Deck 2｜受験基礎,confront,動詞,〜に正面から立ち向かう,〜に正面から立ち向かう|〜に直面させる,Society must confront the causes of growing inequality.,社会は拡大する不平等の原因に正面から立ち向かわなければならない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000667,667,Deck 2｜受験基礎,mechanism,名詞,作用の仕組み,作用の仕組み|機構,Scientists are studying the mechanism behind the disease.,科学者たちはその病気の背後にある作用の仕組みを研究している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000668,668,Deck 2｜受験基礎,annual,形容詞・名詞,年に一度の,年に一度の|年間の|一年草,The school holds an annual festival for local residents.,その学校は地域住民向けに年に一度の祭りを開く。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000669,669,Deck 2｜受験基礎,strictly,副詞,厳格に,厳格に|厳密に|厳しく,The safety rules are strictly enforced in the laboratory.,その安全規則は実験室で厳格に施行されている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000670,670,Deck 2｜受験基礎,undergo,動詞,〜を受ける（変化・治療など）,〜を受ける（変化・治療など）|〜を経験する,The building underwent major structural repairs during the summer.,その建物は夏の間に大規模な構造修理を受けた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000671,671,Deck 2｜受験基礎,media,名詞,報道・情報媒体,報道・情報媒体|メディア,Social media can spread false information extremely quickly.,ソーシャルメディアは誤った情報を非常に速く広めることができる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000672,672,Deck 2｜受験基礎,conserve,動詞,〜を保全する,〜を保全する|〜を節約する,The project aims to conserve forests and wildlife.,その事業は森林と野生生物を保全することを目指している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000673,673,Deck 2｜受験基礎,artificial,形容詞,人工的に作られた,人工的に作られた|不自然な,The lake was created by an artificial barrier.,その湖は人工的に作られた堤防によって生まれた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000674,674,Deck 2｜受験基礎,motive,名詞,行動の動機,行動の動機|目的,The police could not identify a clear motive for the crime.,警察はその犯罪の明確な動機を特定できなかった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000675,675,Deck 2｜受験基礎,undertake,動詞,〜を引き受ける,〜を引き受ける|〜に着手する,She undertook the difficult task of coordinating the entire project.,彼女はその事業全体を調整するという難しい仕事を引き受けた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000676,676,Deck 2｜受験基礎,consult,動詞,〜に相談する,〜に相談する|〜を参照する,You should consult a doctor if the pain continues.,痛みが続くなら医師に相談すべきだ。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000677,677,Deck 2｜受験基礎,beneficial,形容詞,利益をもたらす,利益をもたらす|有益な,Daily exercise is beneficial to both body and mind.,毎日の運動は心身の両方に利益をもたらす。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000678,678,Deck 2｜受験基礎,partly,副詞,一部は,一部は|部分的に,The decline was partly caused by higher prices.,その低下は一部、価格上昇によって引き起こされた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000679,679,Deck 2｜受験基礎,outcome,名詞,最終的な結果,最終的な結果|成果,Nobody could predict the outcome of the negotiations.,誰も交渉の最終的な結果を予測できなかった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000680,680,Deck 2｜受験基礎,withdraw,動詞,〜を撤回する,〜を撤回する|引き下がる|〜を引き出す,The company withdrew its earlier claim after new evidence appeared.,その会社は新たな証拠が現れた後、以前の主張を撤回した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000681,681,Deck 2｜受験基礎,cope,動詞,うまく対処する,うまく対処する|切り抜ける,Many families struggle to cope with rising living costs.,多くの家庭が生活費の上昇にうまく対処しようと苦労している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000682,682,Deck 2｜受験基礎,biological,形容詞,生物学上の,生物学上の|生物由来の,Some behaviors have both social and biological causes.,一部の行動には社会的原因と生物学上の原因の両方がある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000683,683,Deck 2｜受験基礎,perspective,名詞,物事を見る観点,物事を見る観点|遠近法,Travel can help us see our culture from a new perspective.,旅行は自分の文化を新しい観点から見る助けになりうる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000684,684,Deck 2｜受験基礎,accomplish,動詞,〜を成し遂げる,〜を成し遂げる|〜を完成する,We accomplished more than we had expected in one day.,私たちは1日で予想以上のことを成し遂げた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000685,685,Deck 2｜受験基礎,correspond,動詞,〜に対応する,〜に対応する|一致する|文通する,Each number corresponds exactly to a different category.,各番号は異なる分類に正確に対応している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000686,686,Deck 2｜受験基礎,fully,副詞,十分に,十分に|全面的に,We do not yet fully understand the long-term effects.,私たちは長期的影響をまだ十分には理解していない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000687,687,Deck 2｜受験基礎,phenomenon,名詞,観察される現象,観察される現象|事象,Climate change is a global phenomenon with local effects.,気候変動は地域ごとの影響を伴う地球規模の現象である。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000688,688,Deck 2｜受験基礎,chemical,形容詞・名詞,化学的な,化学的な|化学物質,The process causes a chemical change in the material.,その過程は素材に化学的な変化を引き起こす。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000689,689,Deck 2｜受験基礎,alter,動詞,〜を部分的に変える,〜を部分的に変える|変わる,Even a small detail can alter the meaning of a sentence.,小さな細部でも文の意味を部分的に変えることがある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000690,690,Deck 2｜受験基礎,criticize,動詞,〜を批判する,〜を批判する|〜の欠点を指摘する,It is easy to criticize a plan without offering alternatives.,代案を示さずに計画を批判するのは簡単だ。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000691,691,Deck 2｜受験基礎,priority,名詞,優先事項,優先事項|優先権,Public safety must remain the government's highest priority.,公共の安全は政府の最優先事項であり続けなければならない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000692,692,Deck 2｜受験基礎,chief,形容詞・名詞,最も重要な・最高位の,最も重要な・最高位の|主要な|長官,The chief reason for the delay was bad weather.,遅延の最も重要な理由は悪天候だった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000693,693,Deck 2｜受験基礎,approve,動詞,〜を承認する,〜を承認する|〜に賛成する,The council approved the plan after a long debate.,議会は長い討論の末、その計画を承認した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000694,694,Deck 2｜受験基礎,closely,副詞,密接に,密接に|注意深く,Economic growth is closely linked to energy use.,経済成長はエネルギー使用と密接に結びついている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000695,695,Deck 2｜受験基礎,defend,動詞,〜を擁護する,〜を擁護する|〜を守る|弁護する,She successfully defended her conclusion with strong evidence.,彼女は強力な証拠で自分の結論をうまく擁護した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000696,696,Deck 2｜受験基礎,prospect,名詞,将来の見通し,将来の見通し|可能性|見込み客,The prospect of higher wages attracted many applicants.,賃金上昇の見通しが多くの応募者を引きつけた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000697,697,Deck 2｜受験基礎,classic,形容詞・名詞,古典として定評のある,古典として定評のある|典型的な|名作,The novel is now regarded as a classic work.,その小説は今では古典として定評のある作品とみなされている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000698,698,Deck 2｜受験基礎,arise,動詞,生じる,生じる|起こる|立ち上がる,Problems may arise when the instructions are unclear.,説明が不明確だと問題が生じることがある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000699,699,Deck 2｜受験基礎,differ,動詞,互いに異なる,互いに異なる|意見が合わない,The two accounts differ in several important details.,その二つの説明はいくつかの重要な細部で互いに異なる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000700,700,Deck 2｜受験基礎,aid,名詞・動詞,援助・支援,援助・支援|〜を助ける,International aid reached the area soon after the earthquake.,国際援助は地震後まもなくその地域に届いた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000701,701,Deck 2｜受験基礎,region,名詞,一定の地域,一定の地域|地方|領域,The plant grows naturally in this mountain region.,その植物はこの山岳地域に自然に生育する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000702,702,Deck 2｜受験基礎,competitive,形容詞,競争力のある,競争力のある|競争の激しい|競争好きな,The company must remain competitive in a changing market.,その会社は変化する市場で競争力を保たなければならない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000703,703,Deck 2｜受験基礎,entirely,副詞,すべての点で,すべての点で|完全に,The final decision was entirely his own responsibility.,その最終決定はすべての点で彼自身の責任だった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000704,704,Deck 2｜受験基礎,regulation,名詞,公的な規制,公的な規制|規則|調整,New regulations require factories to reduce harmful waste.,新しい規制は工場に有害廃棄物の削減を求めている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000705,705,Deck 2｜受験基礎,attach,動詞,〜を取り付ける,〜を取り付ける|〜を添付する|付随させる,Attach the label firmly to the outside of the box.,ラベルを箱の外側にしっかり取り付けてください。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000706,706,Deck 2｜受験基礎,dominate,動詞,〜を支配する,〜を支配する|〜で優勢である,A few large firms dominate the global market.,少数の大企業が世界市場を支配している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000707,707,Deck 2｜受験基礎,category,名詞,分類上の区分,分類上の区分|部類,Each answer belongs to one of four categories.,各答えは四つの分類のうち一つに属する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000708,708,Deck 2｜受験基礎,complicated,形容詞,複雑で分かりにくい,複雑で分かりにくい|入り組んだ,The legal process is too complicated for most people.,その法的手続きは大多数の人には複雑で分かりにくすぎる。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000709,709,Deck 2｜受験基礎,reputation,名詞,世間での評判,世間での評判|名声,The restaurant has a reputation for excellent service.,そのレストランは優れたサービスで評判を得ている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000710,710,Deck 2｜受験基礎,attempt,動詞・名詞,〜を試みる,〜を試みる|試み,The researchers attempted to repeat the original experiment.,研究者たちは元の実験を再現しようと試みた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000711,711,Deck 2｜受験基礎,eliminate,動詞,〜を完全に取り除く,〜を完全に取り除く|〜を排除する,Better sanitation can eliminate many common sources of infection.,衛生状態の改善は、多くの一般的な感染源を完全に取り除ける。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000712,712,Deck 2｜受験基礎,citizen,名詞,国家・都市の市民,国家・都市の市民|国民,Citizens have both rights and responsibilities in a democracy.,民主主義では市民には権利と責任の両方がある。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000713,713,Deck 2｜受験基礎,revenue,名詞,事業・政府の収益,事業・政府の収益|歳入,Ticket sales provide most of the museum's annual revenue.,入場券の売上が博物館の年間収益の大部分をもたらしている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000714,714,Deck 2｜受験基礎,largely,副詞,大部分は,大部分は|主に,The success of the project was largely due to teamwork.,その事業の成功は大部分がチームワークによるものだった。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000715,715,Deck 2｜受験基礎,contemporary,形容詞・名詞,同時代の・現代の,同時代の・現代の|同時代人,The museum displays both ancient and contemporary art.,その博物館は古代美術と現代美術の両方を展示している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000716,716,Deck 2｜受験基礎,capture,動詞・名詞,〜を的確に捉える,〜を的確に捉える|〜を捕らえる|捕獲,The photograph captures the mood of the old neighborhood.,その写真は古い街並みの雰囲気を的確に捉えている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000717,717,Deck 2｜受験基礎,encounter,動詞・名詞,〜に思いがけず遭遇する,〜に思いがけず遭遇する|出会い,Researchers encountered several unexpected problems during the experiment.,研究者たちは実験中にいくつかの予想外の問題に遭遇した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000718,718,Deck 2｜受験基礎,climate,名詞,長期的な気候,長期的な気候|風潮,The island's warm climate attracts visitors throughout the year.,その島の温暖な気候は一年を通じて観光客を引きつける。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000719,719,Deck 2｜受験基礎,scheme,名詞,制度的な計画,制度的な計画|仕組み|たくらみ,The city introduced a scheme to support young families.,市は若い家庭を支援する制度的な計画を導入した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000720,720,Deck 2｜受験基礎,controversial,形容詞,論争を呼ぶ,論争を呼ぶ|意見の分かれる,The government temporarily delayed the controversial reform plan.,政府は論争を呼ぶ改革案を一時的に延期した。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000721,721,Deck 2｜受験基礎,commit,動詞,〜を犯す,〜を犯す|〜に専念する|〜を委ねる,People who commit serious crimes must face legal consequences.,重大な犯罪を犯す人は法的責任を負わなければならない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000722,722,Deck 2｜受験基礎,enforce,動詞,〜を強制的に施行する,〜を強制的に施行する|〜を徹底させる,The city must enforce its safety regulations fairly.,市は安全規制を公平に施行しなければならない。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000723,723,Deck 2｜受験基礎,confidence,名詞,自信・信頼感,自信・信頼感|確信,Practice gave her confidence before the public speech.,公開スピーチの前に練習したことで、彼女は自信を得た。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000724,724,Deck 2｜受験基礎,species,名詞,生物の種,生物の種|種類,Several species of birds live near the lake.,数種の鳥がその湖の近くに生息している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000725,725,Deck 2｜受験基礎,directly,副詞,直接に,直接に|まっすぐに,The new rule directly affects many small businesses.,その新しい規則は多くの小規模企業に直接影響する。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000726,726,Deck 2｜受験基礎,critical,形容詞,批判的な,批判的な|重大な|危機的な,Students need critical thinking skills to judge online information.,学生にはオンライン情報を判断するための批判的思考力が必要だ。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000727,727,Deck 2｜受験基礎,concentrate,動詞,意識を一点に集中させる,意識を一点に集中させる|集中する|〜を集中させる|濃縮する,It is hard to concentrate when the room is noisy.,部屋が騒がしいと集中するのは難しい。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000728,728,Deck 2｜受験基礎,entitle,動詞,〜に権利を与える,〜に権利を与える|〜に題名を付ける,The ticket entitles you to one free meal.,その券はあなたに無料の食事1回を受ける権利を与える。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000729,729,Deck 2｜受験基礎,constitution,名詞,憲法・基本構成,憲法・基本構成|体質,The constitution protects several fundamental rights and freedoms.,その憲法はいくつかの基本的な権利と自由を保護している。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000730,730,Deck 2｜受験基礎,status,名詞,地位・現在の状態,地位・現在の状態|身分,The law improved the social status of working women.,その法律は働く女性の社会的地位を向上させた。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000731,731,Deck 2｜受験基礎,conclude,動詞,〜と結論づける,〜と結論づける|〜を終える,The report concludes that further research is necessary.,その報告書はさらなる研究が必要だと結論づけている。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000732,732,Deck 2｜受験基礎,dependent,形容詞,〜に依存している,〜に依存している|扶養されている,The region remains heavily dependent on international tourism.,その地域は国際観光に大きく依存したままである。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000733,733,Deck 2｜受験基礎,exceed,動詞,〜を上回る,〜を上回る|〜を超える,Demand for the service greatly exceeded all expectations.,そのサービスへの需要はあらゆる予想を大きく上回った。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000734,734,Deck 2｜受験基礎,cooperation,名詞,協力関係,協力関係|協力,International cooperation is necessary to address climate change.,気候変動に対処するには国際的な協力関係が必要である。
英単語段階別デッキ｜Deck 2｜受験基礎500語,EN-000735,735,Deck 2｜受験基礎,survey,名詞・動詞,多数の人への質問調査,多数の人への質問調査|調査|測量|〜を調査する,A recent survey found that most residents support the plan.,最近の調査で、住民の大多数がその計画を支持していると分かった。
