dataset_label,item_id,importance_rank,difficulty_label,domain,unit,item,reading,aliases,item_type,rule_info,card_id,card_type,focus,question,answer,accepted_answers,explanation,example_original,example_kundoku,example_kakikudashi,example_reading,example_translation,confusable_with,distinction,memory_aid,source_name,source_url,reading_map
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000543,543,Deck3 難関大向け・意味瞬発,重要語,移動,赴,おもむく,なし,動詞,意味=急いで向かう・任地などへ行く,CC-000543-C01,meaning,意味瞬発,「赴」の意味を答えよ。,急いで向かう・任地などへ行く,急いで向かう・任地などへ行く｜赴く,漢文では「急いで向かう・任地などへ行く」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%B5%B4&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000544,544,Deck3 難関大向け・意味瞬発,重要語,移動,趨,おもむく・はしる,なし,動詞,意味=急いで向かう・従う,CC-000544-C01,meaning,意味瞬発,「趨」の意味を答えよ。,急いで向かう・従う,急いで向かう・従う｜小走りに行く,漢文では「急いで向かう・従う」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%B6%A8&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000545,545,Deck3 難関大向け・意味瞬発,重要語,移動,適（行く）,ゆく,なし,動詞,意味=行く・向かう,CC-000545-C01,meaning,意味瞬発,「適（行く）」の意味を答えよ。,行く・向かう,行く・向かう｜赴く,漢文では「行く・向かう」の意味で用いられる。,なし,なし,なし,なし,なし,適,ここでは副詞「たまたま」ではなく動詞「行く」。,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%81%A9&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000546,546,Deck3 難関大向け・意味瞬発,重要語,移動,渉,わたる,なし,動詞,意味=水を渡る・広く経験する,CC-000546-C01,meaning,意味瞬発,「渉」の意味を答えよ。,水を渡る・広く経験する,水を渡る・広く経験する｜渡る,漢文では「水を渡る・広く経験する」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E6%B8%89&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000547,547,Deck3 難関大向け・意味瞬発,重要語,移動,跋,こえる・ふむ,なし,動詞,意味=山野を越えて進む・踏む,CC-000547-C01,meaning,意味瞬発,「跋」の意味を答えよ。,山野を越えて進む・踏む,山野を越えて進む・踏む｜旅する,漢文では「山野を越えて進む・踏む」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%B7%8B&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000548,548,Deck3 難関大向け・意味瞬発,重要語,移動,踰,こえる,逾,動詞,意味=越える・限度を超える,CC-000548-C01,meaning,意味瞬発,「踰」の意味を答えよ。,越える・限度を超える,越える・限度を超える｜越す,漢文では「越える・限度を超える」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%B8%B0&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000549,549,Deck3 難関大向け・意味瞬発,重要語,昇進・移動,陟,のぼる,なし,動詞,意味=上る・昇進させる,CC-000549-C01,meaning,意味瞬発,「陟」の意味を答えよ。,上る・昇進させる,上る・昇進させる｜高い地位に上げる,漢文では「上る・昇進させる」の意味で用いられる。,なし,なし,なし,なし,なし,黜,「陟」は上げる、「黜」は退ける。,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%99%9F&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000550,550,Deck3 難関大向け・意味瞬発,重要語,逃避,遁,のがれる,なし,動詞,意味=逃れる・世を避ける,CC-000550-C01,meaning,意味瞬発,「遁」の意味を答えよ。,逃れる・世を避ける,逃れる・世を避ける｜逃げ隠れる,漢文では「逃れる・世を避ける」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%81%81&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000551,551,Deck3 難関大向け・意味瞬発,重要語,隠匿,潜,ひそむ,なし,動詞,意味=ひそむ・ひそかに行う,CC-000551-C01,meaning,意味瞬発,「潜」の意味を答えよ。,ひそむ・ひそかに行う,ひそむ・ひそかに行う｜潜む,漢文では「ひそむ・ひそかに行う」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E6%BD%9C&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000552,552,Deck3 難関大向け・意味瞬発,重要語,隠匿,匿,かくす,なし,動詞,意味=隠す・かくまう,CC-000552-C01,meaning,意味瞬発,「匿」の意味を答えよ。,隠す・かくまう,隠す・かくまう｜隠匿する,漢文では「隠す・かくまう」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%8C%BF&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000553,553,Deck3 難関大向け・意味瞬発,重要語,招致,招,まねく,なし,動詞,意味=招く・呼び寄せる／結果を招く,CC-000553-C01,meaning,意味瞬発,「招」の意味を答えよ。,招く・呼び寄せる／結果を招く,招く・呼び寄せる／結果を招く｜招致する,漢文では「招く・呼び寄せる／結果を招く」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E6%8B%9B&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000554,554,Deck3 難関大向け・意味瞬発,重要語,呼称,呼,よぶ,なし,動詞,意味=呼ぶ・呼びつける,CC-000554-C01,meaning,意味瞬発,「呼」の意味を答えよ。,呼ぶ・呼びつける,呼ぶ・呼びつける｜名づける,漢文では「呼ぶ・呼びつける」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%91%BC&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000555,555,Deck3 難関大向け・意味瞬発,重要語,送迎,迎,むかえる,なし,動詞,意味=迎える・出迎える,CC-000555-C01,meaning,意味瞬発,「迎」の意味を答えよ。,迎える・出迎える,迎える・出迎える,漢文では「迎える・出迎える」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%BF%8E&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000556,556,Deck3 難関大向け・意味瞬発,重要語,送迎,送,おくる,なし,動詞,意味=送る・見送る,CC-000556-C01,meaning,意味瞬発,「送」の意味を答えよ。,送る・見送る,送る・見送る,漢文では「送る・見送る」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%80%81&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000557,557,Deck3 難関大向け・意味瞬発,重要語,停止,止,とどまる・やむ,なし,動詞,意味=止まる・とどまる／やめる,CC-000557-C01,meaning,意味瞬発,「止」の意味を答えよ。,止まる・とどまる／やめる,止まる・とどまる／やめる｜停止する,漢文では「止まる・とどまる／やめる」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E6%AD%A2&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000558,558,Deck3 難関大向け・意味瞬発,重要語,放棄,捨,すつ,なし,動詞,意味=捨てる・見捨てる,CC-000558-C01,meaning,意味瞬発,「捨」の意味を答えよ。,捨てる・見捨てる,捨てる・見捨てる｜放棄する,漢文では「捨てる・見捨てる」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E6%8D%A8&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000559,559,Deck3 難関大向け・意味瞬発,重要語,施与,施,ほどこす,なし,動詞,意味=施す・人に与える／実行する,CC-000559-C01,meaning,意味瞬発,「施」の意味を答えよ。,施す・人に与える／実行する,施す・人に与える／実行する｜与える,漢文では「施す・人に与える／実行する」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E6%96%BD&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000560,560,Deck3 難関大向け・意味瞬発,重要語,遺留・贈与,遺,のこす・わすれる・おくる,なし,動詞,意味=残す／忘れる／贈る,CC-000560-C01,meaning,意味瞬発,「遺」の意味を答えよ。,残す／忘れる／贈る,残す／忘れる／贈る｜置き忘れる,漢文では「残す／忘れる／贈る」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%81%BA&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000561,561,Deck3 難関大向け・意味瞬発,重要語,遊歴・遊学,遊,あそぶ,なし,動詞,意味=各地をめぐる・遊学する／交際する,CC-000561-C01,meaning,意味瞬発,「遊」の意味を答えよ。,各地をめぐる・遊学する／交際する,各地をめぐる・遊学する／交際する｜旅する,漢文では「各地をめぐる・遊学する／交際する」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%81%8A&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000562,562,Deck3 難関大向け・意味瞬発,重要語,拝謁,謁,まみえる,なし,動詞,意味=目上の人に会う・拝謁する,CC-000562-C01,meaning,意味瞬発,「謁」の意味を答えよ。,目上の人に会う・拝謁する,目上の人に会う・拝謁する｜お目にかかる,漢文では「目上の人に会う・拝謁する」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%AC%81&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000563,563,Deck3 難関大向け・意味瞬発,重要語,仮住まい,寓,やどる,なし,動詞,意味=一時的に住む／意味を託す,CC-000563-C01,meaning,意味瞬発,「寓」の意味を答えよ。,一時的に住む／意味を託す,一時的に住む／意味を託す｜仮住まいする,漢文では「一時的に住む／意味を託す」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%AF%93&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000564,564,Deck3 難関大向け・意味瞬発,重要語,宿泊,宿,やどる,なし,動詞,意味=泊まる・宿る,CC-000564-C01,meaning,意味瞬発,「宿」の意味を答えよ。,泊まる・宿る,泊まる・宿る｜宿泊する,漢文では「泊まる・宿る」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%AE%BF&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000565,565,Deck3 難関大向け・意味瞬発,重要語,近侍,侍,はべる,なし,動詞,意味=そばに仕える,CC-000565-C01,meaning,意味瞬発,「侍」の意味を答えよ。,そばに仕える,そばに仕える｜控える,漢文では「そばに仕える」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E4%BE%8D&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000566,566,Deck3 難関大向け・意味瞬発,重要語,観察・待機,伺,うかがう,なし,動詞,意味=様子をうかがう・機会を待つ,CC-000566-C01,meaning,意味瞬発,「伺」の意味を答えよ。,様子をうかがう・機会を待つ,様子をうかがう・機会を待つ｜尋ねる,漢文では「様子をうかがう・機会を待つ」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E4%BC%BA&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000567,567,Deck3 難関大向け・意味瞬発,重要語,観察,窺,うかがう,なし,動詞,意味=のぞき見る・ひそかにねらう,CC-000567-C01,meaning,意味瞬発,「窺」の意味を答えよ。,のぞき見る・ひそかにねらう,のぞき見る・ひそかにねらう｜うかがう,漢文では「のぞき見る・ひそかにねらう」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E7%AA%BA&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000568,568,Deck3 難関大向け・意味瞬発,重要語,待機・観察,候,うかがう・まつ,なし,動詞,意味=待つ・様子をうかがう,CC-000568-C01,meaning,意味瞬発,「候」の意味を答えよ。,待つ・様子をうかがう,待つ・様子をうかがう｜機嫌をうかがう,漢文では「待つ・様子をうかがう」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%80%99&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000569,569,Deck3 難関大向け・意味瞬発,重要語,ためらい,逡巡,しゅんじゅん,なし,熟語,意味=ためらって進まないこと,CC-000569-C01,meaning,意味瞬発,「逡巡」の意味を答えよ。,ためらって進まないこと,ためらって進まないこと｜ぐずぐずためらうこと,漢文では「ためらって進まないこと」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%80%A1%E5%B7%A1&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000570,570,Deck3 難関大向け・意味瞬発,重要語,滞在,逗,とどまる,なし,動詞,意味=その場にとどまる・滞在する,CC-000570-C01,meaning,意味瞬発,「逗」の意味を答えよ。,その場にとどまる・滞在する,その場にとどまる・滞在する｜足を止める,漢文では「その場にとどまる・滞在する」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%80%97&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000571,571,Deck3 難関大向け・意味瞬発,重要語,召集・徴収,徴,めす・とりたてる,なし,動詞,意味=召し出す／税や兵を取り立てる,CC-000571-C01,meaning,意味瞬発,「徴」の意味を答えよ。,召し出す／税や兵を取り立てる,召し出す／税や兵を取り立てる｜徴収する,漢文では「召し出す／税や兵を取り立てる」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%BE%B4&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000572,572,Deck3 難関大向け・意味瞬発,重要語,推薦,薦,すすめる,なし,動詞,意味=人を推薦する・取り立てる,CC-000572-C01,meaning,意味瞬発,「薦」の意味を答えよ。,人を推薦する・取り立てる,人を推薦する・取り立てる｜推挙する,漢文では「人を推薦する・取り立てる」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%96%A6&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000573,573,Deck3 難関大向け・意味瞬発,重要語,抜擢,擢,ぬきんでる,なし,動詞,意味=抜き出して昇進させる,CC-000573-C01,meaning,意味瞬発,「擢」の意味を答えよ。,抜き出して昇進させる,抜き出して昇進させる｜抜擢する,漢文では「抜き出して昇進させる」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E6%93%A2&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000574,574,Deck3 難関大向け・意味瞬発,重要語,罷免,黜,しりぞける,なし,動詞,意味=官位を下げる・退ける,CC-000574-C01,meaning,意味瞬発,「黜」の意味を答えよ。,官位を下げる・退ける,官位を下げる・退ける｜罷免する,漢文では「官位を下げる・退ける」の意味で用いられる。,なし,なし,なし,なし,なし,陟,「黜」は退ける、「陟」は上げる。,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%BB%9C&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000575,575,Deck3 難関大向け・意味瞬発,重要語,退任・中止,罷,やむ・しりぞく,なし,動詞,意味=やめる・官職を退く,CC-000575-C01,meaning,意味瞬発,「罷」の意味を答えよ。,やめる・官職を退く,やめる・官職を退く｜終える,漢文では「やめる・官職を退く」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E7%BD%B7&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000576,576,Deck3 難関大向け・意味瞬発,重要語,廃止・廃位,廃,やめる・しりぞける,なし,動詞,意味=廃止する・地位から退ける,CC-000576-C01,meaning,意味瞬発,「廃」の意味を答えよ。,廃止する・地位から退ける,廃止する・地位から退ける｜廃する,漢文では「廃止する・地位から退ける」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%BB%83&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000577,577,Deck3 難関大向け・意味瞬発,重要語,降格,貶,おとす,なし,動詞,意味=官位や評価を下げる,CC-000577-C01,meaning,意味瞬発,「貶」の意味を答えよ。,官位や評価を下げる,官位や評価を下げる｜おとしめる,漢文では「官位や評価を下げる」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%B2%B6&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000578,578,Deck3 難関大向け・意味瞬発,重要語,流罪,謫,ながす,なし,動詞,意味=罪によって遠地へ流す・官位を下げる,CC-000578-C01,meaning,意味瞬発,「謫」の意味を答えよ。,罪によって遠地へ流す・官位を下げる,罪によって遠地へ流す・官位を下げる｜左遷する,漢文では「罪によって遠地へ流す・官位を下げる」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%AC%AB&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000579,579,Deck3 難関大向け・意味瞬発,重要語,任官,除（任官）,じょす,なし,政治用語,意味=官職に任命する,CC-000579-C01,meaning,意味瞬発,「除（任官）」の意味を答えよ。,官職に任命する,官職に任命する｜官職を授ける,漢文では「官職に任命する」の意味で用いられる。,なし,なし,なし,なし,なし,除（取り除く）,漢文の官職記事では「除す」が任官を表す。,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%99%A4&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000580,580,Deck3 難関大向け・意味瞬発,重要語,封建・授爵,封,ほうず,なし,動詞,意味=領地・爵位を与える,CC-000580-C01,meaning,意味瞬発,「封」の意味を答えよ。,領地・爵位を与える,領地・爵位を与える｜諸侯に取り立てる,漢文では「領地・爵位を与える」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%B0%81&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000581,581,Deck3 難関大向け・意味瞬発,重要語,譲位,禅（譲位）,ゆずる,なし,政治用語,意味=帝位を徳のある者へ譲る,CC-000581-C01,meaning,意味瞬発,「禅（譲位）」の意味を答えよ。,帝位を徳のある者へ譲る,帝位を徳のある者へ譲る｜禅譲する,漢文では「帝位を徳のある者へ譲る」の意味で用いられる。,なし,なし,なし,なし,なし,封,ここでは宗教の「禅」ではなく、帝位を譲る意。,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E7%A6%85&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000582,582,Deck3 難関大向け・意味瞬発,重要語,君命,詔,みことのり,なし,政治用語,意味=皇帝・天子の命令,CC-000582-C01,meaning,意味瞬発,「詔」の意味を答えよ。,皇帝・天子の命令,皇帝・天子の命令｜詔勅,漢文では「皇帝・天子の命令」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%A9%94&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000583,583,Deck3 難関大向け・意味瞬発,重要語,君命,勅,みことのり,なし,政治用語,意味=君主・天子の命令,CC-000583-C01,meaning,意味瞬発,「勅」の意味を答えよ。,君主・天子の命令,君主・天子の命令｜勅命,漢文では「君主・天子の命令」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%8B%85&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000584,584,Deck3 難関大向け・意味瞬発,重要語,君命,制（君命）,せい,なし,政治用語,意味=天子が下す命令,CC-000584-C01,meaning,意味瞬発,「制（君命）」の意味を答えよ。,天子が下す命令,天子が下す命令｜詔命,漢文では「天子が下す命令」の意味で用いられる。,なし,なし,なし,なし,なし,法,ここでは制度一般ではなく、天子の命令を指す。,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%88%B6&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000585,585,Deck3 難関大向け・意味瞬発,重要語,弾劾,劾,がいす,なし,動詞,意味=官吏の罪を告発する,CC-000585-C01,meaning,意味瞬発,「劾」の意味を答えよ。,官吏の罪を告発する,官吏の罪を告発する｜弾劾する,漢文では「官吏の罪を告発する」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%8A%BE&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000586,586,Deck3 難関大向け・意味瞬発,重要語,尋問,訊,とう,なし,動詞,意味=問いただす・尋問する,CC-000586-C01,meaning,意味瞬発,「訊」の意味を答えよ。,問いただす・尋問する,問いただす・尋問する｜尋ねる,漢文では「問いただす・尋問する」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%A8%8A&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000587,587,Deck3 難関大向け・意味瞬発,重要語,裁判・尋問,鞫,ただす,なし,動詞,意味=罪状を詳しく調べる・取り調べる,CC-000587-C01,meaning,意味瞬発,「鞫」の意味を答えよ。,罪状を詳しく調べる・取り調べる,罪状を詳しく調べる・取り調べる｜尋問する,漢文では「罪状を詳しく調べる・取り調べる」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%9E%AB&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000588,588,Deck3 難関大向け・意味瞬発,重要語,裁判・牢獄,獄,ごく,なし,多義語,意味=裁判・訴訟／牢獄,CC-000588-C01,meaning,意味瞬発,「獄」の意味を答えよ。,裁判・訴訟／牢獄,裁判・訴訟／牢獄｜刑事事件,漢文では「裁判・訴訟／牢獄」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E7%8D%84&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000589,589,Deck3 難関大向け・意味瞬発,重要語,拘禁,囚,とらえる・とらわれびと,なし,多義語,意味=捕らえて閉じ込める／囚人,CC-000589-C01,meaning,意味瞬発,「囚」の意味を答えよ。,捕らえて閉じ込める／囚人,捕らえて閉じ込める／囚人｜拘禁する,漢文では「捕らえて閉じ込める／囚人」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%9B%9A&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000590,590,Deck3 難関大向け・意味瞬発,重要語,処刑,誅,ちゅうす,なし,動詞,意味=罪ある者を討ち殺す・罰する,CC-000590-C01,meaning,意味瞬発,「誅」の意味を答えよ。,罪ある者を討ち殺す・罰する,罪ある者を討ち殺す・罰する｜処刑する,漢文では「罪ある者を討ち殺す・罰する」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E8%AA%85&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000591,591,Deck3 難関大向け・意味瞬発,重要語,処刑・辱め,戮,りくす,なし,動詞,意味=殺す・辱める,CC-000591-C01,meaning,意味瞬発,「戮」の意味を答えよ。,殺す・辱める,殺す・辱める｜処刑する,漢文では「殺す・辱める」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E6%88%AE&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000592,592,Deck3 難関大向け・意味瞬発,重要語,釈放,釈,ゆるす・とく,なし,動詞,意味=解放する・罪を許す／解き放つ,CC-000592-C01,meaning,意味瞬発,「釈」の意味を答えよ。,解放する・罪を許す／解き放つ,解放する・罪を許す／解き放つ｜釈放する,漢文では「解放する・罪を許す／解き放つ」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E9%87%88&kt=1&sk=leftHand,なし
漢文 意味瞬発 Deck3 難関大向け200項目,CC-000593,593,Deck3 難関大向け・意味瞬発,重要語,赦免,宥,ゆるす,なし,動詞,意味=罪を許す・刑を軽くする,CC-000593-C01,meaning,意味瞬発,「宥」の意味を答えよ。,罪を許す・刑を軽くする,罪を許す・刑を軽くする｜大目に見る,漢文では「罪を許す・刑を軽くする」の意味で用いられる。,なし,なし,なし,なし,なし,なし,なし,なし,漢字ペディア（字義・語義照合）,https://www.kanjipedia.jp/search?k=%E5%AE%A5&kt=1&sk=leftHand,なし
